Descriptores,2008|Total,2008|Usuario/Beneficiario|Total de residentes,2008|Usuario/Beneficiario|Hogares,2008|Usuario/Beneficiario|ISFL,2008|Usuario/Beneficiario|Total de gobierno,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2008|Usuario/Beneficiario|Sociedades no financieras,2008|Usuario/Beneficiario|Total no residentes,2009|Total,2009|Usuario/Beneficiario|Total de residentes,2009|Usuario/Beneficiario|Hogares,2009|Usuario/Beneficiario|ISFL,2009|Usuario/Beneficiario|Total de gobierno,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2009|Usuario/Beneficiario|Sociedades no financieras,2009|Usuario/Beneficiario|Total no residentes,2010|Total,2010|Usuario/Beneficiario|Total de residentes,2010|Usuario/Beneficiario|Hogares,2010|Usuario/Beneficiario|ISFL,2010|Usuario/Beneficiario|Total de gobierno,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2010|Usuario/Beneficiario|Sociedades no financieras,2010|Usuario/Beneficiario|Total no residentes,2011|Total,2011|Usuario/Beneficiario|Total de residentes,2011|Usuario/Beneficiario|Hogares,2011|Usuario/Beneficiario|ISFL,2011|Usuario/Beneficiario|Total de gobierno,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2011|Usuario/Beneficiario|Sociedades no financieras,2011|Usuario/Beneficiario|Total no residentes,2012|Total,2012|Usuario/Beneficiario|Total de residentes,2012|Usuario/Beneficiario|Hogares,2012|Usuario/Beneficiario|ISFL,2012|Usuario/Beneficiario|Total de gobierno,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2012|Usuario/Beneficiario|Sociedades no financieras,2012|Usuario/Beneficiario|Total no residentes,2013|Total,2013|Usuario/Beneficiario|Total de residentes,2013|Usuario/Beneficiario|Hogares,2013|Usuario/Beneficiario|ISFL,2013|Usuario/Beneficiario|Total de gobierno,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2013|Usuario/Beneficiario|Sociedades no financieras,2013|Usuario/Beneficiario|Total no residentes,2014|Total,2014|Usuario/Beneficiario|Total de residentes,2014|Usuario/Beneficiario|Hogares,2014|Usuario/Beneficiario|ISFL,2014|Usuario/Beneficiario|Total de gobierno,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2014|Usuario/Beneficiario|Sociedades no financieras,2014|Usuario/Beneficiario|Total no residentes,2015|Total,2015|Usuario/Beneficiario|Total de residentes,2015|Usuario/Beneficiario|Hogares,2015|Usuario/Beneficiario|ISFL,2015|Usuario/Beneficiario|Total de gobierno,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2015|Usuario/Beneficiario|Sociedades no financieras,2015|Usuario/Beneficiario|Total no residentes,2016|Total,2016|Usuario/Beneficiario|Total de residentes,2016|Usuario/Beneficiario|Hogares,2016|Usuario/Beneficiario|ISFL,2016|Usuario/Beneficiario|Total de gobierno,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2016|Usuario/Beneficiario|Sociedades no financieras,2016|Usuario/Beneficiario|Total no residentes,2017|Total,2017|Usuario/Beneficiario|Total de residentes,2017|Usuario/Beneficiario|Hogares,2017|Usuario/Beneficiario|ISFL,2017|Usuario/Beneficiario|Total de gobierno,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2017|Usuario/Beneficiario|Sociedades no financieras,2017|Usuario/Beneficiario|Total no residentes,2018|Total<P>,2018|Usuario/Beneficiario|Total de residentes<P>,2018|Usuario/Beneficiario|Hogares<P>,2018|Usuario/Beneficiario|ISFL<P>,2018|Usuario/Beneficiario|Total de gobierno<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal<P>,2018|Usuario/Beneficiario|Sociedades no financieras<P>,2018|Usuario/Beneficiario|Total no residentes<P>,2019|Total<P>,2019|Usuario/Beneficiario|Total de residentes<P>,2019|Usuario/Beneficiario|Hogares<P>,2019|Usuario/Beneficiario|ISFL<P>,2019|Usuario/Beneficiario|Total de gobierno<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal<P>,2019|Usuario/Beneficiario|Sociedades no financieras<P>,2019|Usuario/Beneficiario|Total no residentes<P>
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gestión pública en servicios creativos,1444.241,1444.241,993.3471284069865,NA,450.8935131651619,450.8935131651619,NA,NA,NA,NA,1710.573,1710.573,1100.8739131811692,NA,609.6995078336124,609.6995078336124,NA,NA,NA,NA,1876.104,1876.104,1205.911286269321,NA,670.1929265249643,670.1929265249643,NA,NA,NA,NA,1952.675,1952.675,1230.1098232143909,NA,722.5650155179568,722.5650155179568,NA,NA,NA,NA,2191.077,2191.077,1351.542875926716,NA,839.5338282323765,839.5338282323765,NA,NA,NA,NA,1694.218,1694.218,995.5487996323313,NA,698.668961807588,698.668961807588,NA,NA,NA,NA,1267.897,1267.897,701.9263554759913,NA,565.9703530265239,565.9703530265239,NA,NA,NA,NA,1505.13,1505.13,825.3806128337595,NA,679.7490430688828,679.7490430688828,NA,NA,NA,NA,1619.192,1619.192,826.650976785463,NA,792.5412076912799,792.5412076912799,NA,NA,NA,NA,1690.674,1690.674,879.698823607945,NA,810.9756723025954,810.9756723025954,NA,NA,NA,NA,2209.634,2209.634,1233.4221469911722,NA,976.2119916791763,976.2119916791763,NA,NA,NA,NA,2144.923,2144.923,1185.0312394801715,NA,959.8915997053994,959.8915997053994,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural,12752.306,12155.656,8510.03,NA,3228.653,3228.653,NA,NA,416.974,596.65,13530.259,12915.523,8503.514,NA,3940.66,3940.66,NA,NA,471.35,614.736,13243.257,12637.677,8302.954,NA,3830.953,3830.953,NA,NA,503.77,605.58,14649.177,14042.041,9058.647,NA,4420.12,4420.12,NA,NA,563.274,607.136,16682.22,15991.545,10155.863,NA,5220.793,5220.793,NA,NA,614.889,690.675,15723.068,15002.586,9250.798,NA,5150.469,5150.469,NA,NA,601.319,720.482,16867.943,16049.913,9274.274,NA,6101.975,6101.975,NA,NA,673.664,818.03,18048.518,17042.658,9763.182,NA,6559.17,6559.17,NA,NA,720.307,1005.86,19218.763,18023.91,9625.907,NA,7570.764,7570.764,NA,NA,827.24,1194.853,19579.187,18298.83,9868.86,NA,7455.993,7455.993,NA,NA,973.977,1280.357,21557.659,20195.738,11566.703,NA,7513.468,7513.468,NA,NA,1115.567,1361.921,19735.124,18296.653,10492.549,NA,6804.477,6804.477,NA,NA,999.627,1438.471
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Material,843.589,809.443,284.87,NA,108.207,108.207,NA,NA,416.366,34.146,932.434,895.94,298.818,NA,126.862,126.862,NA,NA,470.26,36.494,970.371,934.303,301.741,NA,132.819,132.819,NA,NA,499.743,36.068,1058.5,1022.355,317.45,NA,145.413,145.413,NA,NA,559.492,36.145,1165.839,1125.201,347.53,NA,168.108,168.108,NA,NA,609.563,40.638,1046.081,1008.733,336.661,NA,75.541,75.541,NA,NA,596.531,37.348,1224.016,1174.852,349.007,NA,157.098,157.098,NA,NA,668.747,49.164,1299.337,1238.6,358.068,NA,169.261,169.261,NA,NA,711.271,60.737,1422.986,1348.575,358.5,NA,171.064,171.064,NA,NA,819.011,74.411,1566.962,1489.165,372.329,NA,150.523,150.523,NA,NA,966.313,77.797,1883.182,1799.808,527.471,NA,164.238,164.238,NA,NA,1108.099,83.374,1772.57,1684.931,534.146,NA,155.93,155.93,NA,NA,994.855,87.639
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Natural,1389.906,1014.326,1013.718,NA,NA,NA,NA,NA,0.608,375.58,1388.957,1001.359,1000.269,NA,NA,NA,NA,NA,1.09,387.598,1371.459,994.21,990.183,NA,NA,NA,NA,NA,4.027,377.249,1457.435,1079.294,1075.512,NA,NA,NA,NA,NA,3.782,378.141,1653.697,1224.402,1219.076,NA,NA,NA,NA,NA,5.326,429.295,1659.54,1210.387,1205.599,NA,NA,NA,NA,NA,4.788,449.153,1630.383,1123.821,1118.904,NA,NA,NA,NA,NA,4.917,506.562,1856.081,1226.176,1217.14,NA,NA,NA,NA,NA,9.036,629.905,1859.743,1120.5,1112.271,NA,NA,NA,NA,NA,8.229,739.243,1901.84,1114.751,1107.087,NA,NA,NA,NA,NA,7.664,787.089,2134.146,1291.714,1284.246,NA,NA,NA,NA,NA,7.468,842.432,2187.04,1294.942,1290.17,NA,NA,NA,NA,NA,4.772,892.098
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Bibliotecas,11.344,11.344,11.344,NA,NA,NA,NA,NA,NA,NA,11.775,11.775,11.775,NA,NA,NA,NA,NA,NA,NA,12.5,12.5,12.5,NA,NA,NA,NA,NA,NA,NA,13.36,13.36,13.36,NA,NA,NA,NA,NA,NA,NA,14.22,14.22,14.22,NA,NA,NA,NA,NA,NA,NA,14.689,14.689,14.689,NA,NA,NA,NA,NA,NA,NA,15.278,15.278,15.278,NA,NA,NA,NA,NA,NA,NA,15.084,15.084,15.084,NA,NA,NA,NA,NA,NA,NA,15.838,15.838,15.838,NA,NA,NA,NA,NA,NA,NA,16.747,16.747,16.747,NA,NA,NA,NA,NA,NA,NA,17.503,17.503,17.503,NA,NA,NA,NA,NA,NA,NA,18.451,18.451,18.451,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Museos,512.481,325.557,325.557,NA,NA,NA,NA,NA,NA,186.924,497.1,306.456,306.456,NA,NA,NA,NA,NA,NA,190.644,536.558,344.295,344.295,NA,NA,NA,NA,NA,NA,192.263,567.824,374.974,374.974,NA,NA,NA,NA,NA,NA,192.85,661.598,440.856,440.856,NA,NA,NA,NA,NA,NA,220.742,696.453,462.472,462.472,NA,NA,NA,NA,NA,NA,233.981,680.449,418.145,418.145,NA,NA,NA,NA,NA,NA,262.304,729.205,413.987,413.987,NA,NA,NA,NA,NA,NA,315.218,802.325,421.126,421.126,NA,NA,NA,NA,NA,NA,381.199,863.622,448.151,448.151,NA,NA,NA,NA,NA,NA,415.471,888.01,451.895,451.895,NA,NA,NA,NA,NA,NA,436.115,900.572,441.838,441.838,NA,NA,NA,NA,NA,NA,458.734
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Gestión pública en patrimonio,9994.986,9994.986,6874.540594415992,NA,3120.4456844644624,3120.4456844644624,NA,NA,NA,NA,10699.993,10699.993,6886.1958543612345,NA,3813.79754118941,3813.79754118941,NA,NA,NA,NA,10352.369,10352.369,6654.234930344911,NA,3698.1337122642317,3698.1337122642317,NA,NA,NA,NA,11552.058,11552.058,7277.351016766701,NA,4274.707144943424,4274.707144943424,NA,NA,NA,NA,13186.866,13186.866,8134.180907975945,NA,5052.6847196951485,5052.6847196951485,NA,NA,NA,NA,12306.305,12306.305,7231.3767894878265,NA,5074.928035488406,5074.928035488406,NA,NA,NA,NA,13317.817,13317.817,7372.94027039596,NA,5944.876659959244,5944.876659959244,NA,NA,NA,NA,14148.811,14148.811,7758.902618380199,NA,6389.9085441335055,6389.9085441335055,NA,NA,NA,NA,15117.871,15117.871,7718.171613583437,NA,7399.699780897351,7399.699780897351,NA,NA,NA,NA,15230.016,15230.016,7924.545513076712,NA,7305.470295847582,7305.470295847582,NA,NA,NA,NA,16634.818,16634.818,9285.588174494755,NA,7349.229578736443,7349.229578736443,NA,NA,NA,NA,14856.491,14856.491,8207.94394895105,NA,6648.547468594144,6648.547468594144,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas,20865.549,20865.549,20865.549,NA,NA,NA,NA,NA,NA,NA,22327.889,22327.889,22327.89,NA,NA,NA,NA,NA,NA,NA,23274.381,23274.381,23274.381,NA,NA,NA,NA,NA,NA,NA,25685.993,25685.993,25685.992,NA,NA,NA,NA,NA,NA,NA,27856.86,27856.86,27856.86,NA,NA,NA,NA,NA,NA,NA,29344.359,29344.359,29344.359,NA,NA,NA,NA,NA,NA,NA,31334.64,31334.64,31334.64,NA,NA,NA,NA,NA,NA,NA,33326.533,33326.533,33326.533,NA,NA,NA,NA,NA,NA,NA,35052.602,35052.602,35052.602,NA,NA,NA,NA,NA,NA,NA,36794.524,36794.524,36794.524,NA,NA,NA,NA,NA,NA,NA,39878.674,39878.674,39878.674,NA,NA,NA,NA,NA,NA,NA,41343.604,41343.604,41343.604,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Formación Pública,9910.227,9910.227,9910.227135935778,NA,NA,NA,NA,NA,NA,NA,10672.146,10672.146,10672.146211996347,NA,NA,NA,NA,NA,NA,NA,11003.952,11003.952,11003.95192477179,NA,NA,NA,NA,NA,NA,NA,12412.128,12412.128,12412.127612163824,NA,NA,NA,NA,NA,NA,NA,13568.184,13568.184,13568.183749970329,NA,NA,NA,NA,NA,NA,NA,14237.256,14237.256,14237.256417169692,NA,NA,NA,NA,NA,NA,NA,15230.66,15230.66,15230.6598593618,NA,NA,NA,NA,NA,NA,NA,16210.806,16210.806,16210.806096264005,NA,NA,NA,NA,NA,NA,NA,17226.396,17226.396,17226.396136410247,NA,NA,NA,NA,NA,NA,NA,18174.969,18174.969,18174.968832167495,NA,NA,NA,NA,NA,NA,NA,19468.479,19468.479,19468.4788792175,NA,NA,NA,NA,NA,NA,NA,20122.912,20122.912,20122.911957288063,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Formación Privada,6545.691,6545.691,6545.691,NA,NA,NA,NA,NA,NA,NA,6838.562,6838.562,6838.562,NA,NA,NA,NA,NA,NA,NA,7237.947,7237.947,7237.947,NA,NA,NA,NA,NA,NA,NA,7683.892,7683.892,7683.892,NA,NA,NA,NA,NA,NA,NA,8260.673,8260.673,8260.673,NA,NA,NA,NA,NA,NA,NA,8840.314,8840.314,8840.314,NA,NA,NA,NA,NA,NA,NA,9417.016,9417.016,9417.016,NA,NA,NA,NA,NA,NA,NA,9776.154,9776.154,9776.154,NA,NA,NA,NA,NA,NA,NA,10388.74,10388.74,10388.74,NA,NA,NA,NA,NA,NA,NA,11049.725,11049.725,11049.725,NA,NA,NA,NA,NA,NA,NA,12149.866,12149.866,12149.866,NA,NA,NA,NA,NA,NA,NA,13025.873,13025.873,13025.873,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Difusión Pública,3911.791,3911.791,3911.79069159073,NA,NA,NA,NA,NA,NA,NA,4298.972,4298.972,4298.972464007996,NA,NA,NA,NA,NA,NA,NA,4495.493,4495.493,4495.493120382493,NA,NA,NA,NA,NA,NA,NA,5040.491,5040.491,5040.49068619317,NA,NA,NA,NA,NA,NA,NA,5447.37,5447.37,5447.369882821831,NA,NA,NA,NA,NA,NA,NA,5654.592,5654.592,5654.591833895175,NA,NA,NA,NA,NA,NA,NA,6028.305,6028.305,6028.30485811388,NA,NA,NA,NA,NA,NA,NA,6646.12,6646.12,6646.119586837494,NA,NA,NA,NA,NA,NA,NA,6721.751,6721.751,6721.751101953643,NA,NA,NA,NA,NA,NA,NA,6816.684,6816.684,6816.684251604048,NA,NA,NA,NA,NA,NA,NA,7471.635,7471.635,7471.63519177108,NA,NA,NA,NA,NA,NA,NA,7380.958,7380.958,7380.957761923307,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Difusión Privada,497.84,497.84,497.84,NA,NA,NA,NA,NA,NA,NA,518.209,518.209,518.209,NA,NA,NA,NA,NA,NA,NA,536.989,536.989,536.989,NA,NA,NA,NA,NA,NA,NA,549.482,549.482,549.482,NA,NA,NA,NA,NA,NA,NA,580.633,580.633,580.633,NA,NA,NA,NA,NA,NA,NA,612.197,612.197,612.197,NA,NA,NA,NA,NA,NA,NA,658.659,658.659,658.659,NA,NA,NA,NA,NA,NA,NA,693.453,693.453,693.453,NA,NA,NA,NA,NA,NA,NA,715.715,715.715,715.715,NA,NA,NA,NA,NA,NA,NA,753.146,753.146,753.146,NA,NA,NA,NA,NA,NA,NA,788.694,788.694,788.694,NA,NA,NA,NA,NA,NA,NA,813.861,813.861,813.861,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Producción cultural de los hogares,75350.594,75350.594,75350.594,NA,NA,NA,NA,NA,NA,NA,73202.688,73202.688,73202.688,NA,NA,NA,NA,NA,NA,NA,81088.262,81088.262,81088.262,NA,NA,NA,NA,NA,NA,NA,90372.234,90372.234,90372.234,NA,NA,NA,NA,NA,NA,NA,96214.211,96214.211,96214.211,NA,NA,NA,NA,NA,NA,NA,100466.317,100466.317,100466.317,NA,NA,NA,NA,NA,NA,NA,104569.344,104569.344,104569.344,NA,NA,NA,NA,NA,NA,NA,113083.892,113083.892,113083.892,NA,NA,NA,NA,NA,NA,NA,126548.309,126548.309,126548.309,NA,NA,NA,NA,NA,NA,NA,138786.157,138786.157,138786.157,NA,NA,NA,NA,NA,NA,NA,151452.898,151452.898,151452.898,NA,NA,NA,NA,NA,NA,NA,157603.685,157603.685,157603.685,NA,NA,NA,NA,NA,NA,NA
