Descriptores,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<P>,2019<P>
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de información (agencias noticiosas, internet, entre otros)",2013.914,2024.6930000000002,1886.368,1771.3750000000002,1977.028,1882.2559999999999,2151.982,2375.156,2421.1279999999997,2051.937,1325.6970000000001,1128.198
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Sitios históricos, parques naturales y otros sitios de patrimonio cultural",1387.683,1397.655,1383.188,1479.2689999999998,1685.672,1597.491,1656.087,1898.6229999999998,1924.439,1942.174,2082.227,2122.5170000000003
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Televisión y otros servicios,42430.352,45110.973999999995,50041.822,53730.75,56632.825,59552.662000000004,60133.521,64018.365,64510.002,72803.588,81686.024,74841.822
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos,295258.99,312690.368,321633.162,326002.846,343655.344,348407.63,350086.284,355989.99,350312.01,370117.28,393446.855,407408.905
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes,3463.59,3751.371,4038.396,4422.315,4653.059,4807.764,5313.067,5702.954,6358.945,6370.148,6697.646,6539.768
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos para impresión y fabricación de anuncios,1857.6299999999999,2089.171,2206.744,2416.094,2615.919,2807.753,3152.0260000000003,3273.872,3668.8950000000004,3468.225,3641.814,3588.379
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos y accesorios para artes plásticas, escultóricas y dibujo<C1>",1605.96,1662.2,1831.652,2006.221,2037.14,2000.011,2161.041,2429.0820000000003,2690.0499999999997,2901.923,3055.832000000001,2951.389
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios,291795.4,308938.997,317594.766,321580.531,339002.285,343599.866,344773.217,350287.036,343953.065,363747.132,386749.209,400869.137
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de artículos (discos, instrumentos musicales, proyectores, producción audiovisual entre otros)<C2>",1402.935,1337.278,1449.609,1558.7420000000002,1533.802,1780.826,1844.937,2073.708,2090.297,2318.4900000000002,2407.929,2544.8
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de sitios (teatros, auditorios, estadios, entre otros)",425.17699999999996,419.691,397.796,418.933,466.23,483.727,503.988,525.186,572.7330000000001,627.82,643.174,646.171
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Comercio de productos culturales,58180.41,56409.079,58201.309,64201.629,67145.803,63767.164,63650.582,72670.8,78719.814,85314.586,92288.239,94626.836
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de apoyo a la edición, diseño y publicidad",2724.0399999999995,2773.8979999999997,2761.6009999999997,2927.587,3044.1980000000003,3206.0689999999995,3449.9520000000007,3430.926,3901.6509999999994,4203.909,4683.142999999999,4538.603
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de medios de comunicación (internet),222391.991,241306.72699999998,247790.87200000003,245006.251,258705.13900000002,265737.347,266233.091,260897.829,247600.048,260148.11099999998,275131.975,286076.549
