Descriptores,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<P>,2019<P>
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de apoyo a la edición, diseño y publicidad",2736.694,2788.111,2776.796,2943.816,3061.548,3223.607,3467.88,3450.324,3922.705,4226.759,4707.217,4564.382
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de medios de comunicación (internet),255948.868,277660.927,283752.533,280769.757,297071.749,304910.497,305411.858,299620.747,284867.578,299141.357,317308.647,334150.688
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios para el registro derechos de autor (composiciones musicales, obras musicales, entre otros)",7072.744,7091.992,7389.473,7888.701,8560.42,9093.733,9607.541,11313.177,11710.833,11813.448,12314.329,13241.532
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Sitios de recreación,31.332,32.479,34.375,37.613,38.1,40.748,41.401,42.052,43.368,44.937,45.521,45.672
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios auxiliares para la edificación,90.019,88.478,93.317,97.744,101.087,106.967,109.365,108.886,111.042,113.932,122.204,130.805
Millones de pesos a precios corrientes|Total cultura|Gestión pública en actividades culturales,41690.774,46571.634,47493.923,52436.254,60019.127,55663.152,57756.689,63076.461,66700.295,67208.476,73952.409,70080.163
Millones de pesos a precios corrientes|Total cultura|Gestión pública en actividades culturales|Administración federal,27525.043,31565.17,31632.45,35105.943,40656.399,35908.024,35361.173,38958.766,41321.092,41428.707,46738.252,42269.82
Millones de pesos a precios corrientes|Total cultura|Gestión pública en actividades culturales|Administración estatal,14165.731,15006.464,15861.473,17330.311,19362.728,19755.128,22395.516,24117.695,25379.203,25779.769,27214.157,27810.343
Millones de pesos a precios corrientes|Total cultura|Asociaciones y organizaciones civiles,318.953,337.771,337.149,345.768,379.586,370.351,388.127,387.023,378.144,392.246,640.689,658.111
Millones de pesos a precios corrientes|Total cultura|Producción cultural de los hogares,75350.594,73202.688,81088.262,90372.234,96214.211,100466.317,104569.344,113083.892,126548.309,138786.157,151452.898,157603.685
Estructura porcentual|Total del país,100,100,100,100,100,100,100,100,100,100,100,100
Estructura porcentual|Total cultura,3.224,3.443,3.216,3.067,2.997,2.968,2.837,2.798,2.645,2.568,2.55,2.555
Estructura porcentual|Total cultura|Subtotal de bienes y servicios,2.763,2.954,2.747,2.596,2.523,2.502,2.385,2.343,2.193,2.13,2.106,2.115
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos,1.69,1.752,1.646,1.608,1.56,1.529,1.47,1.502,1.455,1.433,1.419,1.407
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes,0.93,0.95,0.876,0.87,0.832,0.785,0.742,0.78,0.759,0.748,0.745,0.748
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Artesanías,0.498,0.509,0.499,0.484,0.49,0.499,0.482,0.495,0.486,0.486,0.484,0.496
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Aparatos y películas fotográficas,0.038,0.037,0.033,0.032,0.03,0.025,0.019,0.019,0.021,0.019,0.034,0.029
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Equipo de audio y de video,0.236,0.249,0.212,0.224,0.185,0.146,0.13,0.148,0.142,0.137,0.123,0.123
