Descriptores,2008|Total,2008|Usuario/Beneficiario|Total de residentes,2008|Usuario/Beneficiario|Hogares,2008|Usuario/Beneficiario|ISFL,2008|Usuario/Beneficiario|Total de gobierno,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2008|Usuario/Beneficiario|Sociedades no financieras,2008|Usuario/Beneficiario|Total no residentes,2009|Total,2009|Usuario/Beneficiario|Total de residentes,2009|Usuario/Beneficiario|Hogares,2009|Usuario/Beneficiario|ISFL,2009|Usuario/Beneficiario|Total de gobierno,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2009|Usuario/Beneficiario|Sociedades no financieras,2009|Usuario/Beneficiario|Total no residentes,2010|Total,2010|Usuario/Beneficiario|Total de residentes,2010|Usuario/Beneficiario|Hogares,2010|Usuario/Beneficiario|ISFL,2010|Usuario/Beneficiario|Total de gobierno,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2010|Usuario/Beneficiario|Sociedades no financieras,2010|Usuario/Beneficiario|Total no residentes,2011|Total,2011|Usuario/Beneficiario|Total de residentes,2011|Usuario/Beneficiario|Hogares,2011|Usuario/Beneficiario|ISFL,2011|Usuario/Beneficiario|Total de gobierno,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2011|Usuario/Beneficiario|Sociedades no financieras,2011|Usuario/Beneficiario|Total no residentes,2012|Total,2012|Usuario/Beneficiario|Total de residentes,2012|Usuario/Beneficiario|Hogares,2012|Usuario/Beneficiario|ISFL,2012|Usuario/Beneficiario|Total de gobierno,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2012|Usuario/Beneficiario|Sociedades no financieras,2012|Usuario/Beneficiario|Total no residentes,2013|Total,2013|Usuario/Beneficiario|Total de residentes,2013|Usuario/Beneficiario|Hogares,2013|Usuario/Beneficiario|ISFL,2013|Usuario/Beneficiario|Total de gobierno,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2013|Usuario/Beneficiario|Sociedades no financieras,2013|Usuario/Beneficiario|Total no residentes,2014|Total,2014|Usuario/Beneficiario|Total de residentes,2014|Usuario/Beneficiario|Hogares,2014|Usuario/Beneficiario|ISFL,2014|Usuario/Beneficiario|Total de gobierno,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2014|Usuario/Beneficiario|Sociedades no financieras,2014|Usuario/Beneficiario|Total no residentes,2015|Total,2015|Usuario/Beneficiario|Total de residentes,2015|Usuario/Beneficiario|Hogares,2015|Usuario/Beneficiario|ISFL,2015|Usuario/Beneficiario|Total de gobierno,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2015|Usuario/Beneficiario|Sociedades no financieras,2015|Usuario/Beneficiario|Total no residentes,2016|Total,2016|Usuario/Beneficiario|Total de residentes,2016|Usuario/Beneficiario|Hogares,2016|Usuario/Beneficiario|ISFL,2016|Usuario/Beneficiario|Total de gobierno,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2016|Usuario/Beneficiario|Sociedades no financieras,2016|Usuario/Beneficiario|Total no residentes,2017|Total,2017|Usuario/Beneficiario|Total de residentes,2017|Usuario/Beneficiario|Hogares,2017|Usuario/Beneficiario|ISFL,2017|Usuario/Beneficiario|Total de gobierno,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2017|Usuario/Beneficiario|Sociedades no financieras,2017|Usuario/Beneficiario|Total no residentes,2018|Total<P>,2018|Usuario/Beneficiario|Total de residentes<P>,2018|Usuario/Beneficiario|Hogares<P>,2018|Usuario/Beneficiario|ISFL<P>,2018|Usuario/Beneficiario|Total de gobierno<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal<P>,2018|Usuario/Beneficiario|Sociedades no financieras<P>,2018|Usuario/Beneficiario|Total no residentes<P>,2019|Total<P>,2019|Usuario/Beneficiario|Total de residentes<P>,2019|Usuario/Beneficiario|Hogares<P>,2019|Usuario/Beneficiario|ISFL<P>,2019|Usuario/Beneficiario|Total de gobierno<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal<P>,2019|Usuario/Beneficiario|Sociedades no financieras<P>,2019|Usuario/Beneficiario|Total no residentes<P>
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de sitios (teatros, auditorios, estadios, entre otros)",5.923,5.923,5.923,NA,NA,NA,NA,NA,NA,NA,5.717,5.717,5.717,NA,NA,NA,NA,NA,NA,NA,5.148,5.148,5.148,NA,NA,NA,NA,NA,NA,NA,5.354,5.354,5.354,NA,NA,NA,NA,NA,NA,NA,5.53,5.53,5.53,NA,NA,NA,NA,NA,NA,NA,6.265,6.265,6.265,NA,NA,NA,NA,NA,NA,NA,6.489,6.489,6.489,NA,NA,NA,NA,NA,NA,NA,6.72,6.72,6.72,NA,NA,NA,NA,NA,NA,NA,6.995,6.995,6.995,NA,NA,NA,NA,NA,NA,NA,7.143,7.143,7.143,NA,NA,NA,NA,NA,NA,NA,7.343,7.343,7.343,NA,NA,NA,NA,NA,NA,NA,7.601,7.601,7.601,NA,NA,NA,NA,NA,NA,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de apoyo a la edición, diseño y publicidad",350.465,335.055,235.586,NA,NA,NA,NA,NA,99.46900000000001,15.41,367.869,351.708,230.136,NA,NA,NA,NA,NA,121.572,16.161,359.261,343.69,227.78900000000002,NA,NA,NA,NA,NA,115.901,15.571,374.432,358.401,245.131,NA,NA,NA,NA,NA,113.27000000000001,16.031,399.558,382.443,251.98800000000003,NA,NA,NA,NA,NA,130.45499999999998,17.115,407.947,390.07,262.413,NA,NA,NA,NA,NA,127.657,17.877,425.764,406.551,270.31,NA,NA,NA,NA,NA,136.241,19.213,461.62,439.055,271.426,NA,NA,NA,NA,NA,167.629,22.565,492.704,467.669,287.72700000000003,NA,NA,NA,NA,NA,179.94199999999998,25.035,486.435,457.475,284.885,NA,NA,NA,NA,NA,172.59,28.96,500.499,471.642,295.89699999999993,NA,NA,NA,NA,NA,175.745,28.857,497.108,469.609,293.45300000000003,NA,NA,NA,NA,NA,176.156,27.499
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de medios de comunicación (internet),160640.416,160640.416,160640.416,NA,NA,NA,NA,NA,NA,NA,179944.976,179944.976,179944.97600000002,NA,NA,NA,NA,NA,NA,NA,184074.081,184074.081,184074.081,NA,NA,NA,NA,NA,NA,NA,176737.24,176737.24,176737.24000000002,NA,NA,NA,NA,NA,NA,NA,185675.757,185675.757,185675.757,NA,NA,NA,NA,NA,NA,NA,193276.589,193276.589,193276.589,NA,NA,NA,NA,NA,NA,NA,195144.969,195144.969,195144.96899999998,NA,NA,NA,NA,NA,NA,NA,185927.263,185927.263,185927.263,NA,NA,NA,NA,NA,NA,NA,167482.143,167482.143,167482.14299999998,NA,NA,NA,NA,NA,NA,NA,176646.394,176646.394,176646.394,NA,NA,NA,NA,NA,NA,NA,200271.277,200271.277,200271.27699999997,NA,NA,NA,NA,NA,NA,NA,206119.515,206119.515,206119.515,NA,NA,NA,NA,NA,NA,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios para el registro derechos de autor (composiciones musicales, obras musicales, entre otros)",1793.97,1793.97,1195.155,NA,NA,NA,NA,NA,598.815,NA,1878.255,1878.255,1241.635,NA,NA,NA,NA,NA,636.62,NA,2016.441,2016.441,1284.8829999999998,NA,NA,NA,NA,NA,731.558,NA,2151.853,2151.853,1321.74,NA,NA,NA,NA,NA,830.113,NA,2314.058,2314.058,1378.163,NA,NA,NA,NA,NA,935.895,NA,2496.106,2496.106,1431.4560000000001,NA,NA,NA,NA,NA,1064.65,NA,2701.295,2701.295,1635.9470000000001,NA,NA,NA,NA,NA,1065.348,NA,3354.006,3354.006,1984.913,NA,NA,NA,NA,NA,1369.093,NA,3339.111,3339.111,1956.3180000000002,NA,NA,NA,NA,NA,1382.793,NA,3243.458,3243.458,2025.153,NA,NA,NA,NA,NA,1218.305,NA,3274.034,3274.034,2101.656,NA,NA,NA,NA,NA,1172.378,NA,3645.415,3645.415,2442.3869999999997,NA,NA,NA,NA,NA,1203.028,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Sitios de recreación,30.677,0.026,0.026,NA,NA,NA,NA,NA,NA,30.651,31.844,0.027,0.027,NA,NA,NA,NA,NA,NA,31.816999999999997,33.716,0.03,0.03,NA,NA,NA,NA,NA,NA,33.686,36.887,0.032,0.032,NA,NA,NA,NA,NA,NA,36.855,37.309,0.031,0.031,NA,NA,NA,NA,NA,NA,37.278000000000006,39.945,0.035,0.035,NA,NA,NA,NA,NA,NA,39.91,40.558,0.033,0.033,NA,NA,NA,NA,NA,NA,40.525,41.129,0.035,0.035,NA,NA,NA,NA,NA,NA,41.093999999999994,42.343,0.033,0.033,NA,NA,NA,NA,NA,NA,42.31,43.832,0.037,0.037000000000000005,NA,NA,NA,NA,NA,NA,43.795,44.348,0.036,0.036000000000000004,NA,NA,NA,NA,NA,NA,44.31199999999999,44.452,0.037,0.037000000000000005,NA,NA,NA,NA,NA,NA,44.415
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios auxiliares para la edificación,17.712,17.712,12.304,NA,NA,NA,NA,NA,5.4079999999999995,NA,15.918,15.918,10.912,NA,NA,NA,NA,NA,5.006,NA,16.625,16.625,11.373,NA,NA,NA,NA,NA,5.252000000000001,NA,17.133,17.133,11.238,NA,NA,NA,NA,NA,5.895,NA,18.771,18.771,12.345,NA,NA,NA,NA,NA,6.426,NA,17.692,17.692,12.013,NA,NA,NA,NA,NA,5.678999999999999,NA,19.343,19.343,13.273,NA,NA,NA,NA,NA,6.07,NA,19.587,19.587,13.145,NA,NA,NA,NA,NA,6.441999999999999,NA,20.455,20.455,13.273,NA,NA,NA,NA,NA,7.182,NA,21.323,21.323,13.54,NA,NA,NA,NA,NA,7.7829999999999995,NA,23.399,23.399,14.411,NA,NA,NA,NA,NA,8.988,NA,24.009,24.009,15.658,NA,NA,NA,NA,NA,8.351,NA
Millones de pesos a precios corrientes|Total cultura|Gestión pública en actividades culturales,41001.729,41001.729,32516.193,NA,8485.536,6850.433,1635.103,NA,NA,NA,45788.117,45788.117,34804.017,NA,10984.099,9054.65,1929.449,NA,NA,NA,46685.542,46685.542,35545.062,NA,11140.48,9028.287,2112.193,NA,NA,NA,51498.793,51498.793,38900.395,NA,12598.398,10307.485,2290.913,NA,NA,NA,58974.676,58974.676,43663.923,NA,15310.753,12565.548,2745.205,NA,NA,NA,54639.282,54639.282,40309.983,NA,14329.299,11442.012,2887.287,NA,NA,NA,56613.119,56613.119,40831.547,NA,15781.572,11878.735,3902.837,NA,NA,NA,61804.835,61804.835,44215.119,NA,17589.716,13283.611,4306.105,NA,NA,NA,65315.613,65315.613,45067.602,NA,20248.011,15394.851,4853.16,NA,NA,NA,65760.222,65760.222,46204.525,NA,19555.696,14999.868,4555.827,NA,NA,NA,72388.076,72388.076,52309.256,NA,20078.819,15715.077,4363.742,NA,NA,NA,68593.95,68593.95,50205.399,NA,18388.551,13943.988,4444.562,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Gestión pública en actividades culturales|Administración federal,27259.955,27259.955,20409.52216534761,NA,6850.432518641613,6850.432518641613,NA,NA,NA,NA,31258.747,31258.747,22204.096637086204,NA,9054.650244420498,9054.650244420498,NA,NA,NA,NA,31317.227,31317.227,22288.94014314055,NA,9028.286847954887,9028.286847954887,NA,NA,NA,NA,34736.324,34736.324,24428.83887469168,NA,10307.485249783169,10307.485249783169,NA,NA,NA,NA,40247.058,40247.058,27681.51026821787,NA,12565.547574420101,12565.547574420101,NA,NA,NA,NA,35508.474,35508.474,24066.46225944017,NA,11442.01215656785,11442.01215656785,NA,NA,NA,NA,34914.506,34914.506,23035.770963394054,NA,11878.734626000181,11878.734626000181,NA,NA,NA,NA,38455.692,38455.692,25172.080734524352,NA,13283.611161579905,13283.611161579905,NA,NA,NA,NA,40781.666,40781.666,25386.81517926239,NA,15394.851181146216,15394.851181146216,NA,NA,NA,NA,40872.307,40872.307,25872.43817988209,NA,14999.868481529133,14999.868481529133,NA,NA,NA,NA,46125.375,46125.375,30410.29754735,NA,15715.077124404028,15715.077124404028,NA,NA,NA,NA,41700.184,41700.184,27756.195286826856,NA,13943.988434290193,13943.988434290193,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Gestión pública en actividades culturales|Administración estatal,13741.774,13741.774,12106.670389911125,NA,1635.1031524127513,NA,1635.1031524127513,NA,NA,NA,14529.37,14529.37,12599.920818246293,NA,1929.4490991527878,NA,1929.4490991527878,NA,NA,NA,15368.315,15368.315,13256.121447525891,NA,2112.193052898911,NA,2112.193052898911,NA,NA,NA,16762.469,16762.469,14471.556130159104,NA,2290.9129028626703,NA,2290.9129028626703,NA,NA,NA,18727.618,18727.618,15982.412269124685,NA,2745.205466728475,NA,2745.205466728475,NA,NA,NA,19130.808,19130.808,16243.520321438857,NA,2887.28731618406,NA,2887.28731618406,NA,NA,NA,21698.613,21698.613,17795.775922799065,NA,3902.8370351142894,NA,3902.8370351142894,NA,NA,NA,23349.143,23349.143,19043.037842644637,NA,4306.105316211483,NA,4306.105316211483,NA,NA,NA,24533.947,24533.947,19680.78659274257,NA,4853.159963622712,NA,4853.159963622712,NA,NA,NA,24887.915,24887.915,20332.08722499239,NA,4555.827385473067,NA,4555.827385473067,NA,NA,NA,26262.701,26262.701,21898.958344553106,NA,4363.742275669232,NA,4363.742275669232,NA,NA,NA,26893.766,26893.766,22449.203677553698,NA,4444.5622025154635,NA,4444.5622025154635,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Asociaciones y organizaciones civiles,318.953,318.953,318.953,NA,NA,NA,NA,NA,NA,NA,337.771,337.771,337.771,NA,NA,NA,NA,NA,NA,NA,337.149,337.149,337.149,NA,NA,NA,NA,NA,NA,NA,345.768,345.768,345.768,NA,NA,NA,NA,NA,NA,NA,379.586,379.586,379.586,NA,NA,NA,NA,NA,NA,NA,370.351,370.351,370.351,NA,NA,NA,NA,NA,NA,NA,388.127,388.127,388.127,NA,NA,NA,NA,NA,NA,NA,387.023,387.023,387.023,NA,NA,NA,NA,NA,NA,NA,378.144,378.144,378.144,NA,NA,NA,NA,NA,NA,NA,392.246,392.246,392.246,NA,NA,NA,NA,NA,NA,NA,640.689,640.689,640.689,NA,NA,NA,NA,NA,NA,NA,658.111,658.111,658.111,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Producción cultural de los hogares,75350.594,75350.594,75350.594,NA,NA,NA,NA,NA,NA,NA,73202.688,73202.688,73202.688,NA,NA,NA,NA,NA,NA,NA,81088.262,81088.262,81088.262,NA,NA,NA,NA,NA,NA,NA,90372.234,90372.234,90372.234,NA,NA,NA,NA,NA,NA,NA,96214.211,96214.211,96214.211,NA,NA,NA,NA,NA,NA,NA,100466.317,100466.317,100466.317,NA,NA,NA,NA,NA,NA,NA,104569.344,104569.344,104569.344,NA,NA,NA,NA,NA,NA,NA,113083.892,113083.892,113083.892,NA,NA,NA,NA,NA,NA,NA,126548.309,126548.309,126548.309,NA,NA,NA,NA,NA,NA,NA,138786.157,138786.157,138786.157,NA,NA,NA,NA,NA,NA,NA,151452.898,151452.898,151452.898,NA,NA,NA,NA,NA,NA,NA,157603.685,157603.685,157603.685,NA,NA,NA,NA,NA,NA,NA
