Descriptores,2008|Total,2008|Usuario/Beneficiario|Total de residentes,2008|Usuario/Beneficiario|Hogares,2008|Usuario/Beneficiario|ISFL,2008|Usuario/Beneficiario|Total de gobierno,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2008|Usuario/Beneficiario|Sociedades no financieras,2008|Usuario/Beneficiario|Total no residentes,2009|Total,2009|Usuario/Beneficiario|Total de residentes,2009|Usuario/Beneficiario|Hogares,2009|Usuario/Beneficiario|ISFL,2009|Usuario/Beneficiario|Total de gobierno,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2009|Usuario/Beneficiario|Sociedades no financieras,2009|Usuario/Beneficiario|Total no residentes,2010|Total,2010|Usuario/Beneficiario|Total de residentes,2010|Usuario/Beneficiario|Hogares,2010|Usuario/Beneficiario|ISFL,2010|Usuario/Beneficiario|Total de gobierno,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2010|Usuario/Beneficiario|Sociedades no financieras,2010|Usuario/Beneficiario|Total no residentes,2011|Total,2011|Usuario/Beneficiario|Total de residentes,2011|Usuario/Beneficiario|Hogares,2011|Usuario/Beneficiario|ISFL,2011|Usuario/Beneficiario|Total de gobierno,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2011|Usuario/Beneficiario|Sociedades no financieras,2011|Usuario/Beneficiario|Total no residentes,2012|Total,2012|Usuario/Beneficiario|Total de residentes,2012|Usuario/Beneficiario|Hogares,2012|Usuario/Beneficiario|ISFL,2012|Usuario/Beneficiario|Total de gobierno,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2012|Usuario/Beneficiario|Sociedades no financieras,2012|Usuario/Beneficiario|Total no residentes,2013|Total,2013|Usuario/Beneficiario|Total de residentes,2013|Usuario/Beneficiario|Hogares,2013|Usuario/Beneficiario|ISFL,2013|Usuario/Beneficiario|Total de gobierno,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2013|Usuario/Beneficiario|Sociedades no financieras,2013|Usuario/Beneficiario|Total no residentes,2014|Total,2014|Usuario/Beneficiario|Total de residentes,2014|Usuario/Beneficiario|Hogares,2014|Usuario/Beneficiario|ISFL,2014|Usuario/Beneficiario|Total de gobierno,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2014|Usuario/Beneficiario|Sociedades no financieras,2014|Usuario/Beneficiario|Total no residentes,2015|Total,2015|Usuario/Beneficiario|Total de residentes,2015|Usuario/Beneficiario|Hogares,2015|Usuario/Beneficiario|ISFL,2015|Usuario/Beneficiario|Total de gobierno,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2015|Usuario/Beneficiario|Sociedades no financieras,2015|Usuario/Beneficiario|Total no residentes,2016|Total,2016|Usuario/Beneficiario|Total de residentes,2016|Usuario/Beneficiario|Hogares,2016|Usuario/Beneficiario|ISFL,2016|Usuario/Beneficiario|Total de gobierno,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2016|Usuario/Beneficiario|Sociedades no financieras,2016|Usuario/Beneficiario|Total no residentes,2017|Total,2017|Usuario/Beneficiario|Total de residentes,2017|Usuario/Beneficiario|Hogares,2017|Usuario/Beneficiario|ISFL,2017|Usuario/Beneficiario|Total de gobierno,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2017|Usuario/Beneficiario|Sociedades no financieras,2017|Usuario/Beneficiario|Total no residentes,2018|Total<P>,2018|Usuario/Beneficiario|Total de residentes<P>,2018|Usuario/Beneficiario|Hogares<P>,2018|Usuario/Beneficiario|ISFL<P>,2018|Usuario/Beneficiario|Total de gobierno<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal<P>,2018|Usuario/Beneficiario|Sociedades no financieras<P>,2018|Usuario/Beneficiario|Total no residentes<P>,2019|Total<P>,2019|Usuario/Beneficiario|Total de residentes<P>,2019|Usuario/Beneficiario|Hogares<P>,2019|Usuario/Beneficiario|ISFL<P>,2019|Usuario/Beneficiario|Total de gobierno<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal<P>,2019|Usuario/Beneficiario|Sociedades no financieras<P>,2019|Usuario/Beneficiario|Total no residentes<P>
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Cantantes, grupos musicales, artistas, escritores y técnicos independientes",16277.138,13390.635,13390.635,NA,NA,NA,NA,NA,NA,2886.503,15767.744,12776.804,12776.804,NA,NA,NA,NA,NA,NA,2990.94,17249.58,14286.93,14286.93,NA,NA,NA,NA,NA,NA,2962.65,18618.224,15682.276,15682.276,NA,NA,NA,NA,NA,NA,2935.9480000000003,19977.19,16678.214,16678.214,NA,NA,NA,NA,NA,NA,3298.976,21819.011,18296.005,18296.005,NA,NA,NA,NA,NA,NA,3523.006,22990.266,18826.891,18826.891,NA,NA,NA,NA,NA,NA,4163.375,23891.363,18717.588,18717.588,NA,NA,NA,NA,NA,NA,5173.775,26453.449,19955.167,19955.167,NA,NA,NA,NA,NA,NA,6498.281999999999,29071.01,21921.568,21921.568000000003,NA,NA,NA,NA,NA,NA,7149.442,30601.786,22982.176,22982.176,NA,NA,NA,NA,NA,NA,7619.610000000001,31880.127,23666.853,23666.853,NA,NA,NA,NA,NA,NA,8213.274
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Cine,12263.864,12263.864,12168.046,NA,NA,NA,NA,NA,95.818,NA,12558.776,12558.776,12386.643,NA,NA,NA,NA,NA,172.133,NA,14634.073,14634.073,14468.739,NA,NA,NA,NA,NA,165.334,NA,15948.068,15948.068,15794.986,NA,NA,NA,NA,NA,153.082,NA,18479.259,18479.259,18241.878,NA,NA,NA,NA,NA,237.381,NA,20422.069,20422.069,20079.652,NA,NA,NA,NA,NA,342.417,NA,22165.202,22165.202,21767.328,NA,NA,NA,NA,NA,397.874,NA,25979.77,25979.77,25480.564,NA,NA,NA,NA,NA,499.206,NA,30563.428,30563.428,29918.005,NA,NA,NA,NA,NA,645.423,NA,33064.131,33064.131,32366.219,NA,NA,NA,NA,NA,697.912,NA,33994.083,33994.083,33270.237,NA,NA,NA,NA,NA,723.846,NA,39078.675,39078.675,38090.17,NA,NA,NA,NA,NA,988.505,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Compañías de teatro, danza y grupos de espectáculos artísticos",150.882,140.863,140.863,NA,NA,NA,NA,NA,NA,10.019,160.594,150.052,150.05200000000002,NA,NA,NA,NA,NA,NA,10.542,170.136,159.83,159.83,NA,NA,NA,NA,NA,NA,10.306,173.881,163.785,163.785,NA,NA,NA,NA,NA,NA,10.096,190.636,179.253,179.253,NA,NA,NA,NA,NA,NA,11.383,198.962,186.868,186.86800000000002,NA,NA,NA,NA,NA,NA,12.094,205.692,191.27,191.26999999999998,NA,NA,NA,NA,NA,NA,14.422,211.491,193.231,193.231,NA,NA,NA,NA,NA,NA,18.26,222.156,199.019,199.019,NA,NA,NA,NA,NA,NA,23.137,232.711,207.403,207.403,NA,NA,NA,NA,NA,NA,25.308,243.796,216.807,216.807,NA,NA,NA,NA,NA,NA,26.989,260.111,230.801,230.801,NA,NA,NA,NA,NA,NA,29.31
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Edición de libros, periódicos, revistas y otros materiales",11868.808,11868.808,11237.463999999998,NA,NA,NA,NA,NA,631.344,NA,11150.863,11150.863,10548.076000000001,NA,NA,NA,NA,NA,602.787,NA,11263.792,11263.792,10610.928000000002,NA,NA,NA,NA,NA,652.864,NA,11977.108,11977.108,11333.733999999999,NA,NA,NA,NA,NA,643.374,NA,12521.049,12521.049,11807.021,NA,NA,NA,NA,NA,714.028,NA,12541.905,12541.905,11912.474,NA,NA,NA,NA,NA,629.431,NA,12610.113,12610.113,12033.192000000001,NA,NA,NA,NA,NA,576.921,NA,13082.097,13082.097,12527.485999999999,NA,NA,NA,NA,NA,554.611,NA,12991.109,12991.109,12410.694999999998,NA,NA,NA,NA,NA,580.414,NA,13265.268,13265.268,12688.188999999998,NA,NA,NA,NA,NA,577.079,NA,12895.963,12895.963,12323.493,NA,NA,NA,NA,NA,572.47,NA,11690.762,11690.762,11078.658,NA,NA,NA,NA,NA,612.104,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Educación artística y cultural,7043.532,7043.532,7043.531999999999,NA,NA,NA,NA,NA,NA,NA,7356.772,7356.772,7356.772,NA,NA,NA,NA,NA,NA,NA,7774.936,7774.936,7774.936,NA,NA,NA,NA,NA,NA,NA,8233.374,8233.374,8233.374,NA,NA,NA,NA,NA,NA,NA,8841.307,8841.307,8841.307,NA,NA,NA,NA,NA,NA,NA,9452.511,9452.511,9452.510999999999,NA,NA,NA,NA,NA,NA,NA,10075.676,10075.676,10075.676,NA,NA,NA,NA,NA,NA,NA,10469.607,10469.607,10469.607,NA,NA,NA,NA,NA,NA,NA,11104.455,11104.455,11104.455,NA,NA,NA,NA,NA,NA,NA,11802.872,11802.872,11802.872,NA,NA,NA,NA,NA,NA,NA,12938.558,12938.558,12938.558,NA,NA,NA,NA,NA,NA,NA,13839.733,13839.733,13839.732999999998,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Espectáculos deportivos,6382.553,6382.553,6382.553,NA,NA,NA,NA,NA,NA,NA,6478.311,6478.311,6478.311,NA,NA,NA,NA,NA,NA,NA,6912.295,6912.295,6912.295,NA,NA,NA,NA,NA,NA,NA,6874.031,6874.031,6874.031,NA,NA,NA,NA,NA,NA,NA,7288.908,7288.908,7288.908,NA,NA,NA,NA,NA,NA,NA,7684.628,7684.628,7684.628000000001,NA,NA,NA,NA,NA,NA,NA,8115.008,8115.008,8115.008,NA,NA,NA,NA,NA,NA,NA,9014.098,9014.098,9014.098,NA,NA,NA,NA,NA,NA,NA,10427.995,10427.995,10427.994999999999,NA,NA,NA,NA,NA,NA,NA,10981.246,10981.246,10981.246,NA,NA,NA,NA,NA,NA,NA,12279.938,12279.938,12279.938,NA,NA,NA,NA,NA,NA,NA,13471.045,13471.045,13471.045,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Fotografía,4106.629,4053.293,4053.2929999999997,NA,NA,NA,NA,NA,NA,53.336,4050.647,3994.63,3994.63,NA,NA,NA,NA,NA,NA,56.016999999999996,4272.438,4218.036,4218.036,NA,NA,NA,NA,NA,NA,54.402,4346.051,4293.103,4293.103,NA,NA,NA,NA,NA,NA,52.94799999999999,4472.995,4413.181,4413.181,NA,NA,NA,NA,NA,NA,59.814,4268.831,4205.513,4205.513,NA,NA,NA,NA,NA,NA,63.318,4487.312,4410.968,4410.968,NA,NA,NA,NA,NA,NA,76.344,4697.78,4599.899,4599.898999999999,NA,NA,NA,NA,NA,NA,97.881,5034.679,4908.37,4908.37,NA,NA,NA,NA,NA,NA,126.309,5174.245,5034.963,5034.963,NA,NA,NA,NA,NA,NA,139.28199999999998,6030.959,5879.022,5879.022,NA,NA,NA,NA,NA,NA,151.937,6100.095,5934.484,5934.4839999999995,NA,NA,NA,NA,NA,NA,165.611
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Música, radio y otros servicios",7069.961,7069.961,6797.008,NA,66.273,66.273,NA,NA,206.68,NA,7451.802,7451.802,7156.397000000001,NA,64.563,64.563,NA,NA,230.84199999999998,NA,8107.142,8107.142,7810.728999999999,NA,76.982,76.982,NA,NA,219.43099999999998,NA,8375.143,8375.143,8066.996,NA,72.153,72.153,NA,NA,235.994,NA,8574.341,8574.341,8250.932,NA,95.406,95.406,NA,NA,228.003,NA,9273.444,9273.444,8936.552,NA,84.769,84.769,NA,NA,252.123,NA,10294.612,10294.612,9980.026,NA,87.151,87.151,NA,NA,227.435,NA,11272.582,11272.582,10948.692,NA,85.307,85.307,NA,NA,238.583,NA,12293.092,12293.092,11959.635999999999,NA,78.738,78.738,NA,NA,254.718,NA,12600.67,12600.67,12256.539,NA,77.006,77.006,NA,NA,267.125,NA,13053.972,13053.972,12664.505000000001,NA,85.62,85.62,NA,NA,303.847,NA,12922.129,12922.129,12445.069,NA,83.913,83.913,NA,NA,393.147,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Museos,512.35,325.557,325.557,NA,NA,NA,NA,NA,NA,186.793,496.982,306.456,306.456,NA,NA,NA,NA,NA,NA,190.526,536.439,344.295,344.295,NA,NA,NA,NA,NA,NA,192.144,567.696,374.974,374.974,NA,NA,NA,NA,NA,NA,192.722,661.458,440.856,440.856,NA,NA,NA,NA,NA,NA,220.602,696.302,462.472,462.472,NA,NA,NA,NA,NA,NA,233.83,680.29,418.145,418.145,NA,NA,NA,NA,NA,NA,262.145,729.032,413.987,413.987,NA,NA,NA,NA,NA,NA,315.045,802.14,421.126,421.126,NA,NA,NA,NA,NA,NA,381.014,863.427,448.151,448.151,NA,NA,NA,NA,NA,NA,415.276,887.801,451.895,451.895,NA,NA,NA,NA,NA,NA,435.906,900.343,441.838,441.838,NA,NA,NA,NA,NA,NA,458.505
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Promotores de espectáculos artísticos, deportivos y similares",1164.232,1006.998,1006.998,NA,NA,NA,NA,NA,NA,157.234,1163.074,998.967,998.967,NA,NA,NA,NA,NA,NA,164.107,1316.771,1154.462,1154.462,NA,NA,NA,NA,NA,NA,162.309,1370.339,1210.904,1210.904,NA,NA,NA,NA,NA,NA,159.435,1499.588,1319.491,1319.491,NA,NA,NA,NA,NA,NA,180.097,1635.817,1443.682,1443.682,NA,NA,NA,NA,NA,NA,192.135,1593.301,1367.022,1367.022,NA,NA,NA,NA,NA,NA,226.279,1688.178,1403.048,1403.048,NA,NA,NA,NA,NA,NA,285.13,1874.651,1512.552,1512.552,NA,NA,NA,NA,NA,NA,362.099,2059.542,1660.615,1660.615,NA,NA,NA,NA,NA,NA,398.927,2102.086,1679.078,1679.078,NA,NA,NA,NA,NA,NA,423.008,2111.942,1658.288,1658.288,NA,NA,NA,NA,NA,NA,453.654
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios creativos (publicidad),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de diseño,8935.777,8935.777,5393.075,NA,NA,NA,NA,NA,3542.702,NA,8358.225,8358.225,4795.8240000000005,NA,NA,NA,NA,NA,3562.401,NA,8683.133,8683.133,4894.767,NA,NA,NA,NA,NA,3788.366,NA,9416.129,9416.129,5238.460999999999,NA,NA,NA,NA,NA,4177.668,NA,10356.152,10356.152,5793.266,NA,NA,NA,NA,NA,4562.886,NA,11432.541,11432.541,6119.057,NA,NA,NA,NA,NA,5313.484,NA,12818.233,12818.233,6756.941,NA,NA,NA,NA,NA,6061.292,NA,14796.318,14796.318,8055.618,NA,NA,NA,NA,NA,6740.7,NA,13777.486,13777.486,6208.908,NA,NA,NA,NA,NA,7568.578,NA,15379.39,15379.39,7053.532,NA,NA,NA,NA,NA,8325.858,NA,15232.497,15232.497,6994.732,NA,NA,NA,NA,NA,8237.765,NA,15207.612,15207.612,5997.652,NA,NA,NA,NA,NA,9209.96,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de información (agencias noticiosas, internet, entre otros)",583.067,583.067,516.71,NA,66.357,66.357,NA,NA,NA,NA,597.757,597.757,530.97,NA,66.787,66.787,NA,NA,NA,NA,568.101,568.101,495.784,NA,72.317,72.317,NA,NA,NA,NA,558.236,558.236,474.11400000000003,NA,84.122,84.122,NA,NA,NA,NA,625.736,625.736,548.607,NA,77.129,77.129,NA,NA,NA,NA,582.377,582.377,501.446,NA,80.931,80.931,NA,NA,NA,NA,686.644,686.644,604.486,NA,82.158,82.158,NA,NA,NA,NA,760.975,760.975,673.1709999999999,NA,87.804,87.804,NA,NA,NA,NA,759.982,759.982,663.7529999999999,NA,96.229,96.229,NA,NA,NA,NA,611.834,611.834,520.832,NA,91.002,91.002,NA,NA,NA,NA,432.057,432.057,341.156,NA,90.901,90.901,NA,NA,NA,NA,377.256,377.256,291.692,NA,85.564,85.564,NA,NA,NA,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Sitios históricos, parques naturales y otros sitios de patrimonio cultural",1387.683,981.029,872.822,NA,108.207,108.207,NA,NA,NA,406.654,1397.655,976.77,849.908,NA,126.862,126.862,NA,NA,NA,420.885,1383.188,973.272,840.453,NA,132.819,132.819,NA,NA,NA,409.91600000000005,1479.269,1068.706,923.2929999999999,NA,145.413,145.413,NA,NA,NA,410.563,1685.672,1219.493,1051.385,NA,168.108,168.108,NA,NA,NA,466.17900000000003,1597.491,1115.008,1039.467,NA,75.541,75.541,NA,NA,NA,482.483,1656.087,1104.437,947.3389999999999,NA,157.098,157.098,NA,NA,NA,551.65,1898.623,1212.105,1042.844,NA,169.261,169.261,NA,NA,NA,686.518,1924.439,1115.03,943.966,NA,171.064,171.064,NA,NA,NA,809.4090000000001,1942.175,1081.679,931.1560000000001,NA,150.523,150.523,NA,NA,NA,860.4960000000001,2082.228,1160.858,996.62,NA,164.238,164.238,NA,NA,NA,921.37,2122.516,1147.214,991.284,NA,155.93,155.93,NA,NA,NA,975.3019999999999
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Televisión y otros servicios,26215.373,26215.373,26215.373,NA,NA,NA,NA,NA,NA,NA,29905.595,29905.595,29905.595,NA,NA,NA,NA,NA,NA,NA,34124.068,34124.068,34118.127,NA,5.941,5.941,NA,NA,NA,NA,37057.809,37057.809,36983.75,NA,74.059,74.059,NA,NA,NA,NA,38637.953,38637.953,38358.818,NA,279.135,279.135,NA,NA,NA,NA,40484.683,40484.683,40231.139,NA,253.544,253.544,NA,NA,NA,NA,40741.48,40741.48,40348.535,NA,392.945,392.945,NA,NA,NA,NA,43216.711,43216.711,42802.492,NA,414.219,414.219,NA,NA,NA,NA,42012.718,42012.718,41578.498,NA,434.22,434.22,NA,NA,NA,NA,48974.725,48974.725,48525.353,NA,449.372,449.372,NA,NA,NA,NA,53528.978,53528.978,53049.541999999994,NA,479.436,479.436,NA,NA,NA,NA,48392.388,48392.388,48165.568,NA,226.82,226.82,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos,165260.507,165214.446,164068.783,NA,NA,NA,NA,NA,1145.663,46.061,184716.732,184668.754,183401.043,NA,NA,NA,NA,NA,1267.711,47.978,189292.091,189242.834,187831.854,NA,NA,NA,NA,NA,1410.98,49.257,182333.72,182280.834,180728.276,NA,NA,NA,NA,NA,1552.558,52.886,191546.016,191491.623,189697.627,NA,NA,NA,NA,NA,1793.996,54.393,199383.976,199326.189,197493.873,NA,NA,NA,NA,NA,1832.316,57.787,201777.098,201717.36,199761.519,NA,NA,NA,NA,NA,1955.841,59.738,193916.514,193852.855,191439.71,NA,NA,NA,NA,NA,2413.145,63.659,177198.319,177130.974,173893.946,NA,NA,NA,NA,NA,3237.028,67.345,185311.482,185238.727,182760.883,NA,NA,NA,NA,NA,2477.844,72.755,210183.872,210110.703,207223.483,NA,NA,NA,NA,NA,2887.22,73.169,216446.25,216374.336,213698.508,NA,NA,NA,NA,NA,2675.828,71.914
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes,1408.06,1408.06,966.089,NA,NA,NA,NA,NA,441.971,NA,1469.948,1469.948,965.435,NA,NA,NA,NA,NA,504.513,NA,1687.546,1687.546,1129.277,NA,NA,NA,NA,NA,558.269,NA,1841.164,1841.164,1237.884,NA,NA,NA,NA,NA,603.28,NA,1948.054,1948.054,1226.834,NA,NA,NA,NA,NA,721.22,NA,1815.089,1815.089,1180.759,NA,NA,NA,NA,NA,634.33,NA,2055.164,2055.164,1306.982,NA,NA,NA,NA,NA,748.182,NA,2563.235,2563.235,1693.254,NA,NA,NA,NA,NA,869.981,NA,4248.877,4248.877,2581.766,NA,NA,NA,NA,NA,1667.111,NA,3119.371,3119.371,2040.205,NA,NA,NA,NA,NA,1079.166,NA,4239.034,4239.034,2708.925,NA,NA,NA,NA,NA,1530.109,NA,4148.56,4148.56,2860.267,NA,NA,NA,NA,NA,1288.293,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos para impresión y fabricación de anuncios,-0.038,-0.038,0.075,NA,NA,NA,NA,NA,-0.113,NA,-0.068,-0.068,0.24,NA,NA,NA,NA,NA,-0.308,NA,0.572,0.572,0.728,NA,NA,NA,NA,NA,-0.156,NA,2.472,2.472,1.929,NA,NA,NA,NA,NA,0.543,NA,49.169,49.169,8.252,NA,NA,NA,NA,NA,40.917,NA,0.717,0.717,0.847,NA,NA,NA,NA,NA,-0.13,NA,11.262,11.262,2.051,NA,NA,NA,NA,NA,9.211,NA,0.684,0.684,0.588,NA,NA,NA,NA,NA,0.096,NA,0.49,0.49,0.553,NA,NA,NA,NA,NA,-0.063,NA,0.469,0.469,0.486,NA,NA,NA,NA,NA,-0.017,NA,0.217,0.217,0.372,NA,NA,NA,NA,NA,-0.155,NA,0.258,0.258,0.387,NA,NA,NA,NA,NA,-0.129,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos y accesorios para artes plásticas, escultóricas y dibujo<C1>",1408.098,1408.098,966.0139999999998,NA,NA,NA,NA,NA,442.084,NA,1470.016,1470.016,965.1949999999999,NA,NA,NA,NA,NA,504.82099999999997,NA,1686.974,1686.974,1128.549,NA,NA,NA,NA,NA,558.425,NA,1838.692,1838.692,1235.955,NA,NA,NA,NA,NA,602.7369999999999,NA,1898.885,1898.885,1218.5819999999999,NA,NA,NA,NA,NA,680.3030000000001,NA,1814.372,1814.372,1179.912,NA,NA,NA,NA,NA,634.4599999999999,NA,2043.902,2043.902,1304.9309999999998,NA,NA,NA,NA,NA,738.971,NA,2562.551,2562.551,1692.6660000000002,NA,NA,NA,NA,NA,869.885,NA,4248.387,4248.387,2581.2129999999997,NA,NA,NA,NA,NA,1667.174,NA,3118.902,3118.902,2039.719,NA,NA,NA,NA,NA,1079.183,NA,4238.817,4238.817,2708.553,NA,NA,NA,NA,NA,1530.2640000000001,NA,4148.302,4148.302,2859.88,NA,NA,NA,NA,NA,1288.422,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios,163852.447,163806.386,163102.694,NA,NA,NA,NA,NA,703.692,46.061,183246.784,183198.806,182435.608,NA,NA,NA,NA,NA,763.198,47.978,187604.545,187555.288,186702.577,NA,NA,NA,NA,NA,852.711,49.257,180492.556,180439.67,179490.392,NA,NA,NA,NA,NA,949.278,52.886,189597.962,189543.569,188470.793,NA,NA,NA,NA,NA,1072.776,54.393,197568.887,197511.1,196313.114,NA,NA,NA,NA,NA,1197.986,57.787,199721.934,199662.196,198454.537,NA,NA,NA,NA,NA,1207.659,59.738,191353.279,191289.62,189746.456,NA,NA,NA,NA,NA,1543.164,63.659,172949.442,172882.097,171312.18,NA,NA,NA,NA,NA,1569.917,67.345,182192.111,182119.356,180720.678,NA,NA,NA,NA,NA,1398.678,72.755,205944.838,205871.669,204514.558,NA,NA,NA,NA,NA,1357.111,73.169,212297.69,212225.776,210838.241,NA,NA,NA,NA,NA,1387.535,71.914
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de artículos (discos, instrumentos musicales, proyectores, producción audiovisual entre otros)<C2>",1013.284,1013.284,1013.284,NA,NA,NA,NA,NA,NA,NA,1002.205,1002.205,1002.205,NA,NA,NA,NA,NA,NA,NA,1099.273,1099.273,1099.2730000000001,NA,NA,NA,NA,NA,NA,NA,1169.657,1169.657,1169.6570000000002,NA,NA,NA,NA,NA,NA,NA,1146.979,1146.979,1146.979,NA,NA,NA,NA,NA,NA,NA,1324.343,1324.343,1324.343,NA,NA,NA,NA,NA,NA,NA,1383.516,1383.516,1383.5159999999998,NA,NA,NA,NA,NA,NA,NA,1542.954,1542.954,1542.954,NA,NA,NA,NA,NA,NA,NA,1565.691,1565.691,1565.691,NA,NA,NA,NA,NA,NA,NA,1743.526,1743.526,1743.526,NA,NA,NA,NA,NA,NA,NA,1823.938,1823.938,1823.938,NA,NA,NA,NA,NA,NA,NA,1959.59,1959.59,1959.5900000000001,NA,NA,NA,NA,NA,NA,NA
