Descriptores,2008|Total,2008|Usuario/Beneficiario|Total de residentes,2008|Usuario/Beneficiario|Hogares,2008|Usuario/Beneficiario|ISFL,2008|Usuario/Beneficiario|Total de gobierno,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2008|Usuario/Beneficiario|Sociedades no financieras,2008|Usuario/Beneficiario|Total no residentes,2009|Total,2009|Usuario/Beneficiario|Total de residentes,2009|Usuario/Beneficiario|Hogares,2009|Usuario/Beneficiario|ISFL,2009|Usuario/Beneficiario|Total de gobierno,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2009|Usuario/Beneficiario|Sociedades no financieras,2009|Usuario/Beneficiario|Total no residentes,2010|Total,2010|Usuario/Beneficiario|Total de residentes,2010|Usuario/Beneficiario|Hogares,2010|Usuario/Beneficiario|ISFL,2010|Usuario/Beneficiario|Total de gobierno,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2010|Usuario/Beneficiario|Sociedades no financieras,2010|Usuario/Beneficiario|Total no residentes,2011|Total,2011|Usuario/Beneficiario|Total de residentes,2011|Usuario/Beneficiario|Hogares,2011|Usuario/Beneficiario|ISFL,2011|Usuario/Beneficiario|Total de gobierno,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2011|Usuario/Beneficiario|Sociedades no financieras,2011|Usuario/Beneficiario|Total no residentes,2012|Total,2012|Usuario/Beneficiario|Total de residentes,2012|Usuario/Beneficiario|Hogares,2012|Usuario/Beneficiario|ISFL,2012|Usuario/Beneficiario|Total de gobierno,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2012|Usuario/Beneficiario|Sociedades no financieras,2012|Usuario/Beneficiario|Total no residentes,2013|Total,2013|Usuario/Beneficiario|Total de residentes,2013|Usuario/Beneficiario|Hogares,2013|Usuario/Beneficiario|ISFL,2013|Usuario/Beneficiario|Total de gobierno,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2013|Usuario/Beneficiario|Sociedades no financieras,2013|Usuario/Beneficiario|Total no residentes,2014|Total,2014|Usuario/Beneficiario|Total de residentes,2014|Usuario/Beneficiario|Hogares,2014|Usuario/Beneficiario|ISFL,2014|Usuario/Beneficiario|Total de gobierno,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2014|Usuario/Beneficiario|Sociedades no financieras,2014|Usuario/Beneficiario|Total no residentes,2015|Total,2015|Usuario/Beneficiario|Total de residentes,2015|Usuario/Beneficiario|Hogares,2015|Usuario/Beneficiario|ISFL,2015|Usuario/Beneficiario|Total de gobierno,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2015|Usuario/Beneficiario|Sociedades no financieras,2015|Usuario/Beneficiario|Total no residentes,2016|Total,2016|Usuario/Beneficiario|Total de residentes,2016|Usuario/Beneficiario|Hogares,2016|Usuario/Beneficiario|ISFL,2016|Usuario/Beneficiario|Total de gobierno,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2016|Usuario/Beneficiario|Sociedades no financieras,2016|Usuario/Beneficiario|Total no residentes,2017|Total,2017|Usuario/Beneficiario|Total de residentes,2017|Usuario/Beneficiario|Hogares,2017|Usuario/Beneficiario|ISFL,2017|Usuario/Beneficiario|Total de gobierno,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2017|Usuario/Beneficiario|Sociedades no financieras,2017|Usuario/Beneficiario|Total no residentes,2018|Total<P>,2018|Usuario/Beneficiario|Total de residentes<P>,2018|Usuario/Beneficiario|Hogares<P>,2018|Usuario/Beneficiario|ISFL<P>,2018|Usuario/Beneficiario|Total de gobierno<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal<P>,2018|Usuario/Beneficiario|Sociedades no financieras<P>,2018|Usuario/Beneficiario|Total no residentes<P>,2019|Total<P>,2019|Usuario/Beneficiario|Total de residentes<P>,2019|Usuario/Beneficiario|Hogares<P>,2019|Usuario/Beneficiario|ISFL<P>,2019|Usuario/Beneficiario|Total de gobierno<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal<P>,2019|Usuario/Beneficiario|Sociedades no financieras<P>,2019|Usuario/Beneficiario|Total no residentes<P>
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Espectáculos deportivos,8614.465,8506.068,8506.068,NA,NA,NA,NA,NA,NA,108.397,8304.223,8196.238,8196.238,NA,NA,NA,NA,NA,NA,107.985,8501.343,8399.548,8399.548,NA,NA,NA,NA,NA,NA,101.795,8163.948,8067.737,8067.737,NA,NA,NA,NA,NA,NA,96.211,8377.545,8272.795,8272.795,NA,NA,NA,NA,NA,NA,104.75,8601.987,8494.239,8494.239,NA,NA,NA,NA,NA,NA,107.748,8708.957,8587.197,8587.197,NA,NA,NA,NA,NA,NA,121.76,9418.227,9269.264,9269.264,NA,NA,NA,NA,NA,NA,148.963,10329.191,10145.902,10145.902,NA,NA,NA,NA,NA,NA,183.289,10574.827,10384.925,10384.925,NA,NA,NA,NA,NA,NA,189.902,11085.575,10894.535,10894.535,NA,NA,NA,NA,NA,NA,191.04,11520.758,11324.037,11324.037,NA,NA,NA,NA,NA,NA,196.721
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Teatros,132.149,119.814,119.814,NA,NA,NA,NA,NA,NA,12.335,132.713,120.332,120.332,NA,NA,NA,NA,NA,NA,12.381,134.42,122.869,122.869,NA,NA,NA,NA,NA,NA,11.551,137.216,126.336,126.336,NA,NA,NA,NA,NA,NA,10.88,137.927,126.12,126.12,NA,NA,NA,NA,NA,NA,11.807,138.927,126.833,126.833,NA,NA,NA,NA,NA,NA,12.094,141.322,127.491,127.491,NA,NA,NA,NA,NA,NA,13.831,142.968,125.986,125.986,NA,NA,NA,NA,NA,NA,16.982,143.661,122.856,122.856,NA,NA,NA,NA,NA,NA,20.805,143.51,122.082,122.082,NA,NA,NA,NA,NA,NA,21.428,144.514,122.773,122.773,NA,NA,NA,NA,NA,NA,21.741,144.566,121.911,121.911,NA,NA,NA,NA,NA,NA,22.655
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Promotores, agentes y representantes",648.472,598.587,598.587,NA,NA,NA,NA,NA,NA,49.885,628.788,579.092,579.092,NA,NA,NA,NA,NA,NA,49.696,661.021,614.174,614.174,NA,NA,NA,NA,NA,NA,46.847,676.078,631.801,631.801,NA,NA,NA,NA,NA,NA,44.277,732.062,683.855,683.855,NA,NA,NA,NA,NA,NA,48.207,748.38,698.793,698.793,NA,NA,NA,NA,NA,NA,49.587,729.793,673.758,673.758,NA,NA,NA,NA,NA,NA,56.035,738.475,669.921,669.921,NA,NA,NA,NA,NA,NA,68.554,784.651,700.299,700.299,NA,NA,NA,NA,NA,NA,84.352,821.422,734.027,734.027,NA,NA,NA,NA,NA,NA,87.395,793.312,705.393,705.393,NA,NA,NA,NA,NA,NA,87.919,828.472,737.939,737.939,NA,NA,NA,NA,NA,NA,90.533
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Alquiler de espacios para espectáculos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Gestión pública en artes escénicas y espectáculos,2915.207,2915.207,2011.96564211052,NA,903.2413862241942,903.2413862241942,NA,NA,NA,NA,2865.672,2865.672,1762.288570815669,NA,1103.3837465545992,1103.3837465545992,NA,NA,NA,NA,3009.071,3009.071,1919.488171931609,NA,1089.5828310120469,1089.5828310120469,NA,NA,NA,NA,3169.826,3169.826,1970.9389323810706,NA,1198.8868711154842,1198.8868711154842,NA,NA,NA,NA,3195.662,3195.662,1992.9000369871003,NA,1202.7622120243966,1202.7622120243966,NA,NA,NA,NA,2966.367,2966.367,1743.0837920653587,NA,1223.2836238622365,1223.2836238622365,NA,NA,NA,NA,2641.819,2641.819,1474.4168249506292,NA,1167.4020742855619,1167.4020742855619,NA,NA,NA,NA,2719.337,2719.337,1475.2844078276748,NA,1244.0527155025588,1244.0527155025588,NA,NA,NA,NA,2846.487,2846.487,1433.1994052129196,NA,1413.287161841274,1413.287161841274,NA,NA,NA,NA,2618.922,2618.922,1324.5784560167879,NA,1294.3431354387042,1294.3431354387042,NA,NA,NA,NA,2495.018,2495.018,1369.2535224541157,NA,1125.7641256058696,1125.7641256058696,NA,NA,NA,NA,2523.933,2523.933,1367.9663934468751,NA,1155.9661581473035,1155.9661581473035,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos,12855.091,12147.302,10733.56,NA,663.22,663.22,NA,NA,750.522,707.789,11720.908,11000.577,9456.078,NA,811.437,811.437,NA,NA,733.062,720.331,11346.935,10665.515,9234.072,NA,801.312,801.312,NA,NA,630.131,681.42,12366.875,11720.11,10131.025,NA,875.223,875.223,NA,NA,713.862,646.765,12255.725,11576.168,9811.264,NA,879.695,879.695,NA,NA,885.209,679.557,11100.241,10431.182,8655.097,NA,898.855,898.855,NA,NA,877.231,669.059,10621.965,9869.705,8328.473,NA,832.141,832.141,NA,NA,709.09,752.26,11192.182,10294.702,8623.342,NA,887.722,887.722,NA,NA,783.638,897.48,10848.936,9784.215,8095.967,NA,1033.747,1033.747,NA,NA,654.501,1064.721,10718.725,9625.72,8031.08,NA,983.039,983.039,NA,NA,611.6,1093.005,11357.433,10248.361,8706.452,NA,883.095,883.095,NA,NA,658.814,1109.072,11922.616,10773.714,9085.226,NA,925.617,925.617,NA,NA,762.871,1148.902
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Instrumentos musicales,3263.431,3263.431,2799.567,NA,NA,NA,NA,NA,463.864,NA,3109.428,3109.428,2641.57,NA,NA,NA,NA,NA,467.858,NA,2601.117,2601.117,2228.228,NA,NA,NA,NA,NA,372.889,NA,2796.231,2796.231,2376.078,NA,NA,NA,NA,NA,420.153,NA,3513.527,3513.527,2899.385,NA,NA,NA,NA,NA,614.142,NA,3275.553,3275.553,2698.911,NA,NA,NA,NA,NA,576.642,NA,3042.167,3042.167,2628.424,NA,NA,NA,NA,NA,413.743,NA,3484.011,3484.011,2970.228,NA,NA,NA,NA,NA,513.783,NA,3184.45,3184.45,2788.239,NA,NA,NA,NA,NA,396.211,NA,3174.876,3174.876,2804.122,NA,NA,NA,NA,NA,370.754,NA,3588.185,3588.185,3202.99,NA,NA,NA,NA,NA,385.195,NA,3608.647,3608.647,3166.86,NA,NA,NA,NA,NA,441.787,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Música,4187.76,4144.033,4047.219,NA,NA,NA,NA,NA,96.814,43.727,3195.203,3141.89,3086.474,NA,NA,NA,NA,NA,55.416,53.313,3201.343,3148.427,3092.774,NA,NA,NA,NA,NA,55.653,52.916,3874.602,3824.656,3753.459,NA,NA,NA,NA,NA,71.197,49.946,2993.929,2956.646,2901.872,NA,NA,NA,NA,NA,54.774,37.283,2172.388,2160.201,2100.129,NA,NA,NA,NA,NA,60.072,12.187,2229.444,2216.435,2127.775,NA,NA,NA,NA,NA,88.66,13.009,2267.413,2251.556,2186.536,NA,NA,NA,NA,NA,65.02,15.857,2040.78,2020.166,1971.971,NA,NA,NA,NA,NA,48.195,20.614,1984.4,1962.866,1926.773,NA,NA,NA,NA,NA,36.093,21.534,2183.918,2160.947,2113.958,NA,NA,NA,NA,NA,46.989,22.971,2572.962,2548.776,2504.892,NA,NA,NA,NA,NA,43.884,24.186
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Conciertos,3032.597,2368.535,2368.535,NA,NA,NA,NA,NA,NA,664.062,3059.889,2392.871,2392.871,NA,NA,NA,NA,NA,NA,667.018,3087.188,2458.684,2458.684,NA,NA,NA,NA,NA,NA,628.504,3114.48,2517.661,2517.661,NA,NA,NA,NA,NA,NA,596.819,3150.876,2508.602,2508.602,NA,NA,NA,NA,NA,NA,642.274,3187.271,2530.399,2530.399,NA,NA,NA,NA,NA,NA,656.872,3222.334,2483.083,2483.083,NA,NA,NA,NA,NA,NA,739.251,3257.397,2375.774,2375.774,NA,NA,NA,NA,NA,NA,881.623,3292.461,2248.354,2248.354,NA,NA,NA,NA,NA,NA,1044.107,3327.524,2256.053,2256.053,NA,NA,NA,NA,NA,NA,1071.471,3359.397,2273.296,2273.296,NA,NA,NA,NA,NA,NA,1086.101,3391.272,2266.556,2266.556,NA,NA,NA,NA,NA,NA,1124.716
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Propiedad intelectual en música,230.763,230.763,40.919,NA,NA,NA,NA,NA,189.844,NA,248.95,248.95,39.162,NA,NA,NA,NA,NA,209.788,NA,244.325,244.325,42.736,NA,NA,NA,NA,NA,201.589,NA,267.496,267.496,44.984,NA,NA,NA,NA,NA,222.512,NA,260.1,260.1,43.807,NA,NA,NA,NA,NA,216.293,NA,285.377,285.377,44.86,NA,NA,NA,NA,NA,240.517,NA,244.892,244.892,38.205,NA,NA,NA,NA,NA,206.687,NA,242.916,242.916,38.081,NA,NA,NA,NA,NA,204.835,NA,249.186,249.186,39.091,NA,NA,NA,NA,NA,210.095,NA,242.883,242.883,38.13,NA,NA,NA,NA,NA,204.753,NA,268.74,268.74,42.11,NA,NA,NA,NA,NA,226.63,NA,328.746,328.746,51.546,NA,NA,NA,NA,NA,277.2,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Gestión pública en música y conciertos,2140.54,2140.54,1477.3195273498,NA,663.2201414631342,663.2201414631342,NA,NA,NA,NA,2107.438,2107.438,1296.0011040378622,NA,811.4372284956312,811.4372284956312,NA,NA,NA,NA,2212.962,2212.962,1411.649627522674,NA,801.3121518771513,801.3121518771513,NA,NA,NA,NA,2314.066,2314.066,1438.8431473800097,NA,875.2225300580006,875.2225300580006,NA,NA,NA,NA,2337.293,2337.293,1457.5981287285451,NA,879.6948753147692,879.6948753147692,NA,NA,NA,NA,2179.652,2179.652,1280.797773999579,NA,898.8546331191764,898.8546331191764,NA,NA,NA,NA,1883.128,1883.128,1050.986142038457,NA,832.1414823126142,832.1414823126142,NA,NA,NA,NA,1940.445,1940.445,1052.722835898952,NA,887.7221881576497,887.7221881576497,NA,NA,NA,NA,2082.059,2082.059,1048.3119405770613,NA,1033.7471546761967,1033.7471546761967,NA,NA,NA,NA,1989.042,1989.042,1006.0024883423022,NA,983.0391013121013,983.0391013121013,NA,NA,NA,NA,1957.193,1957.193,1074.097941543192,NA,883.094993109252,883.094993109252,NA,NA,NA,NA,2020.989,2020.989,1095.371880138207,NA,925.6169084939767,925.6169084939767,NA,NA,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa",44088.283,43285.16,38282.833,NA,4266.684,4266.684,NA,NA,735.643,803.123,39559.265,38757.813,32606.753,NA,5494.067,5494.067,NA,NA,656.992,801.452,35045.371,34309.816,28861.631,NA,4743.825,4743.825,NA,NA,704.36,735.555,37681.008,36988.104,30641.236,NA,5673.708,5673.708,NA,NA,673.16,692.904,38519.97,37764.588,32061.711,NA,4981.421,4981.421,NA,NA,721.456,755.382,36962.188,36188.978,30437.463,NA,5122.049,5122.049,NA,NA,629.467,773.21,35771.749,34883.741,29208.573,NA,5108.682,5108.682,NA,NA,566.487,888.008,36457.297,35359.86,29290.101,NA,5534.345,5534.345,NA,NA,535.415,1097.437,35347.002,33993.967,27273.338,NA,6175.454,6175.454,NA,NA,545.174,1353.035,35449.573,34048.817,27483.669,NA,6047.275,6047.275,NA,NA,517.873,1400.756,32516.748,31120.715,25271.183,NA,5350.039,5350.039,NA,NA,499.492,1396.033,28480.296,27034.446,21727.513,NA,4779.537,4779.537,NA,NA,527.396,1445.85
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Agencias noticiosas",133.473,133.473,117.729,NA,15.744,15.744,NA,NA,NA,NA,147.945,147.945,130.443,NA,17.502,17.502,NA,NA,NA,NA,147.255,147.255,130.561,NA,16.694,16.694,NA,NA,NA,NA,145.881,145.881,129.384,NA,16.497,16.497,NA,NA,NA,NA,138.782,138.782,124.204,NA,14.578,14.578,NA,NA,NA,NA,142.452,142.452,129.03,NA,13.422,13.422,NA,NA,NA,NA,146.5,146.5,130.837,NA,15.663,15.663,NA,NA,NA,NA,152.667,152.667,136.256,NA,16.411,16.411,NA,NA,NA,NA,143.85,143.85,126.836,NA,17.014,17.014,NA,NA,NA,NA,134.205,134.205,118.062,NA,16.143,16.143,NA,NA,NA,NA,120.776,120.776,105.675,NA,15.101,15.101,NA,NA,NA,NA,111.113,111.113,98.321,NA,12.792,12.792,NA,NA,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Libros",22722.321,22126.509,20017.646,NA,1382.379,1382.379,NA,NA,726.484,595.812,20182.73,19597.166,17024.668,NA,1923.906,1923.906,NA,NA,648.592,585.564,16480.809,15959.606,13948.746,NA,1321.806,1321.806,NA,NA,689.054,521.203,17988.365,17490.806,15092.462,NA,1739.774,1739.774,NA,NA,658.57,497.559,18824.418,18286.976,16327.067,NA,1247.927,1247.927,NA,NA,711.982,537.442,18505.187,17954.035,15935.066,NA,1398.517,1398.517,NA,NA,620.452,551.152,18212.454,17571.552,15619.169,NA,1394.688,1394.688,NA,NA,557.695,640.902,18003.866,17212.198,15425.347,NA,1260.54,1260.54,NA,NA,526.311,791.668,17095.507,16111.03,14241.763,NA,1332.894,1332.894,NA,NA,536.373,984.477,17732.258,16712.591,14873.63,NA,1329.857,1329.857,NA,NA,509.104,1019.667,15177.581,14189.227,12714.813,NA,983.067,983.067,NA,NA,491.347,988.354,14552.992,13504.571,11731.03,NA,1253.936,1253.936,NA,NA,519.605,1048.421
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Periódicos",7727.109,7618.618,7369.861,NA,248.757,248.757,NA,NA,NA,108.491,6711.388,6601.772,6245.183,NA,356.589,356.589,NA,NA,NA,109.616,5811.368,5709.219,5452.752,NA,256.467,256.467,NA,NA,NA,102.149,6143.348,6049.822,5726.483,NA,323.339,323.339,NA,NA,NA,93.526,6074.972,5975.511,5747.159,NA,228.352,228.352,NA,NA,NA,99.461,5856.284,5754.504,5499.129,NA,255.375,255.375,NA,NA,NA,101.78,5631.514,5519.923,5279.541,NA,240.382,240.382,NA,NA,NA,111.591,5692.679,5552.559,5331.341,NA,221.218,221.218,NA,NA,NA,140.12,5206.327,5034.642,4803.861,NA,230.781,230.781,NA,NA,NA,171.685,4997.097,4825.313,4602.88,NA,222.433,222.433,NA,NA,NA,171.784,4491.767,4326.886,4164.129,NA,162.757,162.757,NA,NA,NA,164.881,3748.948,3597.262,3417.385,NA,179.877,179.877,NA,NA,NA,151.686
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Revistas",4703.192,4610.056,4393.966,NA,216.09,216.09,NA,NA,NA,93.136,3941.741,3846.656,3534.249,NA,312.407,312.407,NA,NA,NA,95.085,3365.806,3273.209,3038.376,NA,234.833,234.833,NA,NA,NA,92.597,3476.391,3390.308,3089.309,NA,300.999,300.999,NA,NA,NA,86.083,3428.257,3334.385,3116.417,NA,217.968,217.968,NA,NA,NA,93.872,3397.892,3301.164,3055.722,NA,245.442,245.442,NA,NA,NA,96.728,3088.797,2982.967,2752.668,NA,230.299,230.299,NA,NA,NA,105.83,2904.138,2770.273,2557.126,NA,213.147,213.147,NA,NA,NA,133.865,2826.997,2662.365,2439.468,NA,222.897,222.897,NA,NA,NA,164.632,2837.951,2666.525,2442.95,NA,223.575,223.575,NA,NA,NA,171.426,2516.154,2352.487,2189.696,NA,162.791,162.791,NA,NA,NA,163.667,1999.817,1848.085,1666.609,NA,181.476,181.476,NA,NA,NA,151.732
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Otros productos editoriales e impresos",431.416,425.736,441.531,NA,-15.818,-15.818,NA,NA,0.023,5.68,503.905,492.722,496.863,NA,-4.154,-4.154,NA,NA,0.013,11.183,755.781,736.179,711.527,NA,17.873,17.873,NA,NA,6.779,19.602,772.854,757.121,735.412,NA,15.919,15.919,NA,NA,5.79,15.733,864.846,840.242,811.335,NA,28.888,28.888,NA,NA,0.019,24.604,792.861,769.314,740.802,NA,28.477,28.477,NA,NA,0.035,23.547,848.581,818.9,785.789,NA,33.084,33.084,NA,NA,0.027,29.681,727.652,695.873,673.271,NA,22.583,22.583,NA,NA,0.019,31.779,662.516,630.282,616.801,NA,13.465,13.465,NA,NA,0.016,32.234,664.042,626.17,605.817,NA,20.348,20.348,NA,NA,0.005,37.872,1048.289,969.165,913.786,NA,55.301,55.301,NA,NA,0.078,79.124,1048.482,954.479,870.986,NA,83.493,83.493,NA,NA,NS,94.003
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Publicaciones digitales",516.074,516.07,514.246,NA,NA,NA,NA,NA,1.824,0.004,509.706,509.702,508.002,NA,NA,NA,NA,NA,1.7,0.004,431.469,431.465,429.778,NA,NA,NA,NA,NA,1.687,0.004,412.738,412.735,410.921,NA,NA,NA,NA,NA,1.814,0.003,468.254,468.251,466.308,NA,NA,NA,NA,NA,1.943,0.003,434.177,434.174,432.251,NA,NA,NA,NA,NA,1.923,0.003,495.536,495.532,493.589,NA,NA,NA,NA,NA,1.943,0.004,534.403,534.398,532.312,NA,NA,NA,NA,NA,2.086,0.005,500.726,500.719,498.74,NA,NA,NA,NA,NA,1.979,0.007,376.433,376.426,374.416,NA,NA,NA,NA,NA,2.01,0.007,249.432,249.425,247.606,NA,NA,NA,NA,NA,1.819,0.007,207.842,207.834,206.14,NA,NA,NA,NA,NA,1.694,0.008
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Propiedad intelectual en libros",253.802,253.802,182.003,NA,64.487,64.487,NA,NA,7.312,NA,247.888,247.888,169.514,NA,71.687,71.687,NA,NA,6.687,NA,243.503,243.503,168.283,NA,68.38,68.38,NA,NA,6.84,NA,255.303,255.303,180.748,NA,67.569,67.569,NA,NA,6.986,NA,260.764,260.764,193.541,NA,59.711,59.711,NA,NA,7.512,NA,253.42,253.42,191.386,NA,54.977,54.977,NA,NA,7.057,NA,264.278,264.278,193.302,NA,64.154,64.154,NA,NA,6.822,NA,281.543,281.543,207.326,NA,67.218,67.218,NA,NA,6.999,NA,273.223,273.223,196.729,NA,69.688,69.688,NA,NA,6.806,NA,272.611,272.611,199.735,NA,66.122,66.122,NA,NA,6.754,NA,248.901,248.901,180.801,NA,61.852,61.852,NA,NA,6.248,NA,226.926,226.926,168.432,NA,52.397,52.397,NA,NA,6.097,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Gestión pública en libros, impresiones y prensa",7600.896,7600.896,5245.851018933555,NA,2355.045059962742,2355.045059962742,NA,NA,NA,NA,7313.962,7313.962,4497.831398614919,NA,2816.130196927744,2816.130196927744,NA,NA,NA,NA,7809.38,7809.38,4981.6078694557345,NA,2827.7717387189327,2827.7717387189327,NA,NA,NA,NA,8486.128,8486.128,5276.517015018573,NA,3209.6108461772183,3209.6108461772183,NA,NA,NA,NA,8459.677,8459.677,5275.679817103135,NA,3183.9972948891586,3183.9972948891586,NA,NA,NA,NA,7579.915,7579.915,4454.076560554753,NA,3125.8387811060343,3125.8387811060343,NA,NA,NA,NA,7084.089,7084.089,3953.6777734473912,NA,3130.41166898903,3130.41166898903,NA,NA,NA,NA,8160.349,8160.349,4427.121617414541,NA,3733.2277361450765,3733.2277361450765,NA,NA,NA,NA,8637.856,8637.856,4349.140315671261,NA,4288.715269367104,4288.715269367104,NA,NA,NA,NA,8434.976,8434.976,4266.1786822650365,NA,4168.7973006520815,4168.7973006520815,NA,NA,NA,NA,8663.848,8663.848,4754.677371056973,NA,3909.1703073163635,3909.1703073163635,NA,NA,NA,NA,6584.176,6584.176,3568.6103285319946,NA,3015.5658729332067,3015.5658729332067,NA,NA,NA,NA
