Descriptores,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<P>,2019<P>
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Comercio de productos culturales,6294.389,6252.896,6651.315,7139.959,7740.162,8181.684,8551.661,8924.867,9608.557,10237.302,11064.306,12004.762
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de apoyo a la edición, diseño y publicidad",859.754,866.9979999999999,904.3590000000003,945.6619999999999,1011.2769999999999,1077.789,1079.906,1127.421,1202.597,1278.5960000000002,1389.8359999999998,1423.059
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de medios de comunicación (internet),22421.672000000002,24286.989,24833.219,26333.402,24684.71,25497.153,26805.888,27572.891999999996,27410.126,28075.670000000002,27236.789,27843.657
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios para el registro derechos de autor (composiciones musicales, obras musicales, entre otros)",634.2149999999999,641.923,743.7860000000001,715.7629999999999,727.585,748.847,804.5419999999999,874.8240000000001,908.2059999999999,966.4849999999999,1097.463,1168.5900000000001
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Sitios de recreación,3.845,3.955,4.156,4.407,4.73,5.005,5.243000000000001,5.446999999999999,5.5729999999999995,5.838,5.905,6.116999999999999
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios auxiliares para la edificación,28.891000000000002,28.412,30.468,32.353,33.611,36.174,37.058,37.159,38.974,40.07,43.758,45.877
Millones de pesos a precios corrientes|Total cultura|Gestión pública en actividades culturales,25813.123,27232.532,28922.93,31550.753,34149.108,34927.477,34655.606,37183.142,38123.223,38810.622,41719.479,42018.557
Millones de pesos a precios corrientes|Total cultura|Gestión pública en actividades culturales|Administración federal,15065.074,15798.883999999998,16709.246,18209.663999999997,19592.468,19826.203,18362.037,20006.534,19889.622000000003,19991.944,21896.923000000003,21613.955
Millones de pesos a precios corrientes|Total cultura|Gestión pública en actividades culturales|Administración estatal,10748.048999999999,11433.648000000001,12213.684000000001,13341.089,14556.64,15101.274,16293.569,17176.608,18233.601000000002,18818.678,19822.556,20404.602
Millones de pesos a precios corrientes|Total cultura|Asociaciones y organizaciones civiles,85.643,89.312,89.066,93.787,97.819,100.322,113.418,118.221,122.462,126.973,142.727,154.363
Millones de pesos a precios corrientes|Total cultura|Producción cultural de los hogares,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estructura porcentual|Total cultura,100,100,100,100,100,100,100,100,100,100,100,100
Estructura porcentual|Total cultura|Subtotal de bienes y servicios,72.339,71.755,70.952,70.173,68.818,69.861,70.911,70.517,70.865,71.715,70.876,71.659
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos,39.417,37.985,37.133,36.405,37.068,38.684,39.101,39.428,40.384,41.558,41.792,42.438
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes,19.562,18.182,17.024,16.384,16.541,18.198,18.558,18.89,19.438,20.523,20.463,20.883
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Artesanías,13.257,12.437,13.109,12.797,13.418,13.515,13.635,14.169,14.593,15.406,15.341,15.594
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Aparatos y películas fotográficas,0.034,0.028,0.015,0.012,0.01,0.018,0.019,0.018,0.018,0.02,0.021,0.023
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Equipo de audio y de video,3.69,3.035,1.429,1.535,1.343,2.761,2.89,2.738,2.786,3.088,3.196,3.458
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Equipo de transmisión y recepción de señales de radio, televisión y comunicación inalámbrica",0.436,0.503,0.437,0.09,0.102,0.223,0.2,0.204,0.216,0.216,0.23,0.242
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Instrumentos musicales,0.395,0.422,0.418,0.422,0.405,0.374,0.272,0.268,0.295,0.314,0.315,0.305
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Libros, periódicos y revistas",1.721,1.731,1.589,1.502,1.236,1.284,1.518,1.469,1.507,1.454,1.335,1.237
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Ropa artística, típica y otros",0.028,0.026,0.027,0.026,0.027,0.024,0.023,0.023,0.023,0.026,0.025,0.024
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios,19.855,19.802,20.109,20.02,20.526,20.486,20.543,20.538,20.946,21.034,21.329,21.555
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Bibliotecas,0.036,0.037,0.038,0.038,0.039,0.039,0.041,0.04,0.041,0.041,0.041,0.042
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Cantantes, grupos musicales, artistas, escritores y técnicos independientes",0.672,0.683,0.701,0.694,0.71,0.709,0.72,0.715,0.728,0.731,0.732,0.75
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Cine,0.782,0.778,0.767,0.799,0.767,0.856,0.866,0.909,0.983,1.032,1.011,1.063
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Compañías de teatro, danza y grupos de espectáculos artísticos",0.026,0.027,0.027,0.027,0.028,0.027,0.028,0.028,0.028,0.028,0.028,0.029
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Edición de libros, periódicos, revistas y otros materiales",3.469,3.484,3.515,3.502,3.6,3.542,3.459,3.332,3.472,3.304,3.2,3.173
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Educación artística y cultural,2.402,2.463,2.545,2.531,2.621,2.626,2.612,2.611,2.643,2.699,2.768,2.912
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Espectáculos deportivos,1.428,1.415,1.482,1.385,1.359,1.313,1.275,1.292,1.272,1.315,1.406,1.588
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Fotografía,0.588,0.569,0.583,0.568,0.579,0.577,0.584,0.577,0.586,0.601,0.635,0.65
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Música, radio y otros servicios",0.983,0.994,1.043,1.054,1.069,1.061,0.998,1.011,1.093,1.162,1.174,1.147
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Museos,0.177,0.181,0.179,0.182,0.193,0.195,0.198,0.196,0.201,0.209,0.208,0.21
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Promotores de espectáculos artísticos, deportivos y similares",0.203,0.2,0.206,0.203,0.19,0.186,0.18,0.174,0.167,0.167,0.158,0.163
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios creativos (publicidad),1.97,1.945,1.968,1.93,1.993,2.01,1.943,1.907,1.964,1.998,2.076,2.039
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de diseño,5.816,5.772,5.766,5.784,6.038,6.056,6.284,6.421,6.453,6.527,6.667,6.684
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de información (agencias noticiosas, internet, entre otros)",0.237,0.239,0.226,0.218,0.228,0.229,0.23,0.221,0.209,0.188,0.176,0.173
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Sitios históricos, parques naturales y otros sitios de patrimonio cultural",0.218,0.227,0.221,0.214,0.229,0.184,0.22,0.22,0.227,0.21,0.211,0.207
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Televisión y otros servicios,0.849,0.791,0.843,0.888,0.884,0.875,0.905,0.882,0.878,0.82,0.838,0.725
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos,32.922,33.771,33.819,33.768,31.751,31.178,31.81,31.09,30.481,30.157,29.085,29.221
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes,0.496,0.483,0.493,0.5,0.487,0.457,0.479,0.49,0.499,0.518,0.522,0.509
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos para impresión y fabricación de anuncios,0.269,0.265,0.28,0.28,0.273,0.268,0.281,0.283,0.289,0.3,0.299,0.29
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos y accesorios para artes plásticas, escultóricas y dibujo<C1>",0.227,0.218,0.213,0.22,0.214,0.189,0.198,0.208,0.21,0.219,0.223,0.22
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios,32.426,33.288,33.326,33.268,31.263,30.721,31.331,30.599,29.982,29.639,28.562,28.712
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de artículos (discos, instrumentos musicales, proyectores, producción audiovisual entre otros)<C2>",0.052,0.053,0.053,0.053,0.054,0.06,0.061,0.06,0.061,0.06,0.065,0.067
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de sitios (teatros, auditorios, estadios, entre otros)",0.074,0.07,0.065,0.064,0.069,0.076,0.077,0.076,0.079,0.083,0.086,0.09
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Comercio de productos culturales,6.723,6.464,6.66,6.73,7.047,7.04,7.155,7.054,7.32,7.437,7.697,8.067
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de apoyo a la edición, diseño y publicidad",0.918,0.896,0.905,0.891,0.921,0.927,0.903,0.891,0.916,0.929,0.967,0.956
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de medios de comunicación (internet),23.947,25.107,24.864,24.821,22.475,21.938,22.427,21.793,20.88,20.395,18.949,18.711
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios para el registro derechos de autor (composiciones musicales, obras musicales, entre otros)",0.677,0.664,0.745,0.675,0.662,0.644,0.673,0.691,0.692,0.702,0.764,0.785
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Sitios de recreación,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios auxiliares para la edificación,0.031,0.029,0.031,0.03,0.031,0.031,0.031,0.029,0.03,0.029,0.03,0.031
Estructura porcentual|Total cultura|Gestión pública en actividades culturales,27.57,28.152,28.959,29.739,31.093,30.052,28.994,29.389,29.041,28.193,29.024,28.237
Estructura porcentual|Total cultura|Gestión pública en actividades culturales|Administración federal,16.09,16.332,16.73,17.164,17.839,17.059,15.362,15.813,15.151,14.523,15.234,14.525
Estructura porcentual|Total cultura|Gestión pública en actividades culturales|Administración estatal,11.479,11.82,12.229,12.575,13.254,12.993,13.632,13.576,13.89,13.67,13.791,13.712
Estructura porcentual|Total cultura|Asociaciones y organizaciones civiles,0.091,0.092,0.089,0.088,0.089,0.086,0.095,0.093,0.093,0.092,0.099,0.104
Estructura porcentual|Total cultura|Producción cultural de los hogares,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación anual|Total cultura,NA,3.315,3.25,6.225,3.522,5.82,2.843,5.85,3.757,4.867,4.415,3.525
Variación anual|Total cultura|Subtotal de bienes y servicios,NA,2.482,2.094,5.058,1.524,7.424,4.388,5.262,4.269,6.124,3.194,4.668
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos,NA,-0.439,0.936,4.14,5.408,10.434,3.952,6.735,6.275,7.914,5.003,5.125
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes,NA,-3.971,-3.324,2.23,4.515,16.418,4.877,7.744,6.768,10.722,4.107,5.648
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Artesanías,NA,-3.076,8.829,3.7,8.547,6.58,3.756,10.001,6.856,10.709,3.981,5.228
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Aparatos y películas fotográficas,NA,-13.529,-45.302,-16.422,-12.194,89.53,7.59,0.372,6.299,16.486,7.553,13.156
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Equipo de audio y de video,NA,-15.011,-51.401,14.152,-9.432,117.482,7.673,0.287,5.578,16.201,8.076,12.023
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Equipo de transmisión y recepción de señales de radio, televisión y comunicación inalámbrica",NA,19.024,-10.333,-78.091,17.255,130.985,-7.565,7.727,9.797,5.29,10.84,9.113
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Instrumentos musicales,NA,10.341,2.388,7.008,-0.509,-2.224,-25.183,4.334,14.009,11.806,4.532,0.238
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Libros, periódicos y revistas",NA,3.881,-5.184,0.41,-14.868,9.926,21.642,2.438,6.428,1.144,-4.094,-4.106
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Ropa artística, típica y otros",NA,-4.187,9.296,0.029,8.503,-5.534,0.211,3.635,5.184,15.299,1.586,-0.293
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios,NA,3.041,4.847,5.757,6.139,5.612,3.13,5.823,5.821,5.307,5.877,4.624
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Bibliotecas,NA,4.595,4.898,7.659,5.351,7.164,6.562,3.91,5.698,5.337,4.803,5.39
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Cantantes, grupos musicales, artistas, escritores y técnicos independientes",NA,4.931,6.011,5.21,5.82,5.714,4.447,5.15,5.636,5.341,4.46,6.056
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Cine,NA,2.681,1.793,10.766,-0.692,18.124,4.042,11.129,12.161,10.142,2.238,8.85
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Compañías de teatro, danza y grupos de espectáculos artísticos",NA,5.375,5.86,5.14,5.157,5.662,5.036,5.465,5.106,5.264,4.369,6.145
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Edición de libros, periódicos, revistas y otros materiales",NA,3.762,4.188,5.825,6.426,4.101,0.439,1.969,8.104,-0.2,1.12,2.665
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Educación artística y cultural,NA,5.939,6.699,5.66,7.173,6.04,2.288,5.823,5.027,7.07,7.087,8.912
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Espectáculos deportivos,NA,2.316,8.143,-0.698,1.606,2.242,-0.178,7.28,2.155,8.433,11.624,16.894
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Fotografía,NA,-0.009,5.723,3.525,5.554,5.389,4.053,4.551,5.524,7.44,10.382,5.944
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Música, radio y otros servicios",NA,4.539,8.307,7.377,4.963,5.067,-3.322,7.257,12.175,11.484,5.507,1.144
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Museos,NA,5.555,2.475,7.625,9.845,7.304,4.373,4.715,6.136,9.328,3.797,4.747
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Promotores de espectáculos artísticos, deportivos y similares",NA,1.661,6.264,5.1,-3.422,3.453,-0.253,2.323,-0.369,5.084,-1.342,6.504
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios creativos (publicidad),NA,1.995,4.486,4.18,6.893,6.71,-0.563,3.878,6.874,6.652,8.5,1.7
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de diseño,NA,2.535,3.153,6.561,8.058,6.134,6.713,8.169,4.271,6.071,6.648,3.799
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de información (agencias noticiosas, internet, entre otros)",NA,4.367,-2.587,2.914,8.13,6.304,3.123,1.941,-1.92,-5.709,-2.455,1.797
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Sitios históricos, parques naturales y otros sitios de patrimonio cultural",NA,7.663,0.622,3.104,10.474,-14.978,23.326,5.754,6.779,-2.902,4.758,1.894
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Televisión y otros servicios,NA,-3.673,9.962,11.881,3.119,4.679,6.445,3.121,3.326,-2.055,6.698,-10.513
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos,NA,5.979,3.397,6.066,-2.664,3.911,4.929,3.453,1.725,3.754,0.702,4.011
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes,NA,0.653,5.286,7.863,0.813,-0.837,7.925,8.315,5.54,8.999,5.214,0.943
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos para impresión y fabricación de anuncios,NA,1.641,9.143,6.084,1.165,3.725,7.697,6.624,6.111,8.69,4.159,0.328
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos y accesorios para artes plásticas, escultóricas y dibujo<C1>",NA,-0.522,0.598,10.21,0.365,-6.674,8.249,10.706,4.762,9.426,6.662,1.767
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios,NA,6.061,3.369,6.04,-2.716,3.985,4.884,3.378,1.664,3.666,0.623,4.068
