Descriptores,2008|Total,2008|Usuario/Beneficiario|Total de residentes,2008|Usuario/Beneficiario|Hogares,2008|Usuario/Beneficiario|ISFL,2008|Usuario/Beneficiario|Total de gobierno,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2008|Usuario/Beneficiario|Sociedades no financieras,2008|Usuario/Beneficiario|Total no residentes,2009|Total,2009|Usuario/Beneficiario|Total de residentes,2009|Usuario/Beneficiario|Hogares,2009|Usuario/Beneficiario|ISFL,2009|Usuario/Beneficiario|Total de gobierno,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2009|Usuario/Beneficiario|Sociedades no financieras,2009|Usuario/Beneficiario|Total no residentes,2010|Total,2010|Usuario/Beneficiario|Total de residentes,2010|Usuario/Beneficiario|Hogares,2010|Usuario/Beneficiario|ISFL,2010|Usuario/Beneficiario|Total de gobierno,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2010|Usuario/Beneficiario|Sociedades no financieras,2010|Usuario/Beneficiario|Total no residentes,2011|Total,2011|Usuario/Beneficiario|Total de residentes,2011|Usuario/Beneficiario|Hogares,2011|Usuario/Beneficiario|ISFL,2011|Usuario/Beneficiario|Total de gobierno,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2011|Usuario/Beneficiario|Sociedades no financieras,2011|Usuario/Beneficiario|Total no residentes,2012|Total,2012|Usuario/Beneficiario|Total de residentes,2012|Usuario/Beneficiario|Hogares,2012|Usuario/Beneficiario|ISFL,2012|Usuario/Beneficiario|Total de gobierno,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2012|Usuario/Beneficiario|Sociedades no financieras,2012|Usuario/Beneficiario|Total no residentes,2013|Total,2013|Usuario/Beneficiario|Total de residentes,2013|Usuario/Beneficiario|Hogares,2013|Usuario/Beneficiario|ISFL,2013|Usuario/Beneficiario|Total de gobierno,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2013|Usuario/Beneficiario|Sociedades no financieras,2013|Usuario/Beneficiario|Total no residentes,2014|Total,2014|Usuario/Beneficiario|Total de residentes,2014|Usuario/Beneficiario|Hogares,2014|Usuario/Beneficiario|ISFL,2014|Usuario/Beneficiario|Total de gobierno,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2014|Usuario/Beneficiario|Sociedades no financieras,2014|Usuario/Beneficiario|Total no residentes,2015|Total,2015|Usuario/Beneficiario|Total de residentes,2015|Usuario/Beneficiario|Hogares,2015|Usuario/Beneficiario|ISFL,2015|Usuario/Beneficiario|Total de gobierno,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2015|Usuario/Beneficiario|Sociedades no financieras,2015|Usuario/Beneficiario|Total no residentes,2016|Total,2016|Usuario/Beneficiario|Total de residentes,2016|Usuario/Beneficiario|Hogares,2016|Usuario/Beneficiario|ISFL,2016|Usuario/Beneficiario|Total de gobierno,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2016|Usuario/Beneficiario|Sociedades no financieras,2016|Usuario/Beneficiario|Total no residentes,2017|Total,2017|Usuario/Beneficiario|Total de residentes,2017|Usuario/Beneficiario|Hogares,2017|Usuario/Beneficiario|ISFL,2017|Usuario/Beneficiario|Total de gobierno,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2017|Usuario/Beneficiario|Sociedades no financieras,2017|Usuario/Beneficiario|Total no residentes,2018|Total<P>,2018|Usuario/Beneficiario|Total de residentes<P>,2018|Usuario/Beneficiario|Hogares<P>,2018|Usuario/Beneficiario|ISFL<P>,2018|Usuario/Beneficiario|Total de gobierno<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal<P>,2018|Usuario/Beneficiario|Sociedades no financieras<P>,2018|Usuario/Beneficiario|Total no residentes<P>,2019|Total<P>,2019|Usuario/Beneficiario|Total de residentes<P>,2019|Usuario/Beneficiario|Hogares<P>,2019|Usuario/Beneficiario|ISFL<P>,2019|Usuario/Beneficiario|Total de gobierno<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal<P>,2019|Usuario/Beneficiario|Sociedades no financieras<P>,2019|Usuario/Beneficiario|Total no residentes<P>
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos y accesorios para artes plásticas, escultóricas y dibujo<C1>",1845.393,1845.393,1310.4220000000003,NA,NA,NA,NA,NA,534.971,NA,1804.947,1804.947,1241.759,NA,NA,NA,NA,NA,563.188,NA,1867.013,1867.013,1263.976,NA,NA,NA,NA,NA,603.037,NA,1992.694,1992.694,1369.181,NA,NA,NA,NA,NA,623.513,NA,1956.772,1956.772,1284.7430000000002,NA,NA,NA,NA,NA,672.029,NA,1814.372,1814.372,1179.912,NA,NA,NA,NA,NA,634.4599999999999,NA,2012.938,2012.938,1292.773,NA,NA,NA,NA,NA,720.165,NA,2336.438,2336.438,1550.978,NA,NA,NA,NA,NA,785.46,NA,3353.329,3353.329,2072.291,NA,NA,NA,NA,NA,1281.038,NA,2548.868,2548.868,1697.1129999999998,NA,NA,NA,NA,NA,851.755,NA,3367.961,3367.961,2260.979,NA,NA,NA,NA,NA,1106.982,NA,3355.225,3355.225,2434.6189999999997,NA,NA,NA,NA,NA,920.606,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios,141455.397,141399.159,140440.508,NA,NA,NA,NA,NA,958.651,56.238,155262.942,155207.228,154222.393,NA,NA,NA,NA,NA,984.835,55.714,153052.062,152997.394,152053.863,NA,NA,NA,NA,NA,943.531,54.668,150502.45,150445.961,149412.829,NA,NA,NA,NA,NA,1033.132,56.489,183854.57,183798.553,182674.909,NA,NA,NA,NA,NA,1123.644,56.017,197568.887,197511.1,196313.114,NA,NA,NA,NA,NA,1197.986,57.787,204954.226,204896.316,203622.163,NA,NA,NA,NA,NA,1274.153,57.91,241149.727,241089.557,239694.954,NA,NA,NA,NA,NA,1394.603,60.17,280833.428,280771,279292.605,NA,NA,NA,NA,NA,1478.395,62.428,309378.097,309313.001,308005.338,NA,NA,NA,NA,NA,1307.663,65.096,319646.291,319583.237,318331.892,NA,NA,NA,NA,NA,1251.345,63.054,341122.296,341063.08,339816.329,NA,NA,NA,NA,NA,1246.751,59.216
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de artículos (discos, instrumentos musicales, proyectores, producción audiovisual entre otros)<C2>",1281.149,1281.149,1281.149,NA,NA,NA,NA,NA,NA,NA,1191.829,1191.829,1191.829,NA,NA,NA,NA,NA,NA,NA,1271.956,1271.956,1271.9560000000001,NA,NA,NA,NA,NA,NA,NA,1303.598,1303.598,1303.598,NA,NA,NA,NA,NA,NA,NA,1259.296,1259.296,1259.296,NA,NA,NA,NA,NA,NA,NA,1324.343,1324.343,1324.343,NA,NA,NA,NA,NA,NA,NA,1389.844,1389.844,1389.844,NA,NA,NA,NA,NA,NA,NA,1463.855,1463.855,1463.855,NA,NA,NA,NA,NA,NA,NA,1455.954,1455.954,1455.954,NA,NA,NA,NA,NA,NA,NA,1540.243,1540.243,1540.243,NA,NA,NA,NA,NA,NA,NA,1539.006,1539.006,1539.006,NA,NA,NA,NA,NA,NA,NA,1600.978,1600.978,1600.978,NA,NA,NA,NA,NA,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de sitios (teatros, auditorios, estadios, entre otros)",7.11,7.11,7.11,NA,NA,NA,NA,NA,NA,NA,6.554,6.554,6.554,NA,NA,NA,NA,NA,NA,NA,5.784,5.784,5.784,NA,NA,NA,NA,NA,NA,NA,6.019,6.019,6.019,NA,NA,NA,NA,NA,NA,NA,6.132,6.132,6.132,NA,NA,NA,NA,NA,NA,NA,6.265,6.265,6.265,NA,NA,NA,NA,NA,NA,NA,6.373,6.373,6.373,NA,NA,NA,NA,NA,NA,NA,6.459,6.459,6.459,NA,NA,NA,NA,NA,NA,NA,6.622,6.622,6.622,NA,NA,NA,NA,NA,NA,NA,6.642,6.642,6.642,NA,NA,NA,NA,NA,NA,NA,6.696,6.696,6.696,NA,NA,NA,NA,NA,NA,NA,6.807,6.807,6.807,NA,NA,NA,NA,NA,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de apoyo a la edición, diseño y publicidad",423.919,405.28,290.23600000000005,NA,NA,NA,NA,NA,115.044,18.639,425.016,406.378,275.716,NA,NA,NA,NA,NA,130.662,18.638,404.729,387.575,264.509,NA,NA,NA,NA,NA,123.066,17.154,395.055,377.96,260.286,NA,NA,NA,NA,NA,117.674,17.095,404.561,386.945,257.048,NA,NA,NA,NA,NA,129.897,17.616,407.947,390.07,262.413,NA,NA,NA,NA,NA,127.657,17.877,408.465,389.847,260.291,NA,NA,NA,NA,NA,129.556,18.618,433.342,412.085,257.281,NA,NA,NA,NA,NA,154.804,21.257,449.581,426.588,262.63300000000004,NA,NA,NA,NA,NA,163.95499999999998,22.993,428.032,402.499,245.73199999999997,NA,NA,NA,NA,NA,156.767,25.533,421.789,397.288,241.362,NA,NA,NA,NA,NA,155.926,24.501,400.711,378.296,228.842,NA,NA,NA,NA,NA,149.454,22.415
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de medios de comunicación (internet),137465.071,137465.071,137465.071,NA,NA,NA,NA,NA,NA,NA,151321.932,151321.932,151321.932,NA,NA,NA,NA,NA,NA,NA,149127.078,149127.078,149127.07799999998,NA,NA,NA,NA,NA,NA,NA,146353.291,146353.291,146353.291,NA,NA,NA,NA,NA,NA,NA,179756.983,179756.983,179756.98299999998,NA,NA,NA,NA,NA,NA,NA,193276.589,193276.589,193276.589,NA,NA,NA,NA,NA,NA,NA,200450.536,200450.536,200450.53600000002,NA,NA,NA,NA,NA,NA,NA,236169.463,236169.463,236169.46300000002,NA,NA,NA,NA,NA,NA,NA,275797.715,275797.715,275797.715,NA,NA,NA,NA,NA,NA,NA,304398.276,304398.276,304398.27599999995,NA,NA,NA,NA,NA,NA,NA,314657.328,314657.328,314657.328,NA,NA,NA,NA,NA,NA,NA,335889.857,335889.857,335889.85699999996,NA,NA,NA,NA,NA,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios para el registro derechos de autor (composiciones musicales, obras musicales, entre otros)",2219.97,2219.97,1382.751,NA,NA,NA,NA,NA,837.219,NA,2262.524,2262.524,1414.129,NA,NA,NA,NA,NA,848.395,NA,2187.925,2187.925,1373.25,NA,NA,NA,NA,NA,814.675,NA,2387.005,2387.005,1477.617,NA,NA,NA,NA,NA,909.388,NA,2371.609,2371.609,1384.2730000000001,NA,NA,NA,NA,NA,987.336,NA,2496.106,2496.106,1431.4560000000001,NA,NA,NA,NA,NA,1064.65,NA,2642.971,2642.971,1504.2620000000002,NA,NA,NA,NA,NA,1138.709,NA,3021.733,3021.733,1787.922,NA,NA,NA,NA,NA,1233.811,NA,3068.51,3068.51,1760.312,NA,NA,NA,NA,NA,1308.198,NA,2950.409,2950.409,1805.6,NA,NA,NA,NA,NA,1144.809,NA,2967.405,2967.405,1878.5410000000002,NA,NA,NA,NA,NA,1088.864,NA,3171.62,3171.62,2080.261,NA,NA,NA,NA,NA,1091.359,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Sitios de recreación,37.631,0.032,0.032,NA,NA,NA,NA,NA,NA,37.599,37.108,0.032,0.032,NA,NA,NA,NA,NA,NA,37.076,37.547,0.033,0.033,NA,NA,NA,NA,NA,NA,37.51400000000001,39.428,0.034,0.034,NA,NA,NA,NA,NA,NA,39.394,38.433,0.032,0.032,NA,NA,NA,NA,NA,NA,38.401,39.945,0.035,0.035,NA,NA,NA,NA,NA,NA,39.91,39.323,0.031,0.031,NA,NA,NA,NA,NA,NA,39.292,38.945,0.032,0.032,NA,NA,NA,NA,NA,NA,38.913000000000004,39.464,0.029,0.028999999999999998,NA,NA,NA,NA,NA,NA,39.434999999999995,39.595,0.032,0.032,NA,NA,NA,NA,NA,NA,39.563,38.583,0.03,0.03,NA,NA,NA,NA,NA,NA,38.553,36.831,0.03,0.03,NA,NA,NA,NA,NA,NA,36.800999999999995
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios auxiliares para la edificación,20.547,20.547,14.159,NA,NA,NA,NA,NA,6.388,NA,17.979,17.979,12.201,NA,NA,NA,NA,NA,5.778,NA,17.043,17.043,11.253,NA,NA,NA,NA,NA,5.79,NA,18.054,18.054,11.984,NA,NA,NA,NA,NA,6.07,NA,17.556,17.556,11.145,NA,NA,NA,NA,NA,6.411,NA,17.692,17.692,12.013,NA,NA,NA,NA,NA,5.678999999999999,NA,16.714,16.714,10.826,NA,NA,NA,NA,NA,5.888,NA,15.93,15.93,9.942,NA,NA,NA,NA,NA,5.9879999999999995,NA,15.582,15.582,9.34,NA,NA,NA,NA,NA,6.242,NA,14.9,14.9,8.813,NA,NA,NA,NA,NA,6.087,NA,15.484,15.484,8.929,NA,NA,NA,NA,NA,6.555,NA,15.492,15.492,9.554,NA,NA,NA,NA,NA,5.938,NA
Millones de pesos a precios de 2013|Total cultura|Gestión pública en actividades culturales,53611.277,53611.277,42891.025,NA,10720.252,8596.29,2123.962,NA,NA,NA,52986.208,52986.208,39997.975,NA,12988.233,10385.899,2602.333,NA,NA,NA,54387.068,54387.068,41503.729,NA,12883.338,10323.448,2559.89,NA,NA,NA,57636.051,57636.051,43334.978,NA,14301.074,11502.897,2798.177,NA,NA,NA,57950.864,57950.864,43669.252,NA,14281.613,11473.59,2808.023,NA,NA,NA,54639.282,54639.282,40309.983,NA,14329.299,11442.012,2887.287,NA,NA,NA,53241.572,53241.572,38564.635,NA,14676.937,11023.795,3653.142,NA,NA,NA,56315.462,56315.462,39852.474,NA,16462.988,12366.358,4096.63,NA,NA,NA,57943.662,57943.662,39445.129,NA,18498.533,14059.47,4439.063,NA,NA,NA,56271.273,56271.273,38948.579,NA,17322.695,13277.465,4045.23,NA,NA,NA,59080.311,59080.311,42194.186,NA,16886.124,13185.453,3700.671,NA,NA,NA,54718.399,54718.399,39612.728,NA,15105.672,11390.143,3715.529,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Gestión pública en actividades culturales|Administración federal,35167.668,35167.668,26571.37842898759,NA,8596.289872576417,8596.289872576417,NA,NA,NA,NA,34497.455,34497.455,24111.555284691225,NA,10385.899490442043,10385.899490442043,NA,NA,NA,NA,35831.357,35831.357,25507.908431789645,NA,10323.448225330503,10323.448225330503,NA,NA,NA,NA,38167.997,38167.997,26665.100759973873,NA,11502.896592107309,11502.896592107309,NA,NA,NA,NA,38309.005,38309.005,26835.41508881929,NA,11473.590300095595,11473.590300095595,NA,NA,NA,NA,35508.474,35508.474,24066.46225944017,NA,11442.01215656785,11442.01215656785,NA,NA,NA,NA,32771.628,32771.628,21747.832219421063,NA,11023.79531843058,11023.79531843058,NA,NA,NA,NA,34994.461,34994.461,22628.10321956933,NA,12366.35807939784,12366.35807939784,NA,NA,NA,NA,36419.154,36419.154,22359.683977770743,NA,14059.469726194513,14059.469726194513,NA,NA,NA,NA,35190.492,35190.492,21913.027051868274,NA,13277.46495916526,13277.46495916526,NA,NA,NA,NA,37734.919,37734.919,24549.465632489595,NA,13185.452919727833,13185.452919727833,NA,NA,NA,NA,33418.977,33418.977,22028.83464176357,NA,11390.142506646504,11390.142506646504,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Gestión pública en actividades culturales|Administración estatal,18443.609,18443.609,16319.64700432427,NA,2123.961703027836,NA,2123.961703027836,NA,NA,NA,18488.753,18488.753,15886.419908530628,NA,2602.33326744479,NA,2602.33326744479,NA,NA,NA,18555.711,18555.711,15995.820329031052,NA,2559.8902084314145,NA,2559.8902084314145,NA,NA,NA,19468.054,19468.054,16669.87685135402,NA,2798.1772506969423,NA,2798.1772506969423,NA,NA,NA,19641.859,19641.859,16833.8367772208,NA,2808.022585551639,NA,2808.022585551639,NA,NA,NA,19130.808,19130.808,16243.520321438857,NA,2887.28731618406,NA,2887.28731618406,NA,NA,NA,20469.944,20469.944,16816.802607794427,NA,3653.1418394696493,NA,3653.1418394696493,NA,NA,NA,21321.001,21321.001,17224.37089077918,NA,4096.629615012034,NA,4096.629615012034,NA,NA,NA,21524.508,21524.508,17085.44465454964,NA,4439.063307864749,NA,4439.063307864749,NA,NA,NA,21080.781,21080.781,17035.551647920205,NA,4045.2297531359036,NA,4045.2297531359036,NA,NA,NA,21345.392,21345.392,17644.72063915518,NA,3700.6714085105423,NA,3700.6714085105423,NA,NA,NA,21299.422,21299.422,17583.893347499845,NA,3715.5290431952285,NA,3715.5290431952285,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Asociaciones y organizaciones civiles,369.203,369.203,369.203,NA,NA,NA,NA,NA,NA,NA,375.852,375.852,375.852,NA,NA,NA,NA,NA,NA,NA,360.354,360.354,360.354,NA,NA,NA,NA,NA,NA,NA,359.625,359.625,359.625,NA,NA,NA,NA,NA,NA,NA,385.106,385.106,385.106,NA,NA,NA,NA,NA,NA,NA,370.351,370.351,370.351,NA,NA,NA,NA,NA,NA,NA,374.064,374.064,374.064,NA,NA,NA,NA,NA,NA,NA,359.641,359.641,359.641,NA,NA,NA,NA,NA,NA,NA,339.666,339.666,339.666,NA,NA,NA,NA,NA,NA,NA,336.718,336.718,336.718,NA,NA,NA,NA,NA,NA,NA,528.875,528.875,528.875,NA,NA,NA,NA,NA,NA,NA,526.667,526.667,526.667,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Producción cultural de los hogares,95916.44,95916.44,95916.44,NA,NA,NA,NA,NA,NA,NA,88535.249,88535.249,88535.249,NA,NA,NA,NA,NA,NA,NA,93117.162,93117.162,93117.162,NA,NA,NA,NA,NA,NA,NA,97809.524,97809.524,97809.524,NA,NA,NA,NA,NA,NA,NA,100025.066,100025.066,100025.066,NA,NA,NA,NA,NA,NA,NA,100466.317,100466.317,100466.317,NA,NA,NA,NA,NA,NA,NA,100582.37,100582.37,100582.37,NA,NA,NA,NA,NA,NA,NA,103438.557,103438.557,103438.557,NA,NA,NA,NA,NA,NA,NA,108719.403,108719.403,108719.403,NA,NA,NA,NA,NA,NA,NA,111881.192,111881.192,111881.192,NA,NA,NA,NA,NA,NA,NA,117669.322,117669.322,117669.322,NA,NA,NA,NA,NA,NA,NA,116753.115,116753.115,116753.115,NA,NA,NA,NA,NA,NA,NA
