Descriptores,2008|Total,2008|Usuario/Beneficiario|Total de residentes,2008|Usuario/Beneficiario|Hogares,2008|Usuario/Beneficiario|ISFL,2008|Usuario/Beneficiario|Total de gobierno,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2008|Usuario/Beneficiario|Sociedades no financieras,2008|Usuario/Beneficiario|Total no residentes,2009|Total,2009|Usuario/Beneficiario|Total de residentes,2009|Usuario/Beneficiario|Hogares,2009|Usuario/Beneficiario|ISFL,2009|Usuario/Beneficiario|Total de gobierno,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2009|Usuario/Beneficiario|Sociedades no financieras,2009|Usuario/Beneficiario|Total no residentes,2010|Total,2010|Usuario/Beneficiario|Total de residentes,2010|Usuario/Beneficiario|Hogares,2010|Usuario/Beneficiario|ISFL,2010|Usuario/Beneficiario|Total de gobierno,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2010|Usuario/Beneficiario|Sociedades no financieras,2010|Usuario/Beneficiario|Total no residentes,2011|Total,2011|Usuario/Beneficiario|Total de residentes,2011|Usuario/Beneficiario|Hogares,2011|Usuario/Beneficiario|ISFL,2011|Usuario/Beneficiario|Total de gobierno,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2011|Usuario/Beneficiario|Sociedades no financieras,2011|Usuario/Beneficiario|Total no residentes,2012|Total,2012|Usuario/Beneficiario|Total de residentes,2012|Usuario/Beneficiario|Hogares,2012|Usuario/Beneficiario|ISFL,2012|Usuario/Beneficiario|Total de gobierno,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2012|Usuario/Beneficiario|Sociedades no financieras,2012|Usuario/Beneficiario|Total no residentes,2013|Total,2013|Usuario/Beneficiario|Total de residentes,2013|Usuario/Beneficiario|Hogares,2013|Usuario/Beneficiario|ISFL,2013|Usuario/Beneficiario|Total de gobierno,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2013|Usuario/Beneficiario|Sociedades no financieras,2013|Usuario/Beneficiario|Total no residentes,2014|Total,2014|Usuario/Beneficiario|Total de residentes,2014|Usuario/Beneficiario|Hogares,2014|Usuario/Beneficiario|ISFL,2014|Usuario/Beneficiario|Total de gobierno,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2014|Usuario/Beneficiario|Sociedades no financieras,2014|Usuario/Beneficiario|Total no residentes,2015|Total,2015|Usuario/Beneficiario|Total de residentes,2015|Usuario/Beneficiario|Hogares,2015|Usuario/Beneficiario|ISFL,2015|Usuario/Beneficiario|Total de gobierno,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2015|Usuario/Beneficiario|Sociedades no financieras,2015|Usuario/Beneficiario|Total no residentes,2016|Total,2016|Usuario/Beneficiario|Total de residentes,2016|Usuario/Beneficiario|Hogares,2016|Usuario/Beneficiario|ISFL,2016|Usuario/Beneficiario|Total de gobierno,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2016|Usuario/Beneficiario|Sociedades no financieras,2016|Usuario/Beneficiario|Total no residentes,2017|Total,2017|Usuario/Beneficiario|Total de residentes,2017|Usuario/Beneficiario|Hogares,2017|Usuario/Beneficiario|ISFL,2017|Usuario/Beneficiario|Total de gobierno,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2017|Usuario/Beneficiario|Sociedades no financieras,2017|Usuario/Beneficiario|Total no residentes,2018|Total<P>,2018|Usuario/Beneficiario|Total de residentes<P>,2018|Usuario/Beneficiario|Hogares<P>,2018|Usuario/Beneficiario|ISFL<P>,2018|Usuario/Beneficiario|Total de gobierno<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal<P>,2018|Usuario/Beneficiario|Sociedades no financieras<P>,2018|Usuario/Beneficiario|Total no residentes<P>,2019|Total<P>,2019|Usuario/Beneficiario|Total de residentes<P>,2019|Usuario/Beneficiario|Hogares<P>,2019|Usuario/Beneficiario|ISFL<P>,2019|Usuario/Beneficiario|Total de gobierno<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal<P>,2019|Usuario/Beneficiario|Sociedades no financieras<P>,2019|Usuario/Beneficiario|Total no residentes<P>
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Ropa artística, típica y otros",181.974,181.974,181.974,NA,NA,NA,NA,NA,NA,NA,175.928,175.928,175.928,NA,NA,NA,NA,NA,NA,NA,185.829,185.829,185.829,NA,NA,NA,NA,NA,NA,NA,193.214,193.214,193.214,NA,NA,NA,NA,NA,NA,NA,210.53,210.53,210.53,NA,NA,NA,NA,NA,NA,NA,194.332,194.332,194.332,NA,NA,NA,NA,NA,NA,NA,189.26,189.26,189.26,NA,NA,NA,NA,NA,NA,NA,199.782,199.782,199.782,NA,NA,NA,NA,NA,NA,NA,199.52,199.52,199.52,NA,NA,NA,NA,NA,NA,NA,204.704,204.704,204.704,NA,NA,NA,NA,NA,NA,NA,208.3,208.3,208.3,NA,NA,NA,NA,NA,NA,NA,198.912,198.912,198.912,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios,125673.702,121131.116,115448.257,NA,254.529,254.529,NA,NA,5428.33,4542.586,123702.6,119209.62,113719.871,NA,259.608,259.608,NA,NA,5230.141,4492.98,129499.603,125258.213,119609.599,NA,285.564,285.564,NA,NA,5363.05,4241.39,134472.028,130421.664,124477.397,NA,363.389,363.389,NA,NA,5580.878,4050.364,138303.409,133907.261,127500.244,NA,563.556,563.556,NA,NA,5843.461,4396.148,142105.261,137598.395,130566.155,NA,494.785,494.785,NA,NA,6537.455,4506.866,143233.395,138166.994,130445.39,NA,709.768,709.768,NA,NA,7011.836,5066.401,152512.115,146402.43,138286.052,NA,760.605,760.605,NA,NA,7355.773,6109.685,153845.301,146470.104,137568.001,NA,767.034,767.034,NA,NA,8135.069,7375.197,160850.123,153235.912,144801.152,NA,807.181,807.181,NA,NA,7627.579,7614.211,163023.512,155308.219,147169.42,NA,754.429,754.429,NA,NA,7384.37,7715.293,157414.699,149444.255,140700.023,NA,437.496,437.496,NA,NA,8306.736,7970.444
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Bibliotecas,13.774,13.774,13.774,NA,NA,NA,NA,NA,NA,NA,13.611,13.611,13.611,NA,NA,NA,NA,NA,NA,NA,13.79,13.79,13.79,NA,NA,NA,NA,NA,NA,NA,14.015,14.015,14.015,NA,NA,NA,NA,NA,NA,NA,14.279,14.279,14.279,NA,NA,NA,NA,NA,NA,NA,14.689,14.689,14.689,NA,NA,NA,NA,NA,NA,NA,15.162,15.162,15.162,NA,NA,NA,NA,NA,NA,NA,14.693,14.693,14.693,NA,NA,NA,NA,NA,NA,NA,14.808,14.808,14.808,NA,NA,NA,NA,NA,NA,NA,14.793,14.793,14.793,NA,NA,NA,NA,NA,NA,NA,14.742,14.742,14.742,NA,NA,NA,NA,NA,NA,NA,14.81,14.81,14.81,NA,NA,NA,NA,NA,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Cantantes, grupos musicales, artistas, escritores y técnicos independientes",19841.254,16294.278,16294.278,NA,NA,NA,NA,NA,NA,3546.976,18495.351,14982.843,14982.842999999999,NA,NA,NA,NA,NA,NA,3512.508,19229.928,15910.381,15910.381,NA,NA,NA,NA,NA,NA,3319.547,20180.885,17016.133,17016.133,NA,NA,NA,NA,NA,NA,3164.752,20884.69,17459.043,17459.042999999998,NA,NA,NA,NA,NA,NA,3425.647,21819.011,18296.005,18296.005,NA,NA,NA,NA,NA,NA,3523.006,22050.176,18062.67,18062.670000000002,NA,NA,NA,NA,NA,NA,3987.5060000000003,22541.841,17725.728,17725.728,NA,NA,NA,NA,NA,NA,4816.112999999999,24207.813,18352.159,18352.159,NA,NA,NA,NA,NA,NA,5855.6539999999995,25245.475,19184.82,19184.82,NA,NA,NA,NA,NA,NA,6060.655000000001,25413.223,19270.256,19270.256,NA,NA,NA,NA,NA,NA,6142.967000000001,25516.378,19147.8,19147.8,NA,NA,NA,NA,NA,NA,6368.5779999999995
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Cine,14910.82,14910.82,14720.376,NA,NA,NA,NA,NA,190.444,NA,14576.098,14576.098,14396.51,NA,NA,NA,NA,NA,179.588,NA,15556.22,15556.22,15368.633,NA,NA,NA,NA,NA,187.587,NA,16774.109,16774.109,16575.667,NA,NA,NA,NA,NA,198.442,NA,18745.243,18745.243,18460.222,NA,NA,NA,NA,NA,285.021,NA,20422.069,20422.069,20079.652,NA,NA,NA,NA,NA,342.417,NA,21549.5,21549.5,21184.173,NA,NA,NA,NA,NA,365.327,NA,24447.422,24447.422,24015.459,NA,NA,NA,NA,NA,431.963,NA,28212.015,28212.015,27670.534,NA,NA,NA,NA,NA,541.481,NA,30296.793,30296.793,29698.768,NA,NA,NA,NA,NA,598.025,NA,30615.301,30615.301,30001.238,NA,NA,NA,NA,NA,614.063,NA,32824.242,32824.242,31989.622,NA,NA,NA,NA,NA,834.62,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Compañías de teatro, danza y grupos de espectáculos artísticos",188.651,176.316,176.316,NA,NA,NA,NA,NA,NA,12.335,191.022,178.641,178.64100000000002,NA,NA,NA,NA,NA,NA,12.381,191.965,180.414,180.414,NA,NA,NA,NA,NA,NA,11.551,192.556,181.676,181.67600000000002,NA,NA,NA,NA,NA,NA,10.88,196.18,184.373,184.37300000000002,NA,NA,NA,NA,NA,NA,11.807,198.962,186.868,186.86800000000002,NA,NA,NA,NA,NA,NA,12.094,200.323,186.492,186.49200000000002,NA,NA,NA,NA,NA,NA,13.831,200.776,183.794,183.79399999999998,NA,NA,NA,NA,NA,NA,16.982,202.81,182.005,182.005,NA,NA,NA,NA,NA,NA,20.805,204.655,183.227,183.227,NA,NA,NA,NA,NA,NA,21.428,206.703,184.962,184.962,NA,NA,NA,NA,NA,NA,21.741,209.502,186.847,186.847,NA,NA,NA,NA,NA,NA,22.655
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Edición de libros, periódicos, revistas y otros materiales",14332.553,14332.553,13596.932,NA,NA,NA,NA,NA,735.6210000000001,NA,12539.638,12539.638,11882.659,NA,NA,NA,NA,NA,656.979,NA,12119.433,12119.433,11421.851,NA,NA,NA,NA,NA,697.582,NA,12666.761,12666.761,11999.392,NA,NA,NA,NA,NA,667.369,NA,12944.064,12944.064,12222.628999999999,NA,NA,NA,NA,NA,721.4350000000001,NA,12541.905,12541.905,11912.474,NA,NA,NA,NA,NA,629.431,NA,12313.499,12313.499,11747.038999999999,NA,NA,NA,NA,NA,566.46,NA,12761.564,12761.564,12226.168999999998,NA,NA,NA,NA,NA,535.395,NA,12090.797,12090.797,11545.639,NA,NA,NA,NA,NA,545.158,NA,11808.204,11808.204,11290.336000000001,NA,NA,NA,NA,NA,517.8679999999999,NA,10989.975,10989.975,10490.561,NA,NA,NA,NA,NA,499.414,NA,9787.391,9787.391,9259.996,NA,NA,NA,NA,NA,527.395,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Educación artística y cultural,8728.296,8728.296,8728.296,NA,NA,NA,NA,NA,NA,NA,8749.667,8749.667,8749.667000000001,NA,NA,NA,NA,NA,NA,NA,8862.32,8862.32,8862.32,NA,NA,NA,NA,NA,NA,NA,9001.876,9001.876,9001.876,NA,NA,NA,NA,NA,NA,NA,9253.45,9253.45,9253.449999999999,NA,NA,NA,NA,NA,NA,NA,9452.511,9452.511,9452.510999999999,NA,NA,NA,NA,NA,NA,NA,9693.187,9693.187,9693.187,NA,NA,NA,NA,NA,NA,NA,9674.229,9674.229,9674.229000000001,NA,NA,NA,NA,NA,NA,NA,9863.027,9863.027,9863.027,NA,NA,NA,NA,NA,NA,NA,10058.912,10058.912,10058.912,NA,NA,NA,NA,NA,NA,NA,10535.082,10535.082,10535.081999999999,NA,NA,NA,NA,NA,NA,NA,10768.445,10768.445,10768.445000000002,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Espectáculos deportivos,7817.486,7817.486,7817.486,NA,NA,NA,NA,NA,NA,NA,7543.897,7543.897,7543.897,NA,NA,NA,NA,NA,NA,NA,7692.399,7692.399,7692.399,NA,NA,NA,NA,NA,NA,NA,7340.648,7340.648,7340.648,NA,NA,NA,NA,NA,NA,NA,7504.825,7504.825,7504.825,NA,NA,NA,NA,NA,NA,NA,7684.628,7684.628,7684.628000000001,NA,NA,NA,NA,NA,NA,NA,7838.364,7838.364,7838.364,NA,NA,NA,NA,NA,NA,NA,8514.593,8514.593,8514.592999999999,NA,NA,NA,NA,NA,NA,NA,9352.157,9352.157,9352.157000000001,NA,NA,NA,NA,NA,NA,NA,9551.914,9551.914,9551.913999999999,NA,NA,NA,NA,NA,NA,NA,10097.519,10097.519,10097.519,NA,NA,NA,NA,NA,NA,NA,10573.962,10573.962,10573.962,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Fotografía,4843.414,4777.902,4777.902,NA,NA,NA,NA,NA,NA,65.512,4432.385,4366.7,4366.7,NA,NA,NA,NA,NA,NA,65.685,4552.443,4491.486,4491.486,NA,NA,NA,NA,NA,NA,60.956999999999994,4549.195,4492.213,4492.213,NA,NA,NA,NA,NA,NA,56.982,4506.563,4444.579,4444.579,NA,NA,NA,NA,NA,NA,61.984,4268.831,4205.513,4205.513,NA,NA,NA,NA,NA,NA,63.318,4349.842,4276.72,4276.72,NA,NA,NA,NA,NA,NA,73.122,4447.754,4356.907,4356.907,NA,NA,NA,NA,NA,NA,90.84700000000001,4641.911,4528.469,4528.469,NA,NA,NA,NA,NA,NA,113.44200000000001,4581.581,4464.306,4464.3060000000005,NA,NA,NA,NA,NA,NA,117.275,5144.313,5022.881,5022.881,NA,NA,NA,NA,NA,NA,121.43199999999999,5092.376,4965.164,4965.164000000001,NA,NA,NA,NA,NA,NA,127.21199999999999
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Música, radio y otros servicios",7862.511,7862.511,7574.5560000000005,NA,88.631,88.631,NA,NA,199.32399999999998,NA,7950.36,7950.36,7648.925,NA,81.392,81.392,NA,NA,220.043,NA,8422.896,8422.896,8127.866,NA,83.217,83.217,NA,NA,211.81300000000002,NA,8543.613,8543.613,8233.786,NA,76.263,76.263,NA,NA,233.564,NA,8670.571,8670.571,8345.417000000001,NA,98.103,98.103,NA,NA,227.051,NA,9273.444,9273.444,8936.552,NA,84.769,84.769,NA,NA,252.123,NA,10112.096,10112.096,9811.023000000001,NA,84.472,84.472,NA,NA,216.601,NA,10666.742,10666.742,10375.595,NA,76.45,76.45,NA,NA,214.697,NA,11164.333,11164.333,10874.734,NA,69.391,69.391,NA,NA,220.20800000000003,NA,11071.774,11071.774,10793.744,NA,63.403,63.403,NA,NA,214.62699999999998,NA,10933.332,10933.332,10630.258,NA,65.528,65.528,NA,NA,237.546,NA,10585.435,10585.435,10227.287,NA,67.593,67.593,NA,NA,290.555,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Museos,625.593,396.371,396.371,NA,NA,NA,NA,NA,NA,229.222,574.925,352.44,352.44,NA,NA,NA,NA,NA,NA,222.485,588.691,374.866,374.866,NA,NA,NA,NA,NA,NA,213.825,608.713,401.504,401.504,NA,NA,NA,NA,NA,NA,207.209,687.538,458.586,458.586,NA,NA,NA,NA,NA,NA,228.952,696.302,462.472,462.472,NA,NA,NA,NA,NA,NA,233.83,662.191,409.661,409.661,NA,NA,NA,NA,NA,NA,252.53,683.783,390.243,390.243,NA,NA,NA,NA,NA,NA,293.54,726.265,383.093,383.093,NA,NA,NA,NA,NA,NA,343.172,746.464,392.703,392.703,NA,NA,NA,NA,NA,NA,353.761,740.197,384.991,384.991,NA,NA,NA,NA,NA,NA,355.206,715.834,357.864,357.864,NA,NA,NA,NA,NA,NA,357.97
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Promotores de espectáculos artísticos, deportivos y similares",1421.157,1227.866,1227.866,NA,NA,NA,NA,NA,NA,193.291,1355.798,1163.242,1163.242,NA,NA,NA,NA,NA,NA,192.556,1442.492,1260.974,1260.974,NA,NA,NA,NA,NA,NA,181.518,1468.092,1296.531,1296.531,NA,NA,NA,NA,NA,NA,171.561,1556.218,1369.43,1369.43,NA,NA,NA,NA,NA,NA,186.788,1635.817,1443.682,1443.682,NA,NA,NA,NA,NA,NA,192.135,1552.424,1335.304,1335.304,NA,NA,NA,NA,NA,NA,217.12,1611.341,1345.714,1345.714,NA,NA,NA,NA,NA,NA,265.627,1742.228,1415.391,1415.391,NA,NA,NA,NA,NA,NA,326.837,1824.037,1485.408,1485.408,NA,NA,NA,NA,NA,NA,338.629,1761.883,1421.224,1421.224,NA,NA,NA,NA,NA,NA,340.659,1688.308,1337.519,1337.519,NA,NA,NA,NA,NA,NA,350.789
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios creativos (publicidad),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de diseño,10285.569,10285.569,5982.628000000001,NA,NA,NA,NA,NA,4302.941,NA,9299.226,9299.226,5125.695000000001,NA,NA,NA,NA,NA,4173.531,NA,9422.499,9422.499,5156.431,NA,NA,NA,NA,NA,4266.068,NA,9853.47,9853.47,5371.967000000001,NA,NA,NA,NA,NA,4481.503,NA,10376.677,10376.677,5766.723,NA,NA,NA,NA,NA,4609.954,NA,11432.541,11432.541,6119.057,NA,NA,NA,NA,NA,5313.484,NA,12205.22,12205.22,6341.772000000001,NA,NA,NA,NA,NA,5863.448,NA,13624.268,13624.268,7450.55,NA,NA,NA,NA,NA,6173.718,NA,12547.303,12547.303,5719.081,NA,NA,NA,NA,NA,6828.222,NA,12876.235,12876.235,6579.176,NA,NA,NA,NA,NA,6297.059,NA,12502.871,12502.871,6469.523999999999,NA,NA,NA,NA,NA,6033.347,NA,12212.356,12212.356,5558.19,NA,NA,NA,NA,NA,6654.166,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de información (agencias noticiosas, internet, entre otros)",660.426,660.426,565.495,NA,94.931,94.931,NA,NA,NA,NA,699.225,699.225,593.695,NA,105.53,105.53,NA,NA,NA,NA,608.176,608.176,507.514,NA,100.662,100.662,NA,NA,NA,NA,576.059,576.059,476.591,NA,99.468,99.468,NA,NA,NA,NA,623.825,623.825,535.925,NA,87.9,87.9,NA,NA,NA,NA,582.377,582.377,501.446,NA,80.931,80.931,NA,NA,NA,NA,674.531,674.531,580.0899999999999,NA,94.441,94.441,NA,NA,NA,NA,725.777,725.777,626.825,NA,98.952,98.952,NA,NA,NA,NA,687.29,687.29,584.702,NA,102.588,102.588,NA,NA,NA,NA,525.643,525.643,428.305,NA,97.338,97.338,NA,NA,NA,NA,364.935,364.935,273.883,NA,91.052,91.052,NA,NA,NA,NA,307.869,307.869,230.73499999999999,NA,77.134,77.134,NA,NA,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Sitios históricos, parques naturales y otros sitios de patrimonio cultural",1633.489,1138.239,1067.272,NA,70.967,70.967,NA,NA,NA,495.25,1540.582,1053.217,980.531,NA,72.686,72.686,NA,NA,NA,487.365,1457.936,1003.944,929.396,NA,74.548,74.548,NA,NA,NA,453.99199999999996,1520.401,1081.421,1004.0749999999999,NA,77.346,77.346,NA,NA,NA,438.97999999999996,1677.541,1196.571,1109.46,NA,87.111,87.111,NA,NA,NA,480.97,1597.491,1115.008,1039.467,NA,75.541,75.541,NA,NA,NA,482.483,1502.686,980.394,910.6220000000001,NA,69.772,69.772,NA,NA,NA,522.292,1653.785,1027.209,956.6379999999999,NA,70.571,70.571,NA,NA,NA,626.5759999999999,1634.054,918.767,848.337,NA,70.43,70.43,NA,NA,NA,715.287,1607.184,884.721,804.5630000000001,NA,80.158,80.158,NA,NA,NA,722.463,1631.707,898.419,812.063,NA,86.356,86.356,NA,NA,NA,733.288,1589.73,846.49,766.846,NA,79.644,79.644,NA,NA,NA,743.24
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Televisión y otros servicios,32508.709,32508.709,32508.709,NA,NA,NA,NA,NA,NA,NA,35740.815,35740.815,35740.814999999995,NA,NA,NA,NA,NA,NA,NA,39338.415,39338.415,39311.278,NA,27.137,27.137,NA,NA,NA,NA,41181.635,41181.635,41071.323000000004,NA,110.312,110.312,NA,NA,NA,NA,40661.745,40661.745,40371.303,NA,290.442,290.442,NA,NA,NA,NA,40484.683,40484.683,40231.139,NA,253.544,253.544,NA,NA,NA,NA,38514.194,38514.194,38053.111,NA,461.083,461.083,NA,NA,NA,NA,40943.547,40943.547,40428.915,NA,514.632,514.632,NA,NA,NA,NA,36758.49,36758.49,36233.865000000005,NA,524.625,524.625,NA,NA,NA,NA,40436.459,40436.459,39870.177,NA,566.282,566.282,NA,NA,NA,NA,42071.729,42071.729,41560.236000000004,NA,511.493,511.493,NA,NA,NA,NA,35528.061,35528.061,35314.936,NA,213.125,213.125,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos,143300.88,143244.642,141751.056,NA,NA,NA,NA,NA,1493.586,56.238,157067.986,157012.272,155464.503,NA,NA,NA,NA,NA,1547.769,55.714,154919.765,154865.097,153318.672,NA,NA,NA,NA,NA,1546.425,54.668,152497.528,152441.039,150784.034,NA,NA,NA,NA,NA,1657.005,56.489,185865.369,185809.352,183968.742,NA,NA,NA,NA,NA,1840.61,56.017,199383.976,199326.189,197493.873,NA,NA,NA,NA,NA,1832.316,57.787,206978.468,206920.558,204917.215,NA,NA,NA,NA,NA,2003.343,57.91,243486.83,243426.66,241246.517,NA,NA,NA,NA,NA,2180.143,60.17,284187.29,284124.862,281365.474,NA,NA,NA,NA,NA,2759.388,62.428,311927.441,311862.345,309702.941,NA,NA,NA,NA,NA,2159.404,65.096,323014.49,322951.436,320593.238,NA,NA,NA,NA,NA,2358.198,63.054,344477.872,344418.656,342251.331,NA,NA,NA,NA,NA,2167.325,59.216
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes,1845.483,1845.483,1310.548,NA,NA,NA,NA,NA,534.935,NA,1805.044,1805.044,1242.11,NA,NA,NA,NA,NA,562.934,NA,1867.703,1867.703,1264.809,NA,NA,NA,NA,NA,602.894,NA,1995.078,1995.078,1371.205,NA,NA,NA,NA,NA,623.873,NA,2010.799,2010.799,1293.833,NA,NA,NA,NA,NA,716.966,NA,1815.089,1815.089,1180.759,NA,NA,NA,NA,NA,634.33,NA,2024.242,2024.242,1295.052,NA,NA,NA,NA,NA,729.19,NA,2337.103,2337.103,1551.563,NA,NA,NA,NA,NA,785.54,NA,3353.862,3353.862,2072.869,NA,NA,NA,NA,NA,1280.993,NA,2549.344,2549.344,1697.603,NA,NA,NA,NA,NA,851.741,NA,3368.199,3368.199,2261.346,NA,NA,NA,NA,NA,1106.853,NA,3355.576,3355.576,2435.002,NA,NA,NA,NA,NA,920.574,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos para impresión y fabricación de anuncios,0.09,0.09,0.126,NA,NA,NA,NA,NA,-0.036,NA,0.097,0.097,0.35100000000000003,NA,NA,NA,NA,NA,-0.254,NA,0.69,0.69,0.833,NA,NA,NA,NA,NA,-0.143,NA,2.384,2.384,2.024,NA,NA,NA,NA,NA,0.36,NA,54.027,54.027,9.09,NA,NA,NA,NA,NA,44.937,NA,0.717,0.717,0.847,NA,NA,NA,NA,NA,-0.13,NA,11.304,11.304,2.279,NA,NA,NA,NA,NA,9.025,NA,0.665,0.665,0.585,NA,NA,NA,NA,NA,0.08,NA,0.533,0.533,0.578,NA,NA,NA,NA,NA,-0.045,NA,0.476,0.476,0.49,NA,NA,NA,NA,NA,-0.014,NA,0.238,0.238,0.367,NA,NA,NA,NA,NA,-0.129,NA,0.351,0.351,0.383,NA,NA,NA,NA,NA,-0.032,NA
