Descriptores,2008|Total,2008|Financiamiento|Total de residentes,2008|Financiamiento|Hogares,2008|Financiamiento|ISFL,2008|Financiamiento|Total de gobierno,2008|Financiamiento|Niveles de gobierno|Gobierno federal,2008|Financiamiento|Niveles de gobierno|Gobierno estatal,2008|Financiamiento|Niveles de gobierno|Gobierno municipal,2008|Financiamiento|Sociedades no financieras,2008|Financiamiento|Total no residentes,2009|Total,2009|Financiamiento|Total de residentes,2009|Financiamiento|Hogares,2009|Financiamiento|ISFL,2009|Financiamiento|Total de gobierno,2009|Financiamiento|Niveles de gobierno|Gobierno federal,2009|Financiamiento|Niveles de gobierno|Gobierno estatal,2009|Financiamiento|Niveles de gobierno|Gobierno municipal,2009|Financiamiento|Sociedades no financieras,2009|Financiamiento|Total no residentes,2010|Total,2010|Financiamiento|Total de residentes,2010|Financiamiento|Hogares,2010|Financiamiento|ISFL,2010|Financiamiento|Total de gobierno,2010|Financiamiento|Niveles de gobierno|Gobierno federal,2010|Financiamiento|Niveles de gobierno|Gobierno estatal,2010|Financiamiento|Niveles de gobierno|Gobierno municipal,2010|Financiamiento|Sociedades no financieras,2010|Financiamiento|Total no residentes,2011|Total,2011|Financiamiento|Total de residentes,2011|Financiamiento|Hogares,2011|Financiamiento|ISFL,2011|Financiamiento|Total de gobierno,2011|Financiamiento|Niveles de gobierno|Gobierno federal,2011|Financiamiento|Niveles de gobierno|Gobierno estatal,2011|Financiamiento|Niveles de gobierno|Gobierno municipal,2011|Financiamiento|Sociedades no financieras,2011|Financiamiento|Total no residentes,2012|Total,2012|Financiamiento|Total de residentes,2012|Financiamiento|Hogares,2012|Financiamiento|ISFL,2012|Financiamiento|Total de gobierno,2012|Financiamiento|Niveles de gobierno|Gobierno federal,2012|Financiamiento|Niveles de gobierno|Gobierno estatal,2012|Financiamiento|Niveles de gobierno|Gobierno municipal,2012|Financiamiento|Sociedades no financieras,2012|Financiamiento|Total no residentes,2013|Total,2013|Financiamiento|Total de residentes,2013|Financiamiento|Hogares,2013|Financiamiento|ISFL,2013|Financiamiento|Total de gobierno,2013|Financiamiento|Niveles de gobierno|Gobierno federal,2013|Financiamiento|Niveles de gobierno|Gobierno estatal,2013|Financiamiento|Niveles de gobierno|Gobierno municipal,2013|Financiamiento|Sociedades no financieras,2013|Financiamiento|Total no residentes,2014|Total,2014|Financiamiento|Total de residentes,2014|Financiamiento|Hogares,2014|Financiamiento|ISFL,2014|Financiamiento|Total de gobierno,2014|Financiamiento|Niveles de gobierno|Gobierno federal,2014|Financiamiento|Niveles de gobierno|Gobierno estatal,2014|Financiamiento|Niveles de gobierno|Gobierno municipal,2014|Financiamiento|Sociedades no financieras,2014|Financiamiento|Total no residentes,2015|Total,2015|Financiamiento|Total de residentes,2015|Financiamiento|Hogares,2015|Financiamiento|ISFL,2015|Financiamiento|Total de gobierno,2015|Financiamiento|Niveles de gobierno|Gobierno federal,2015|Financiamiento|Niveles de gobierno|Gobierno estatal,2015|Financiamiento|Niveles de gobierno|Gobierno municipal,2015|Financiamiento|Sociedades no financieras,2015|Financiamiento|Total no residentes,2016|Total,2016|Financiamiento|Total de residentes,2016|Financiamiento|Hogares,2016|Financiamiento|ISFL,2016|Financiamiento|Total de gobierno,2016|Financiamiento|Niveles de gobierno|Gobierno federal,2016|Financiamiento|Niveles de gobierno|Gobierno estatal,2016|Financiamiento|Niveles de gobierno|Gobierno municipal,2016|Financiamiento|Sociedades no financieras,2016|Financiamiento|Total no residentes,2017|Total,2017|Financiamiento|Total de residentes,2017|Financiamiento|Hogares,2017|Financiamiento|ISFL,2017|Financiamiento|Total de gobierno,2017|Financiamiento|Niveles de gobierno|Gobierno federal,2017|Financiamiento|Niveles de gobierno|Gobierno estatal,2017|Financiamiento|Niveles de gobierno|Gobierno municipal,2017|Financiamiento|Sociedades no financieras,2017|Financiamiento|Total no residentes,2018|Total<P>,2018|Financiamiento|Total de residentes<P>,2018|Financiamiento|Hogares<P>,2018|Financiamiento|ISFL<P>,2018|Financiamiento|Total de gobierno<P>,2018|Financiamiento|Niveles de gobierno|Gobierno federal<P>,2018|Financiamiento|Niveles de gobierno|Gobierno estatal<P>,2018|Financiamiento|Niveles de gobierno|Gobierno municipal<P>,2018|Financiamiento|Sociedades no financieras<P>,2018|Financiamiento|Total no residentes<P>,2019|Total<P>,2019|Financiamiento|Total de residentes<P>,2019|Financiamiento|Hogares<P>,2019|Financiamiento|ISFL<P>,2019|Financiamiento|Total de gobierno<P>,2019|Financiamiento|Niveles de gobierno|Gobierno federal<P>,2019|Financiamiento|Niveles de gobierno|Gobierno estatal<P>,2019|Financiamiento|Niveles de gobierno|Gobierno municipal<P>,2019|Financiamiento|Sociedades no financieras<P>,2019|Financiamiento|Total no residentes<P>
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios,141455.397,141399.159,140429.514,NA,10.994,10.994,NA,NA,958.651,56.238,155262.942,155207.228,154199.534,NA,22.859,22.859,NA,NA,984.835,55.714,153052.063,152997.395,152001.128,NA,52.736,52.736,NA,NA,943.531,54.668,150502.45,150445.961,149371.427,NA,41.402,41.402,NA,NA,1033.132,56.489,183854.571,183798.554,182674.227,NA,0.683,0.683,NA,NA,1123.644,56.017,197568.887,197511.1,196307.028,NA,6.086,6.086,NA,NA,1197.986,57.787,204954.227,204896.317,203609.543,NA,12.621,12.621,NA,NA,1274.153,57.91,241149.726,241089.556,239693.902,NA,1.051,1.051,NA,NA,1394.603,60.17,280833.429,280771.001,279292.588,NA,0.018,0.018,NA,NA,1478.395,62.428,309378.097,309313.001,308005.328,NA,0.01,0.01,NA,NA,1307.663,65.096,319646.292,319583.238,318331.892,NA,0.001,0.001,NA,NA,1251.345,63.054,341122.296,341063.08,339816.328,NA,0.001,0.001,NA,NA,1246.751,59.216
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de artículos (discos, instrumentos musicales, proyectores, producción audiovisual entre otros)<C2>",1281.149,1281.149,1270.155,NA,10.994,10.994,NA,NA,NA,NA,1191.829,1191.829,1168.9699999999998,NA,22.859,22.859,NA,NA,NA,NA,1271.957,1271.957,1219.221,NA,52.736,52.736,NA,NA,NA,NA,1303.598,1303.598,1262.196,NA,41.402,41.402,NA,NA,NA,NA,1259.296,1259.296,1259.296,NA,NA,NA,NA,NA,NA,NA,1324.343,1324.343,1318.923,NA,5.42,5.42,NA,NA,NA,NA,1389.844,1389.844,1377.902,NA,11.942,11.942,NA,NA,NA,NA,1463.854,1463.854,1463.092,NA,0.762,0.762,NA,NA,NA,NA,1455.954,1455.954,1455.938,NA,0.016,0.016,NA,NA,NA,NA,1540.243,1540.243,1540.234,NA,0.009,0.009,NA,NA,NA,NA,1539.006,1539.006,1539.006,NA,NA,NA,NA,NA,NA,NA,1600.978,1600.978,1600.978,NA,NA,NA,NA,NA,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de sitios (teatros, auditorios, estadios, entre otros)",7.11,7.11,7.11,NA,NA,NA,NA,NA,NA,NA,6.554,6.554,6.554,NA,NA,NA,NA,NA,NA,NA,5.784,5.784,5.784,NA,NA,NA,NA,NA,NA,NA,6.019,6.019,6.019,NA,NA,NA,NA,NA,NA,NA,6.132,6.132,6.132,NA,NA,NA,NA,NA,NA,NA,6.265,6.265,6.265,NA,NA,NA,NA,NA,NA,NA,6.373,6.373,6.373,NA,NA,NA,NA,NA,NA,NA,6.459,6.459,6.459,NA,NA,NA,NA,NA,NA,NA,6.622,6.622,6.622,NA,NA,NA,NA,NA,NA,NA,6.642,6.642,6.642,NA,NA,NA,NA,NA,NA,NA,6.696,6.696,6.696,NA,NA,NA,NA,NA,NA,NA,6.807,6.807,6.807,NA,NA,NA,NA,NA,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de apoyo a la edición, diseño y publicidad",423.919,405.28,290.23600000000005,NA,NA,NA,NA,NA,115.044,18.639,425.016,406.378,275.716,NA,NA,NA,NA,NA,130.662,18.638,404.729,387.575,264.509,NA,NA,NA,NA,NA,123.066,17.154,395.055,377.96,260.286,NA,NA,NA,NA,NA,117.674,17.095,404.561,386.945,257.048,NA,NA,NA,NA,NA,129.897,17.616,407.947,390.07,262.413,NA,NA,NA,NA,NA,127.657,17.877,408.465,389.847,260.291,NA,NA,NA,NA,NA,129.556,18.618,433.342,412.085,257.281,NA,NA,NA,NA,NA,154.804,21.257,449.581,426.588,262.63300000000004,NA,NA,NA,NA,NA,163.95499999999998,22.993,428.032,402.499,245.73199999999997,NA,NA,NA,NA,NA,156.767,25.533,421.789,397.288,241.362,NA,NA,NA,NA,NA,155.926,24.501,400.711,378.296,228.842,NA,NA,NA,NA,NA,149.454,22.415
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de medios de comunicación (internet),137465.071,137465.071,137465.071,NA,NA,NA,NA,NA,NA,NA,151321.932,151321.932,151321.932,NA,NA,NA,NA,NA,NA,NA,149127.078,149127.078,149127.07799999998,NA,NA,NA,NA,NA,NA,NA,146353.291,146353.291,146353.291,NA,NA,NA,NA,NA,NA,NA,179756.984,179756.984,179756.30099999998,NA,0.683,0.683,NA,NA,NA,NA,193276.589,193276.589,193275.923,NA,0.666,0.666,NA,NA,NA,NA,200450.537,200450.537,200449.858,NA,0.679,0.679,NA,NA,NA,NA,236169.463,236169.463,236169.17400000003,NA,0.289,0.289,NA,NA,NA,NA,275797.716,275797.716,275797.714,NA,0.002,0.002,NA,NA,NA,NA,304398.276,304398.276,304398.27499999997,NA,0.001,0.001,NA,NA,NA,NA,314657.329,314657.329,314657.328,NA,0.001,0.001,NA,NA,NA,NA,335889.857,335889.857,335889.85599999997,NA,0.001,0.001,NA,NA,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios para el registro derechos de autor (composiciones musicales, obras musicales, entre otros)",2219.97,2219.97,1382.751,NA,NA,NA,NA,NA,837.219,NA,2262.524,2262.524,1414.129,NA,NA,NA,NA,NA,848.395,NA,2187.925,2187.925,1373.25,NA,NA,NA,NA,NA,814.675,NA,2387.005,2387.005,1477.617,NA,NA,NA,NA,NA,909.388,NA,2371.609,2371.609,1384.2730000000001,NA,NA,NA,NA,NA,987.336,NA,2496.106,2496.106,1431.4560000000001,NA,NA,NA,NA,NA,1064.65,NA,2642.971,2642.971,1504.2620000000002,NA,NA,NA,NA,NA,1138.709,NA,3021.733,3021.733,1787.922,NA,NA,NA,NA,NA,1233.811,NA,3068.51,3068.51,1760.312,NA,NA,NA,NA,NA,1308.198,NA,2950.409,2950.409,1805.6,NA,NA,NA,NA,NA,1144.809,NA,2967.405,2967.405,1878.5410000000002,NA,NA,NA,NA,NA,1088.864,NA,3171.62,3171.62,2080.261,NA,NA,NA,NA,NA,1091.359,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Sitios de recreación,37.631,0.032,0.032,NA,NA,NA,NA,NA,NA,37.599,37.108,0.032,0.032,NA,NA,NA,NA,NA,NA,37.076,37.547,0.033,0.033,NA,NA,NA,NA,NA,NA,37.51400000000001,39.428,0.034,0.034,NA,NA,NA,NA,NA,NA,39.394,38.433,0.032,0.032,NA,NA,NA,NA,NA,NA,38.401,39.945,0.035,0.035,NA,NA,NA,NA,NA,NA,39.91,39.323,0.031,0.031,NA,NA,NA,NA,NA,NA,39.292,38.945,0.032,0.032,NA,NA,NA,NA,NA,NA,38.913000000000004,39.464,0.029,0.028999999999999998,NA,NA,NA,NA,NA,NA,39.434999999999995,39.595,0.032,0.032,NA,NA,NA,NA,NA,NA,39.563,38.583,0.03,0.03,NA,NA,NA,NA,NA,NA,38.553,36.831,0.03,0.03,NA,NA,NA,NA,NA,NA,36.800999999999995
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios auxiliares para la edificación,20.547,20.547,14.159,NA,NA,NA,NA,NA,6.388,NA,17.979,17.979,12.201,NA,NA,NA,NA,NA,5.778,NA,17.043,17.043,11.253,NA,NA,NA,NA,NA,5.79,NA,18.054,18.054,11.984,NA,NA,NA,NA,NA,6.07,NA,17.556,17.556,11.145,NA,NA,NA,NA,NA,6.411,NA,17.692,17.692,12.013,NA,NA,NA,NA,NA,5.678999999999999,NA,16.714,16.714,10.826,NA,NA,NA,NA,NA,5.888,NA,15.93,15.93,9.942,NA,NA,NA,NA,NA,5.9879999999999995,NA,15.582,15.582,9.34,NA,NA,NA,NA,NA,6.242,NA,14.9,14.9,8.813,NA,NA,NA,NA,NA,6.087,NA,15.484,15.484,8.929,NA,NA,NA,NA,NA,6.555,NA,15.492,15.492,9.554,NA,NA,NA,NA,NA,5.938,NA
Millones de pesos a precios de 2013|Total cultura|Gestión pública en actividades culturales,53611.277,53611.277,NA,NA,53611.277,35167.668,18443.609,NA,NA,NA,52986.208,52986.208,NA,NA,52986.208,34497.455,18488.753,NA,NA,NA,54387.068,54387.068,NA,NA,54387.067,35831.357,18555.711,NA,NA,NA,57636.051,57636.051,NA,NA,57636.051,38167.997,19468.054,NA,NA,NA,57950.864,57950.864,NA,NA,57950.865,38309.005,19641.859,NA,NA,NA,54639.282,54639.282,NA,NA,54639.282,35508.474,19130.808,NA,NA,NA,53241.572,53241.572,NA,NA,53241.572,32771.628,20469.944,NA,NA,NA,56315.462,56315.462,NA,NA,56315.462,34994.461,21321.001,NA,NA,NA,57943.662,57943.662,NA,NA,57943.662,36419.154,21524.508,NA,NA,NA,56271.273,56271.273,NA,NA,56271.273,35190.492,21080.781,NA,NA,NA,59080.311,59080.311,NA,NA,59080.311,37734.919,21345.392,NA,NA,NA,54718.399,54718.399,NA,NA,54718.4,33418.977,21299.422,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Gestión pública en actividades culturales|Administración federal,35167.668,35167.668,NA,NA,35167.66830156401,35167.66830156401,NA,NA,NA,NA,34497.455,34497.455,NA,NA,34497.45477513327,34497.45477513327,NA,NA,NA,NA,35831.357,35831.357,NA,NA,35831.35665712015,35831.35665712015,NA,NA,NA,NA,38167.997,38167.997,NA,NA,38167.99735208118,38167.99735208118,NA,NA,NA,NA,38309.005,38309.005,NA,NA,38309.005388914884,38309.005388914884,NA,NA,NA,NA,35508.474,35508.474,NA,NA,35508.474416008015,35508.474416008015,NA,NA,NA,NA,32771.628,32771.628,NA,NA,32771.627537851644,32771.627537851644,NA,NA,NA,NA,34994.461,34994.461,NA,NA,34994.46129896717,34994.46129896717,NA,NA,NA,NA,36419.154,36419.154,NA,NA,36419.153703965254,36419.153703965254,NA,NA,NA,NA,35190.492,35190.492,NA,NA,35190.49201103354,35190.49201103354,NA,NA,NA,NA,37734.919,37734.919,NA,NA,37734.91855221743,37734.91855221743,NA,NA,NA,NA,33418.977,33418.977,NA,NA,33418.97714841007,33418.97714841007,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Gestión pública en actividades culturales|Administración estatal,18443.609,18443.609,NA,NA,18443.608707352105,NA,18443.608707352105,NA,NA,NA,18488.753,18488.753,NA,NA,18488.75317597542,NA,18488.75317597542,NA,NA,NA,18555.711,18555.711,NA,NA,18555.710537462466,NA,18555.710537462466,NA,NA,NA,19468.054,19468.054,NA,NA,19468.054102050963,NA,19468.054102050963,NA,NA,NA,19641.859,19641.859,NA,NA,19641.85936277244,NA,19641.85936277244,NA,NA,NA,19130.808,19130.808,NA,NA,19130.807637622915,NA,19130.807637622915,NA,NA,NA,20469.944,20469.944,NA,NA,20469.944447264075,NA,20469.944447264075,NA,NA,NA,21321.001,21321.001,NA,NA,21321.000505791213,NA,21321.000505791213,NA,NA,NA,21524.508,21524.508,NA,NA,21524.507962414387,NA,21524.507962414387,NA,NA,NA,21080.781,21080.781,NA,NA,21080.78140105611,NA,21080.78140105611,NA,NA,NA,21345.392,21345.392,NA,NA,21345.392047665722,NA,21345.392047665722,NA,NA,NA,21299.422,21299.422,NA,NA,21299.422390695072,NA,21299.422390695072,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Asociaciones y organizaciones civiles,369.204,369.204,NA,356.678,12.526,12.526,NA,NA,NA,NA,375.851,375.851,NA,363.1,12.751,12.751,NA,NA,NA,NA,360.353,360.353,NA,348.128,12.225,12.225,NA,NA,NA,NA,359.626,359.626,NA,347.425,12.201,12.201,NA,NA,NA,NA,385.106,385.106,NA,372.041,13.065,13.065,NA,NA,NA,NA,370.351,370.351,NA,357.787,12.564,12.564,NA,NA,NA,NA,374.064,374.064,NA,361.374,12.69,12.69,NA,NA,NA,NA,359.641,359.641,NA,347.44,12.201,12.201,NA,NA,NA,NA,339.666,339.666,NA,328.143,11.523,11.523,NA,NA,NA,NA,336.718,336.718,NA,325.295,11.423,11.423,NA,NA,NA,NA,528.875,528.875,NA,510.932,17.943,17.943,NA,NA,NA,NA,526.667,526.667,NA,508.799,17.868,17.868,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Producción cultural de los hogares,95916.44,95916.44,95916.44,NA,NA,NA,NA,NA,NA,NA,88535.249,88535.249,88535.249,NA,NA,NA,NA,NA,NA,NA,93117.162,93117.162,93117.162,NA,NA,NA,NA,NA,NA,NA,97809.524,97809.524,97809.524,NA,NA,NA,NA,NA,NA,NA,100025.066,100025.066,100025.066,NA,NA,NA,NA,NA,NA,NA,100466.317,100466.317,100466.317,NA,NA,NA,NA,NA,NA,NA,100582.37,100582.37,100582.37,NA,NA,NA,NA,NA,NA,NA,103438.557,103438.557,103438.557,NA,NA,NA,NA,NA,NA,NA,108719.403,108719.403,108719.403,NA,NA,NA,NA,NA,NA,NA,111881.192,111881.192,111881.192,NA,NA,NA,NA,NA,NA,NA,117669.322,117669.322,117669.322,NA,NA,NA,NA,NA,NA,NA,116753.115,116753.115,116753.115,NA,NA,NA,NA,NA,NA,NA
