Descriptores,2008|Oferta|Producción bruta a precios productor,2008|Oferta|Importaciones C.I.F.,2008|Oferta|Márgenes de comercio y transporte,2008|Oferta y utilización,2008|Utilización|Demanda intermedia,2008|Utilización|Demanda final|Consumo privado,2008|Utilización|Demanda final|Consumo de gobierno,2008|Utilización|Demanda final|Formación bruta de capital fijo,2008|Utilización|Demanda final|Variación de existencias,2008|Utilización|Demanda final|Exportaciones de bienes FOB,2009|Oferta|Producción bruta a precios productor,2009|Oferta|Importaciones C.I.F.,2009|Oferta|Márgenes de comercio y transporte,2009|Oferta y utilización,2009|Utilización|Demanda intermedia,2009|Utilización|Demanda final|Consumo privado,2009|Utilización|Demanda final|Consumo de gobierno,2009|Utilización|Demanda final|Formación bruta de capital fijo,2009|Utilización|Demanda final|Variación de existencias,2009|Utilización|Demanda final|Exportaciones de bienes FOB,2010|Oferta|Producción bruta a precios productor,2010|Oferta|Importaciones C.I.F.,2010|Oferta|Márgenes de comercio y transporte,2010|Oferta y utilización,2010|Utilización|Demanda intermedia,2010|Utilización|Demanda final|Consumo privado,2010|Utilización|Demanda final|Consumo de gobierno,2010|Utilización|Demanda final|Formación bruta de capital fijo,2010|Utilización|Demanda final|Variación de existencias,2010|Utilización|Demanda final|Exportaciones de bienes FOB,2011|Oferta|Producción bruta a precios productor,2011|Oferta|Importaciones C.I.F.,2011|Oferta|Márgenes de comercio y transporte,2011|Oferta y utilización,2011|Utilización|Demanda intermedia,2011|Utilización|Demanda final|Consumo privado,2011|Utilización|Demanda final|Consumo de gobierno,2011|Utilización|Demanda final|Formación bruta de capital fijo,2011|Utilización|Demanda final|Variación de existencias,2011|Utilización|Demanda final|Exportaciones de bienes FOB,2012|Oferta|Producción bruta a precios productor,2012|Oferta|Importaciones C.I.F.,2012|Oferta|Márgenes de comercio y transporte,2012|Oferta y utilización,2012|Utilización|Demanda intermedia,2012|Utilización|Demanda final|Consumo privado,2012|Utilización|Demanda final|Consumo de gobierno,2012|Utilización|Demanda final|Formación bruta de capital fijo,2012|Utilización|Demanda final|Variación de existencias,2012|Utilización|Demanda final|Exportaciones de bienes FOB,2013|Oferta|Producción bruta a precios productor,2013|Oferta|Importaciones C.I.F.,2013|Oferta|Márgenes de comercio y transporte,2013|Oferta y utilización,2013|Utilización|Demanda intermedia,2013|Utilización|Demanda final|Consumo privado,2013|Utilización|Demanda final|Consumo de gobierno,2013|Utilización|Demanda final|Formación bruta de capital fijo,2013|Utilización|Demanda final|Variación de existencias,2013|Utilización|Demanda final|Exportaciones de bienes FOB,2014|Oferta|Producción bruta a precios productor,2014|Oferta|Importaciones C.I.F.,2014|Oferta|Márgenes de comercio y transporte,2014|Oferta y utilización,2014|Utilización|Demanda intermedia,2014|Utilización|Demanda final|Consumo privado,2014|Utilización|Demanda final|Consumo de gobierno,2014|Utilización|Demanda final|Formación bruta de capital fijo,2014|Utilización|Demanda final|Variación de existencias,2014|Utilización|Demanda final|Exportaciones de bienes FOB,2015|Oferta|Producción bruta a precios productor,2015|Oferta|Importaciones C.I.F.,2015|Oferta|Márgenes de comercio y transporte,2015|Oferta y utilización,2015|Utilización|Demanda intermedia,2015|Utilización|Demanda final|Consumo privado,2015|Utilización|Demanda final|Consumo de gobierno,2015|Utilización|Demanda final|Formación bruta de capital fijo,2015|Utilización|Demanda final|Variación de existencias,2015|Utilización|Demanda final|Exportaciones de bienes FOB,2016|Oferta|Producción bruta a precios productor,2016|Oferta|Importaciones C.I.F.,2016|Oferta|Márgenes de comercio y transporte,2016|Oferta y utilización,2016|Utilización|Demanda intermedia,2016|Utilización|Demanda final|Consumo privado,2016|Utilización|Demanda final|Consumo de gobierno,2016|Utilización|Demanda final|Formación bruta de capital fijo,2016|Utilización|Demanda final|Variación de existencias,2016|Utilización|Demanda final|Exportaciones de bienes FOB,2017|Oferta|Producción bruta a precios productor,2017|Oferta|Importaciones C.I.F.,2017|Oferta|Márgenes de comercio y transporte,2017|Oferta y utilización,2017|Utilización|Demanda intermedia,2017|Utilización|Demanda final|Consumo privado,2017|Utilización|Demanda final|Consumo de gobierno,2017|Utilización|Demanda final|Formación bruta de capital fijo,2017|Utilización|Demanda final|Variación de existencias,2017|Utilización|Demanda final|Exportaciones de bienes FOB,2018|Oferta|Producción bruta a precios productor<P>,2018|Oferta|Importaciones C.I.F.<P>,2018|Oferta|Márgenes de comercio y transporte<P>,2018|Oferta y utilización<P>,2018|Utilización|Demanda intermedia<P>,2018|Utilización|Demanda final|Consumo privado<P>,2018|Utilización|Demanda final|Consumo de gobierno<P>,2018|Utilización|Demanda final|Formación bruta de capital fijo<P>,2018|Utilización|Demanda final|Variación de existencias<P>,2018|Utilización|Demanda final|Exportaciones de bienes FOB<P>,2019|Oferta|Producción bruta a precios productor<P>,2019|Oferta|Importaciones C.I.F.<P>,2019|Oferta|Márgenes de comercio y transporte<P>,2019|Oferta y utilización<P>,2019|Utilización|Demanda intermedia<P>,2019|Utilización|Demanda final|Consumo privado<P>,2019|Utilización|Demanda final|Consumo de gobierno<P>,2019|Utilización|Demanda final|Formación bruta de capital fijo<P>,2019|Utilización|Demanda final|Variación de existencias<P>,2019|Utilización|Demanda final|Exportaciones de bienes FOB<P>
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Ropa artística, típica y otros",122.251,NA,40.087,162.338,4.889,157.443,NA,NA,0.006,NA,121.177,NA,40.002,161.179,5.442,155.609,NA,NA,0.128,NA,133.295,NA,43.528,176.823,6.206,170.737,NA,NA,-0.12,NA,147.407,NA,48.229,195.636,8.523,186.955,NA,NA,0.159,NA,162.593,NA,53.183,215.776,9.099,206.729,NA,NA,-0.052,NA,153.389,NA,50.129,203.518,9.17,194.332,NA,NA,0.016,NA,151.548,NA,48.802,200.35,9.878,190.445,NA,NA,0.027,NA,162.132,NA,52.969,215.101,10.209,204.829,NA,NA,0.064,NA,173.79,NA,56.647,230.437,10.779,219.517,NA,NA,0.141,NA,183.3,NA,60.088,243.388,11.616,231.703,NA,NA,0.069,NA,192.81,NA,62.913,255.723,12.786,242.806,NA,NA,0.131,NA,192.043,NA,62.844,254.887,12.034,242.701,NA,NA,0.151,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios,192367.198,1026.461,NA,193393.659,89390.663,99225.667,270.983,4476.544,NA,29.797,194251.297,2755.557,NA,197006.854,90068.254,102047.906,290.504,4568.163,NA,32.03,207791.796,3655.465,NA,211447.261,94377.239,111862.849,319.751,4825.995,NA,61.433,220087.203,4395.192,NA,224482.395,99415.672,119391.401,407.2,5210.118,NA,57.997,236205.693,4297.202,NA,240502.895,106615.706,127428.604,655.56,5742.298,NA,60.724,246408.807,3200.207,NA,249609.014,107465.847,135040.717,527.088,6537.455,NA,37.902,257995.685,3726.615,NA,261722.3,112548.295,141108.58,763.093,7263.522,NA,38.805,276276.813,3843.344,NA,280120.157,118347.673,152879.095,811.513,8033.1,NA,48.775,293382.847,4386.23,NA,297769.077,127480.639,160360.164,848.321,9049.133,NA,30.819,316703.582,5386.347,NA,322089.929,136027.682,175332.904,839.116,9867.974,NA,22.257,337608.088,5292.854,NA,342900.942,146383.535,185587.502,896.774,9837.928,NA,195.202,336470.49,5213.088,NA,341683.578,143124.191,186536.523,632.946,11203.716,NA,186.201
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Bibliotecas,166.154,NA,NA,166.154,154.81,11.344,NA,NA,NA,NA,175.291,NA,NA,175.291,163.516,11.775,NA,NA,NA,NA,183.433,NA,NA,183.433,170.933,12.5,NA,NA,NA,NA,197.725,NA,NA,197.725,184.365,13.36,NA,NA,NA,NA,208.522,NA,NA,208.522,194.302,14.22,NA,NA,NA,NA,216.496,NA,NA,216.496,201.807,14.689,NA,NA,NA,NA,228.837,NA,NA,228.837,213.558,15.278,NA,NA,NA,NA,235.548,NA,NA,235.548,220.464,15.084,NA,NA,NA,NA,247.239,NA,NA,247.239,231.401,15.838,NA,NA,NA,NA,261.311,NA,NA,261.311,244.564,16.747,NA,NA,NA,NA,273.002,NA,NA,273.002,255.499,17.503,NA,NA,NA,NA,287.507,NA,NA,287.507,269.056,18.451,NA,NA,NA,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Cantantes, grupos musicales, artistas, escritores y técnicos independientes",20784.408,NA,NA,20784.408,4507.269,16277.137999999999,NA,NA,NA,NA,20385.242000000002,NA,NA,20385.242,4617.499,15767.743999999999,NA,NA,NA,NA,22035.802,NA,NA,22035.802,4786.222,17249.58,NA,NA,NA,NA,23803.002,NA,NA,23803.002,5184.776,18618.225,NA,NA,NA,NA,25789.309,NA,NA,25789.309,5812.118,19977.190000000002,NA,NA,NA,NA,27508.402000000002,NA,NA,27508.402,5689.392,21819.010000000002,NA,NA,NA,NA,28841.734,NA,NA,28841.734,5851.469,22990.265,NA,NA,NA,NA,30485.222999999998,NA,NA,30485.223,6593.86,23891.362999999998,NA,NA,NA,NA,33271.624,NA,NA,33271.624,6818.174,26453.449999999997,NA,NA,NA,NA,36489.532,NA,NA,36489.532,7418.521,29071.011,NA,NA,NA,NA,38812.049,NA,NA,38812.049,8210.263,30601.786,NA,NA,NA,NA,40013.279,NA,NA,40013.279,8133.152,31880.127,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Cine,15189.437000000002,NA,NA,15189.437,2925.5730000000003,12168.046,NA,95.818,NA,NA,15367.861,NA,NA,15367.861,2809.085,12386.643,NA,172.133,NA,NA,17640.81,NA,NA,17640.81,3006.739,14468.739,NA,165.334,NA,NA,19127.441,NA,NA,19127.441,3179.373,15794.986,NA,153.082,NA,NA,22142.116,NA,NA,22142.116,3662.856,18241.878,NA,237.381,NA,NA,24444.326999999997,NA,NA,24444.327,4022.256,20079.652,NA,342.417,NA,NA,26285.558000000005,NA,NA,26285.558,4120.355,21767.328,NA,397.874,NA,NA,29955.283,NA,NA,29955.283,3975.513,25480.564,NA,499.206,NA,NA,34806.111,NA,NA,34806.111,4242.684,29918.005,NA,645.423,NA,NA,37612.33,NA,NA,37612.33,4548.199,32366.219,NA,697.912,NA,NA,39158.954,NA,NA,39158.954,5164.871999999999,33270.237,NA,723.846,NA,NA,44150.356999999996,NA,NA,44150.357,5071.683,38090.17,NA,988.505,NA,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Compañías de teatro, danza y grupos de espectáculos artísticos",164.182,NA,NA,164.182,13.298,150.88299999999998,NA,NA,NA,NA,174.361,NA,NA,174.361,13.767,160.594,NA,NA,NA,NA,185.35700000000003,NA,NA,185.357,15.221,170.13600000000002,NA,NA,NA,NA,191.272,NA,NA,191.272,17.39,173.881,NA,NA,NA,NA,202.762,NA,NA,202.762,12.128,190.635,NA,NA,NA,NA,213.111,NA,NA,213.111,14.149,198.96200000000002,NA,NA,NA,NA,220.99699999999999,NA,NA,220.997,15.303,205.69299999999998,NA,NA,NA,NA,229.308,NA,NA,229.308,17.817,211.49099999999999,NA,NA,NA,NA,240.815,NA,NA,240.815,18.659,222.15500000000003,NA,NA,NA,NA,252.965,NA,NA,252.965,20.254,232.711,NA,NA,NA,NA,264.89799999999997,NA,NA,264.898,21.102,243.796,NA,NA,NA,NA,281.308,NA,NA,281.308,21.198,260.11,NA,NA,NA,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Edición de libros, periódicos, revistas y otros materiales",22285.603000000003,9.854,NA,22295.457,10426.646999999999,11237.463999999998,NA,631.344,NA,NA,21348.330000000005,12.048,NA,21360.378,10209.517000000002,10548.076000000001,NA,602.787,NA,NA,21883.026999999995,11.197,NA,21894.224,10630.434,10610.928000000002,NA,652.864,NA,NA,23267.123,11.5,NA,23278.623,11301.516000000001,11333.733999999999,NA,643.374,NA,NA,24339.705999999995,12.613,NA,24352.319,11831.270000000002,11807.021,NA,714.028,NA,NA,24195.168,12.323,NA,24207.491,11665.584,11912.474,NA,629.431,NA,NA,24452.729,14.207,NA,24466.936,11856.821,12033.192000000001,NA,576.921,NA,NA,25581.138,17.722,NA,25598.86,12516.764999999998,12527.485999999999,NA,554.611,NA,NA,25788.291,20.431,NA,25808.722,12817.615,12410.694999999998,NA,580.414,NA,NA,26083.641,21.318,NA,26104.959,12839.692000000001,12688.188999999998,NA,577.079,NA,NA,25260.152000000006,22.636,NA,25282.788,12386.824,12323.493,NA,572.47,NA,NA,22852.688000000002,23.53,NA,22876.218,11185.456,11078.658,NA,612.104,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Educación artística y cultural,7394.661999999999,NA,NA,7394.662,351.13,7043.531999999999,NA,NA,NA,NA,7741.79,NA,NA,7741.79,385.01900000000006,7356.772,NA,NA,NA,NA,8180.443,NA,NA,8180.443,405.507,7774.936,NA,NA,NA,NA,8675.628999999999,NA,NA,8675.629,442.25199999999995,8233.374,NA,NA,NA,NA,9326.925999999998,NA,NA,9326.926,485.61899999999997,8841.307,NA,NA,NA,NA,9939.049,NA,NA,9939.049,486.53800000000007,9452.510999999999,NA,NA,NA,NA,10617.669999999998,NA,NA,10617.67,541.994,10075.676,NA,NA,NA,NA,11052.076,NA,NA,11052.076,582.468,10469.607,NA,NA,NA,NA,11746.516,NA,NA,11746.516,642.0600000000001,11104.455,NA,NA,NA,NA,12486.841999999999,NA,NA,12486.842,683.9699999999999,11802.872,NA,NA,NA,NA,13689.862,NA,NA,13689.862,751.303,12938.558,NA,NA,NA,NA,14587.584,NA,NA,14587.584,747.851,13839.732999999998,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Espectáculos deportivos,6382.553,NA,NA,6382.553,NA,6382.553,NA,NA,NA,NA,6478.311,NA,NA,6478.311,NA,6478.311,NA,NA,NA,NA,6912.295,NA,NA,6912.295,NA,6912.295,NA,NA,NA,NA,6874.031,NA,NA,6874.031,NA,6874.031,NA,NA,NA,NA,7288.908,NA,NA,7288.908,NA,7288.908,NA,NA,NA,NA,7684.628000000001,NA,NA,7684.628,NA,7684.628000000001,NA,NA,NA,NA,8115.008,NA,NA,8115.008,NA,8115.008,NA,NA,NA,NA,9014.098,NA,NA,9014.098,NA,9014.098,NA,NA,NA,NA,10427.994999999999,NA,NA,10427.995,NA,10427.994999999999,NA,NA,NA,NA,10981.246,NA,NA,10981.246,NA,10981.246,NA,NA,NA,NA,12279.938,NA,NA,12279.938,NA,12279.938,NA,NA,NA,NA,13471.045,NA,NA,13471.045,NA,13471.045,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Fotografía,4970.998,NA,NA,4970.998,864.369,4106.629,NA,NA,NA,NA,4786.363,NA,NA,4786.363,735.716,4050.648,NA,NA,NA,NA,5064.169,NA,NA,5064.169,791.731,4272.439,NA,NA,NA,NA,5230.411,NA,NA,5230.411,884.3589999999999,4346.052,NA,NA,NA,NA,5429.816,NA,NA,5429.816,956.821,4472.995,NA,NA,NA,NA,5283.312,NA,NA,5283.312,1014.481,4268.831,NA,NA,NA,NA,5565.796,NA,NA,5565.796,1078.4840000000002,4487.312,NA,NA,NA,NA,5856.457,NA,NA,5856.457,1158.675,4697.78,NA,NA,NA,NA,6291.2699999999995,NA,NA,6291.27,1256.5910000000001,5034.679999999999,NA,NA,NA,NA,6552.272,NA,NA,6552.272,1378.027,5174.245,NA,NA,NA,NA,7528.241,NA,NA,7528.241,1497.282,6030.959000000001,NA,NA,NA,NA,7647.089,NA,NA,7647.089,1546.9940000000001,6100.094999999999,NA,NA,NA,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Música, radio y otros servicios",10686.64,NA,NA,10686.64,3616.678,6797.008,66.273,206.68,NA,NA,11195.649000000001,NA,NA,11195.649,3743.847,7156.397000000001,64.563,230.84199999999998,NA,NA,12130.617,NA,NA,12130.617,4023.475,7810.728999999999,76.982,219.43099999999998,NA,NA,12735.402,NA,NA,12735.402,4360.259,8066.996,72.153,235.994,NA,NA,13228.260999999999,NA,NA,13228.261,4653.919,8250.932,95.406,228.003,NA,NA,14058.909,NA,NA,14058.909,4785.464,8936.552,84.769,252.123,NA,NA,15330.285,NA,NA,15330.285,5035.673,9980.026,87.151,227.435,NA,NA,16826.565,NA,NA,16826.565,5553.983,10948.692,85.307,238.583,NA,NA,18467.453999999998,NA,NA,18467.454,6174.361,11959.635999999999,78.738,254.718,NA,NA,19306.986,NA,NA,19306.986,6706.317,12256.539,77.006,267.125,NA,NA,20238.873,NA,NA,20238.873,7184.901,12664.505000000001,85.62,303.847,NA,NA,20291.019999999997,NA,NA,20291.02,7368.891,12445.069,83.913,393.147,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Museos,512.35,NA,NA,512.35,NA,512.35,NA,NA,NA,NA,496.982,NA,NA,496.982,NA,496.982,NA,NA,NA,NA,536.439,NA,NA,536.439,NA,536.439,NA,NA,NA,NA,567.695,NA,NA,567.695,NA,567.695,NA,NA,NA,NA,661.457,NA,NA,661.457,NA,661.457,NA,NA,NA,NA,696.302,NA,NA,696.302,NA,696.302,NA,NA,NA,NA,680.291,NA,NA,680.291,NA,680.291,NA,NA,NA,NA,729.031,NA,NA,729.031,NA,729.031,NA,NA,NA,NA,802.14,NA,NA,802.14,NA,802.14,NA,NA,NA,NA,863.428,NA,NA,863.428,NA,863.428,NA,NA,NA,NA,887.801,NA,NA,887.801,NA,887.801,NA,NA,NA,NA,900.343,NA,NA,900.343,NA,900.343,NA,NA,NA,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Promotores de espectáculos artísticos, deportivos y similares",1784.913,NA,NA,1784.913,620.681,1164.232,NA,NA,NA,NA,1783.134,NA,NA,1783.134,620.06,1163.074,NA,NA,NA,NA,2018.762,NA,NA,2018.762,701.99,1316.772,NA,NA,NA,NA,2100.881,NA,NA,2100.881,730.542,1370.339,NA,NA,NA,NA,2299.025,NA,NA,2299.025,799.437,1499.588,NA,NA,NA,NA,2507.874,NA,NA,2507.874,872.057,1635.817,NA,NA,NA,NA,2442.685,NA,NA,2442.685,849.384,1593.301,NA,NA,NA,NA,2588.141,NA,NA,2588.141,899.963,1688.178,NA,NA,NA,NA,2874.029,NA,NA,2874.029,999.378,1874.651,NA,NA,NA,NA,3157.462,NA,NA,3157.462,1097.92,2059.542,NA,NA,NA,NA,3222.679,NA,NA,3222.679,1120.593,2102.086,NA,NA,NA,NA,3237.768,NA,NA,3237.768,1125.826,2111.942,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios creativos (publicidad),13225.255,8.867,NA,13234.122,13228.642,NA,NA,NA,NA,5.48,12495.981,23.924,NA,12519.905,12513.888,NA,NA,NA,NA,6.017,13101.815,31.538,NA,13133.353,13121.729000000001,NA,NA,NA,NA,11.624,13591.719000000001,37.703,NA,13629.422,13618.472000000002,NA,NA,NA,NA,10.95,14023.893,36.659,NA,14060.552,14049.194,NA,NA,NA,NA,11.357,14913.264,28.408,NA,14941.672,14934.419999999998,NA,NA,NA,NA,7.251,16270.371,31.64,NA,16302.011,16294.764,NA,NA,NA,NA,7.246,15748.407,32.242,NA,15780.649,15771.758,NA,NA,NA,NA,8.891,18447.707000000002,36.817,NA,18484.524,18478.848,NA,NA,NA,NA,5.675,20326.780000000002,45.312,NA,20372.092,20371.671000000002,NA,NA,NA,NA,0.421,23145.386,44.781,NA,23190.167,23186.462,NA,NA,NA,NA,3.705,22146.197,43.629,NA,22189.826,22186.324,NA,NA,NA,NA,3.502
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de diseño,37987.91500000001,3.056,NA,37990.971,29055.194000000003,5393.075,NA,3542.702,NA,NA,37959.852000000006,3.729,NA,37963.581,29605.356,4795.8240000000005,NA,3562.401,NA,NA,38697.333999999995,3.263,NA,38700.597,30017.463,4894.767,NA,3788.366,NA,NA,40348.256,2.951,NA,40351.207,30935.076,5238.460999999999,NA,4177.668,NA,NA,44180.797,3.175,NA,44183.972,33827.82,5793.266,NA,4562.886,NA,NA,44502.87100000001,3.068,NA,44505.939,33073.398,6119.057,NA,5313.484,NA,NA,47690.778999999995,3.538,NA,47694.317,34876.084,6756.941,NA,6061.292,NA,NA,51777.646,4.403,NA,51782.049,36985.731999999996,8055.618,NA,6740.7,NA,NA,53139.74,5.008,NA,53144.748,39367.261000000006,6208.908,NA,7568.578,NA,NA,56558.23500000001,5.027,NA,56563.262,41183.873,7053.532,NA,8325.858,NA,NA,57727.858,5.004,NA,57732.862,42500.364,6994.732,NA,8237.765,NA,NA,59240.82700000001,5.372,NA,59246.199,44038.586,5997.652,NA,9209.96,NA,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de información (agencias noticiosas, internet, entre otros)",2026.215,NA,NA,2026.215,1443.1480000000001,516.71,66.357,NA,NA,NA,2038.9370000000001,NA,NA,2038.937,1441.18,530.97,66.787,NA,NA,NA,1900.711,NA,NA,1900.711,1332.61,495.784,72.317,NA,NA,NA,1785.545,NA,NA,1785.545,1227.308,474.11400000000003,84.122,NA,NA,NA,1991.641,NA,NA,1991.641,1365.904,548.607,77.129,NA,NA,NA,1897.3239999999998,NA,NA,1897.324,1314.9470000000001,501.446,80.931,NA,NA,NA,2167.382,NA,NA,2167.382,1480.7379999999998,604.486,82.158,NA,NA,NA,2391.837,NA,NA,2391.837,1630.8609999999999,673.1709999999999,87.804,NA,NA,NA,2437.13,NA,NA,2437.13,1677.147,663.7529999999999,96.229,NA,NA,NA,2067.7889999999998,NA,NA,2067.789,1455.955,520.832,91.002,NA,NA,NA,1340.4940000000001,NA,NA,1340.494,908.437,341.156,90.901,NA,NA,NA,1142.242,NA,NA,1142.242,764.985,291.692,85.564,NA,NA,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Sitios históricos, parques naturales y otros sitios de patrimonio cultural",1387.683,NA,NA,1387.683,NA,1249.33,138.353,NA,NA,NA,1397.655,NA,NA,1397.655,NA,1238.501,159.154,NA,NA,NA,1383.188,NA,NA,1383.188,NA,1218.678,164.511,NA,NA,NA,1479.2689999999998,NA,NA,1479.269,NA,1302.4029999999998,176.866,NA,NA,NA,1685.672,NA,NA,1685.672,NA,1481.782,203.89,NA,NA,NA,1597.491,NA,NA,1597.491,NA,1489.6470000000002,107.844,NA,NA,NA,1656.087,NA,NA,1656.087,NA,1455.248,200.839,NA,NA,NA,1898.6229999999998,NA,NA,1898.623,NA,1674.4399999999998,224.183,NA,NA,NA,1924.439,NA,NA,1924.439,NA,1685.305,239.134,NA,NA,NA,1942.174,NA,NA,1942.174,NA,1720.4379999999999,221.736,NA,NA,NA,2082.227,NA,NA,2082.227,NA,1841.4099999999999,240.817,NA,NA,NA,2122.5170000000003,NA,NA,2122.517,NA,1885.868,236.649,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Televisión y otros servicios,47418.229999999996,1004.684,NA,48422.914,22183.224,26215.373,NA,NA,NA,24.317,50425.558,2715.856,NA,53141.414,23209.804000000004,29905.595,NA,NA,NA,26.013,55937.594,3609.467,NA,59547.061,25373.185,34118.127,5.941,NA,NA,49.809,60111.802,4343.038,NA,64454.84,27349.984,36983.75,74.059,NA,NA,47.047,63406.882,4244.755,NA,67651.637,28964.318,38358.818,279.135,NA,NA,49.367,66750.279,3156.408,NA,69906.687,29391.354000000003,40231.139,253.544,NA,NA,30.651,67429.476,3677.23,NA,71106.706,30333.667999999998,40348.535,392.945,NA,NA,31.559,71907.432,3788.977,NA,75696.409,32439.814000000002,42802.492,414.219,NA,NA,39.884,72470.347,4323.974,NA,76794.321,34756.46,41578.498,434.22,NA,NA,25.144,81760.58899999999,5314.69,NA,87075.279,38078.719,48525.353,449.372,NA,NA,21.836,91695.67400000001,5220.433,NA,96916.107,43195.633,53049.541999999994,479.436,NA,NA,191.497,84098.719,5140.557,NA,89239.276,40664.189,48165.568,226.82,NA,NA,182.699
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos,269346.719,2920.406,627.682,272894.807,105023.995,164114.845,NA,1145.663,-28.099,2638.402,291313.418,3054.272,616.315,294984.005,108178.245,183449.021,NA,1267.711,-80.268,2169.295,299397.927,1975.81,704.36,302078.097,111065.828,187881.111,NA,1410.98,142.362,1577.808,297380.018,2239.59,773.738,300393.346,116013.056,180781.164,NA,1552.558,223.232,1823.341,314120.839,3314.428,805.853,318241.12,124650.792,189752.022,NA,1793.996,-28.834,2073.142,323314.991,2651.783,770.009,326736.783,125525.563,197551.659,NA,1832.316,160.72,1666.52,325207.107,2829.621,822.393,328859.121,125286.558,199821.259,NA,1955.841,191.243,1604.213,321439.373,3573.634,1065.085,326078.092,130267.46,191503.369,NA,2413.145,103.299,1790.819,307799.42,6202.532,1727.449,315729.401,136826.687,173961.292,NA,3237.028,193.871,1510.525,322764.279,4268.375,1187.873,328220.527,141558.605,182833.637,NA,2477.844,95.582,1254.858,341289.889,6779.176,1658.261,349727.326,138374.634,207296.652,NA,2887.22,35.088,1133.737,354549.466,11241.686,1684.583,367475.735,149902.902,213770.422,NA,2675.828,-52.525,1179.105
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes,3562.238,981.433,623.139,5166.81,3368.061,966.089,NA,441.971,-29.012,419.699,3851.326,1051.359,611.491,5514.176,3787.471,965.435,NA,504.513,-78.107,334.865,4146.477,1269.02,699.516,6115.013,3939.705,1129.277,NA,558.269,142.418,345.338,4540.198,1286.752,768.554,6595.504,4123.826,1237.884,NA,603.28,221.887,408.627,4768.144,1763.768,800.567,7332.479,4947.214,1226.834,NA,721.22,-31.298,468.507,4921.155,1347.665,765.077,7033.897,4586.134,1180.759,NA,634.33,158.831,473.843,5433.507,1549.394,817.41,7800.311,5105.332,1306.982,NA,748.182,188.846,450.967,5847.007,1963.364,1059.273,8869.644,5614.995,1693.254,NA,869.981,103.272,588.143,6514.774,4089.222,1720.839,12324.835,7318.833,2581.766,NA,1667.111,192.439,564.689,6529.797,2117.177,1181.095,9828.069,6081.475,2040.205,NA,1079.166,94.448,532.775,6858.82,3584.137,1651.348,12094.305,7311.204,2708.925,NA,1530.109,34.416,509.654,6701.388,3691.923,1677.156,12070.467,7436.907,2860.267,NA,1288.293,-54.05,539.045
