Descriptores,2008|Oferta|Producción bruta a precios productor,2008|Oferta|Importaciones C.I.F.,2008|Oferta|Márgenes de comercio y transporte,2008|Oferta y utilización,2008|Utilización|Demanda intermedia,2008|Utilización|Demanda final|Consumo privado,2008|Utilización|Demanda final|Consumo de gobierno,2008|Utilización|Demanda final|Formación bruta de capital fijo,2008|Utilización|Demanda final|Variación de existencias,2008|Utilización|Demanda final|Exportaciones de bienes FOB,2009|Oferta|Producción bruta a precios productor,2009|Oferta|Importaciones C.I.F.,2009|Oferta|Márgenes de comercio y transporte,2009|Oferta y utilización,2009|Utilización|Demanda intermedia,2009|Utilización|Demanda final|Consumo privado,2009|Utilización|Demanda final|Consumo de gobierno,2009|Utilización|Demanda final|Formación bruta de capital fijo,2009|Utilización|Demanda final|Variación de existencias,2009|Utilización|Demanda final|Exportaciones de bienes FOB,2010|Oferta|Producción bruta a precios productor,2010|Oferta|Importaciones C.I.F.,2010|Oferta|Márgenes de comercio y transporte,2010|Oferta y utilización,2010|Utilización|Demanda intermedia,2010|Utilización|Demanda final|Consumo privado,2010|Utilización|Demanda final|Consumo de gobierno,2010|Utilización|Demanda final|Formación bruta de capital fijo,2010|Utilización|Demanda final|Variación de existencias,2010|Utilización|Demanda final|Exportaciones de bienes FOB,2011|Oferta|Producción bruta a precios productor,2011|Oferta|Importaciones C.I.F.,2011|Oferta|Márgenes de comercio y transporte,2011|Oferta y utilización,2011|Utilización|Demanda intermedia,2011|Utilización|Demanda final|Consumo privado,2011|Utilización|Demanda final|Consumo de gobierno,2011|Utilización|Demanda final|Formación bruta de capital fijo,2011|Utilización|Demanda final|Variación de existencias,2011|Utilización|Demanda final|Exportaciones de bienes FOB,2012|Oferta|Producción bruta a precios productor,2012|Oferta|Importaciones C.I.F.,2012|Oferta|Márgenes de comercio y transporte,2012|Oferta y utilización,2012|Utilización|Demanda intermedia,2012|Utilización|Demanda final|Consumo privado,2012|Utilización|Demanda final|Consumo de gobierno,2012|Utilización|Demanda final|Formación bruta de capital fijo,2012|Utilización|Demanda final|Variación de existencias,2012|Utilización|Demanda final|Exportaciones de bienes FOB,2013|Oferta|Producción bruta a precios productor,2013|Oferta|Importaciones C.I.F.,2013|Oferta|Márgenes de comercio y transporte,2013|Oferta y utilización,2013|Utilización|Demanda intermedia,2013|Utilización|Demanda final|Consumo privado,2013|Utilización|Demanda final|Consumo de gobierno,2013|Utilización|Demanda final|Formación bruta de capital fijo,2013|Utilización|Demanda final|Variación de existencias,2013|Utilización|Demanda final|Exportaciones de bienes FOB,2014|Oferta|Producción bruta a precios productor,2014|Oferta|Importaciones C.I.F.,2014|Oferta|Márgenes de comercio y transporte,2014|Oferta y utilización,2014|Utilización|Demanda intermedia,2014|Utilización|Demanda final|Consumo privado,2014|Utilización|Demanda final|Consumo de gobierno,2014|Utilización|Demanda final|Formación bruta de capital fijo,2014|Utilización|Demanda final|Variación de existencias,2014|Utilización|Demanda final|Exportaciones de bienes FOB,2015|Oferta|Producción bruta a precios productor,2015|Oferta|Importaciones C.I.F.,2015|Oferta|Márgenes de comercio y transporte,2015|Oferta y utilización,2015|Utilización|Demanda intermedia,2015|Utilización|Demanda final|Consumo privado,2015|Utilización|Demanda final|Consumo de gobierno,2015|Utilización|Demanda final|Formación bruta de capital fijo,2015|Utilización|Demanda final|Variación de existencias,2015|Utilización|Demanda final|Exportaciones de bienes FOB,2016|Oferta|Producción bruta a precios productor,2016|Oferta|Importaciones C.I.F.,2016|Oferta|Márgenes de comercio y transporte,2016|Oferta y utilización,2016|Utilización|Demanda intermedia,2016|Utilización|Demanda final|Consumo privado,2016|Utilización|Demanda final|Consumo de gobierno,2016|Utilización|Demanda final|Formación bruta de capital fijo,2016|Utilización|Demanda final|Variación de existencias,2016|Utilización|Demanda final|Exportaciones de bienes FOB,2017|Oferta|Producción bruta a precios productor,2017|Oferta|Importaciones C.I.F.,2017|Oferta|Márgenes de comercio y transporte,2017|Oferta y utilización,2017|Utilización|Demanda intermedia,2017|Utilización|Demanda final|Consumo privado,2017|Utilización|Demanda final|Consumo de gobierno,2017|Utilización|Demanda final|Formación bruta de capital fijo,2017|Utilización|Demanda final|Variación de existencias,2017|Utilización|Demanda final|Exportaciones de bienes FOB,2018|Oferta|Producción bruta a precios productor<P>,2018|Oferta|Importaciones C.I.F.<P>,2018|Oferta|Márgenes de comercio y transporte<P>,2018|Oferta y utilización<P>,2018|Utilización|Demanda intermedia<P>,2018|Utilización|Demanda final|Consumo privado<P>,2018|Utilización|Demanda final|Consumo de gobierno<P>,2018|Utilización|Demanda final|Formación bruta de capital fijo<P>,2018|Utilización|Demanda final|Variación de existencias<P>,2018|Utilización|Demanda final|Exportaciones de bienes FOB<P>,2019|Oferta|Producción bruta a precios productor<P>,2019|Oferta|Importaciones C.I.F.<P>,2019|Oferta|Márgenes de comercio y transporte<P>,2019|Oferta y utilización<P>,2019|Utilización|Demanda intermedia<P>,2019|Utilización|Demanda final|Consumo privado<P>,2019|Utilización|Demanda final|Consumo de gobierno<P>,2019|Utilización|Demanda final|Formación bruta de capital fijo<P>,2019|Utilización|Demanda final|Variación de existencias<P>,2019|Utilización|Demanda final|Exportaciones de bienes FOB<P>
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos para impresión y fabricación de anuncios,1857.6299999999999,421.717,0.921,2280.268,2291.961,0.075,NA,-0.113,-37.859,26.204,2089.171,569.561,2.628,2661.36,2717.9359999999997,0.24,NA,-0.308,-77.39,20.884,2206.744,635.853,6.615,2849.212,2689.5519999999997,0.728,NA,-0.156,134.15200000000002,24.932999999999996,2416.094,609.126,15.028,3040.248,2794.0440000000003,1.929,NA,0.543,215.52600000000004,28.206000000000003,2615.919,969.6890000000001,12.634,3598.242,3546.2259999999997,8.252,NA,40.917,-33.68,36.527,2807.753,636.067,8.409,3452.229,3261.3990000000003,0.847,NA,-0.13,152.014,38.099,3152.0260000000003,733.004,7.248,3892.278,3660.958,2.051,NA,9.211,185.53000000000003,34.528,3273.872,726.1819999999999,5.925,4005.979,3872.757,0.588,NA,0.096,82.358,50.181,3668.8950000000004,923.705,6.546,4599.146,4335.386,0.553,NA,-0.063,192.219,71.049,3468.225,769.79,5.611,4243.626,4090.1929999999998,0.486,NA,-0.017,81.81700000000001,71.14700000000002,3641.814,774.5679999999999,4.243,4420.625,4336.7,0.372,NA,-0.155,24.424999999999997,59.285000000000004,3588.379,814.324,4.185,4406.888,4371.568,0.387,NA,-0.129,-50.938,85.99800000000002
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos y accesorios para artes plásticas, escultóricas y dibujo<C1>",1704.608,559.716,622.218,2886.542,1076.1,966.0139999999998,NA,442.084,8.847000000000001,393.495,1762.155,481.798,608.8629999999999,2852.816,1069.535,965.1949999999999,NA,504.82099999999997,-0.717,313.981,1939.733,633.167,692.9010000000001,3265.801,1250.1529999999998,1128.549,NA,558.425,8.266000000000002,320.405,2124.1040000000003,677.626,753.526,3555.256,1329.7820000000002,1235.955,NA,602.7369999999999,6.361,380.421,2152.225,794.079,787.933,3734.237,1400.988,1218.5819999999999,NA,680.3030000000001,2.3819999999999997,431.98,2113.402,711.598,756.668,3581.668,1324.735,1179.912,NA,634.4599999999999,6.817,435.744,2281.481,816.39,810.162,3908.033,1444.374,1304.9309999999998,NA,738.971,3.316,416.439,2573.135,1237.1819999999998,1053.348,4863.665,1742.238,1692.6660000000002,NA,869.885,20.914,537.962,2845.879,3165.517,1714.2930000000001,7725.689,2983.447,2581.2129999999997,NA,1667.174,0.22000000000000153,493.64,3061.5719999999997,1347.3870000000002,1175.484,5584.443,1991.2820000000002,2039.719,NA,1079.183,12.631000000000002,461.628,3217.006,2809.5690000000004,1647.105,7673.68,2974.5040000000004,2708.553,NA,1530.2640000000001,9.991,450.36899999999997,3113.009,2877.599,1672.971,7663.579,3065.3389999999995,2859.88,NA,1288.422,-3.112,453.047
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios,265784.481,1938.973,4.543,267727.997,101655.934,163148.756,NA,703.692,0.913,2218.703,287462.092,2002.913,4.824,289469.829,104390.774,182483.586,NA,763.198,-2.161,1834.43,295251.45,706.79,4.844,295963.084,107126.123,186751.834,NA,852.711,-0.056,1232.47,292839.82,952.838,5.184,293797.842,111889.23,179543.28,NA,949.278,1.345,1414.714,309352.695,1550.66,5.286,310908.641,119703.578,188525.188,NA,1072.776,2.464,1604.635,318393.836,1304.118,4.932,319702.886,120939.429,196370.9,NA,1197.986,1.889,1192.677,319773.6,1280.227,4.983,321058.81,120181.226,198514.277,NA,1207.659,2.397,1153.246,315592.366,1610.27,5.812,317208.448,124652.465,189810.115,NA,1543.164,0.027,1202.676,301284.646,2113.31,6.61,303404.566,129507.854,171379.526,NA,1569.917,1.432,945.836,316234.482,2151.198,6.778,318392.458,135477.13,180793.432,NA,1398.678,1.134,722.083,334431.069,3195.039,6.913,337633.021,131063.43,204587.727,NA,1357.111,0.672,624.083,347848.078,7549.763,7.427,355405.268,142465.995,210910.155,NA,1387.535,1.525,640.06
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de artículos (discos, instrumentos musicales, proyectores, producción audiovisual entre otros)<C2>",1402.935,20.228,NA,1423.163,409.794,1013.284,NA,NA,NA,0.084,1337.278,50.873,NA,1388.151,385.862,1002.205,NA,NA,NA,0.084,1449.609,69.185,NA,1518.794,419.35600000000005,1099.2730000000001,NA,NA,NA,0.165,1558.7420000000002,82.536,NA,1641.278,471.46700000000004,1169.6570000000002,NA,NA,NA,0.154,1533.802,75.705,NA,1609.507,462.37699999999995,1146.979,NA,NA,NA,0.151,1780.826,62.781,NA,1843.607,519.157,1324.343,NA,NA,NA,0.107,1844.937,71.84,NA,1916.777,533.153,1383.5159999999998,NA,NA,NA,0.108,2073.708,74.368,NA,2148.076,604.9870000000001,1542.954,NA,NA,NA,0.135,2090.297,86.01,NA,2176.307,610.529,1565.691,NA,NA,NA,0.086,2318.4900000000002,105.715,NA,2424.205,680.5840000000001,1743.526,NA,NA,NA,0.095,2407.929,84,NA,2491.929,667.3069999999999,1823.938,NA,NA,NA,0.684,2544.8,81.218,NA,2626.018,665.792,1959.5900000000001,NA,NA,NA,0.636
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de sitios (teatros, auditorios, estadios, entre otros)",425.17699999999996,NA,NA,425.177,419.25399999999996,5.923,NA,NA,NA,NA,419.691,NA,NA,419.691,413.973,5.717,NA,NA,NA,NA,397.796,NA,NA,397.796,392.64799999999997,5.148,NA,NA,NA,NA,418.933,NA,NA,418.933,413.579,5.354,NA,NA,NA,NA,466.23,NA,NA,466.23,460.70000000000005,5.53,NA,NA,NA,NA,483.727,NA,NA,483.727,477.462,6.265,NA,NA,NA,NA,503.988,NA,NA,503.988,497.49899999999997,6.489,NA,NA,NA,NA,525.186,NA,NA,525.186,518.466,6.72,NA,NA,NA,NA,572.7330000000001,NA,NA,572.733,565.738,6.995,NA,NA,NA,NA,627.82,NA,NA,627.82,620.677,7.143,NA,NA,NA,NA,643.174,NA,NA,643.174,635.831,7.343,NA,NA,NA,NA,646.171,NA,NA,646.171,638.57,7.601,NA,NA,NA,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de apoyo a la edición, diseño y publicidad",2732.1509999999994,NA,4.543,2736.694,2385.317,250.99600000000004,NA,99.46900000000001,0.913,NA,2783.2869999999994,NA,4.824,2788.111,2422.402,246.296,NA,121.572,-2.161,NA,2771.9519999999998,NA,4.844,2776.796,2417.5890000000004,243.36,NA,115.901,-0.055999999999999994,NA,2938.6319999999996,NA,5.184,2943.816,2568.04,261.163,NA,113.27000000000001,1.3450000000000002,NA,3056.2620000000006,NA,5.286,3061.548,2659.527,269.103,NA,130.45499999999998,2.464,NA,3218.6749999999997,NA,4.932,3223.607,2813.769,280.29,NA,127.657,1.889,NA,3462.897000000001,NA,4.983,3467.88,3039.716,289.523,NA,136.241,2.3970000000000002,NA,3444.512,NA,5.812,3450.324,2988.6769999999997,293.991,NA,167.629,0.027,NA,3916.094999999999,NA,6.61,3922.705,3428.569,312.762,NA,179.94199999999998,1.432,NA,4219.981000000001,NA,6.778,4226.759,3739.19,313.844,NA,172.59,1.134,NA,4700.303999999999,NA,6.913,4707.217,4206.045999999999,324.75399999999996,NA,175.745,0.672,NA,4556.955,NA,7.427,4564.382,4065.75,320.952,NA,176.156,1.525,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de medios de comunicación (internet),254039.44700000001,1909.421,NA,255948.868,93089.834,160640.416,NA,NA,NA,2218.619,275720.28699999995,1940.6399999999999,NA,277660.927,95881.60500000001,179944.97600000002,NA,NA,NA,1834.346,283125.52099999995,627.0120000000001,NA,283752.533,98446.14700000001,184074.081,NA,NA,NA,1232.305,279910.334,859.423,NA,280769.757,102617.957,176737.24000000002,NA,NA,NA,1414.56,295608.72400000005,1463.025,NA,297071.749,109791.50600000001,185675.757,NA,NA,NA,1604.484,303681.846,1228.651,NA,304910.497,110441.337,193276.589,NA,NA,NA,1192.57,304218.088,1193.77,NA,305411.858,109113.75099999999,195144.96899999998,NA,NA,NA,1153.138,298103.086,1517.661,NA,299620.747,112490.942,185927.263,NA,NA,NA,1202.541,282861.30199999997,2006.276,NA,284867.578,116439.68400000001,167482.14299999998,NA,NA,NA,945.75,297117.812,2023.545,NA,299141.357,121772.974,176646.394,NA,NA,NA,721.988,314220.90299999993,3087.7439999999997,NA,317308.647,116413.97099999999,200271.27699999997,NA,NA,NA,623.399,326706.365,7444.322999999999,NA,334150.688,127391.748,206119.515,NA,NA,NA,639.424
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios para el registro derechos de autor (composiciones musicales, obras musicales, entre otros)",7063.9130000000005,8.831,NA,7072.744,5278.774,1195.155,NA,598.815,NA,NA,7081.195,10.797,NA,7091.992,5213.737,1241.635,NA,636.62,NA,NA,7379.441,10.032,NA,7389.473,5373.031,1284.8829999999998,NA,731.558,NA,NA,7878.397999999999,10.303,NA,7888.701,5736.849,1321.74,NA,830.113,NA,NA,8549.122,11.298,NA,8560.42,6246.362,1378.163,NA,935.895,NA,NA,9081.664,12.069,NA,9093.733,6597.626,1431.4560000000001,NA,1064.65,NA,NA,9593.636,13.905,NA,9607.541,6906.245000000001,1635.9470000000001,NA,1065.348,NA,NA,11295.823,17.354,NA,11313.177,7959.171,1984.913,NA,1369.093,NA,NA,11690.831999999999,20.001,NA,11710.833,8371.723,1956.3180000000002,NA,1382.793,NA,NA,11792.577000000001,20.871,NA,11813.448,8569.991,2025.153,NA,1218.305,NA,NA,12292.167000000001,22.162,NA,12314.329,9040.296,2101.656,NA,1172.378,NA,NA,13218.488000000001,23.044,NA,13241.532,9596.117,2442.3869999999997,NA,1203.028,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Sitios de recreación,31.332,NA,NA,31.332,0.654,30.677999999999997,NA,NA,NA,NA,32.479,NA,NA,32.479,0.635,31.844999999999995,NA,NA,NA,NA,34.375,NA,NA,34.375,0.66,33.716,NA,NA,NA,NA,37.613,NA,NA,37.613,0.726,36.888,NA,NA,NA,NA,38.1,NA,NA,38.1,0.79,37.31100000000001,NA,NA,NA,NA,40.748000000000005,NA,NA,40.748,0.803,39.944,NA,NA,NA,NA,41.401,NA,NA,41.401,0.8410000000000001,40.56,NA,NA,NA,NA,42.05200000000001,NA,NA,42.052,0.923,41.129,NA,NA,NA,NA,43.367999999999995,NA,NA,43.368,1.024,42.344,NA,NA,NA,NA,44.937,NA,NA,44.937,1.105,43.831999999999994,NA,NA,NA,NA,45.520999999999994,NA,NA,45.521,1.174,44.34799999999999,NA,NA,NA,NA,45.672,NA,NA,45.672,1.222,44.45199999999999,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios auxiliares para la edificación,89.526,0.493,NA,90.019,72.307,12.304,NA,5.4079999999999995,NA,NA,87.875,0.603,NA,88.478,72.56,10.912,NA,5.006,NA,NA,92.756,0.561,NA,93.317,76.692,11.373,NA,5.252000000000001,NA,NA,97.16799999999999,0.576,NA,97.744,80.61200000000001,11.238,NA,5.895,NA,NA,100.455,0.632,NA,101.087,82.316,12.345,NA,6.426,NA,NA,106.35000000000001,0.617,NA,106.967,89.275,12.013,NA,5.678999999999999,NA,NA,108.653,0.712,NA,109.365,90.021,13.273,NA,6.07,NA,NA,107.999,0.887,NA,108.886,89.299,13.145,NA,6.441999999999999,NA,NA,110.019,1.023,NA,111.042,90.587,13.273,NA,7.182,NA,NA,112.86500000000001,1.067,NA,113.932,92.60900000000001,13.54,NA,7.7829999999999995,NA,NA,121.071,1.133,NA,122.204,98.80499999999999,14.411,NA,8.988,NA,NA,129.627,1.178,NA,130.805,106.796,15.658,NA,8.351,NA,NA
Millones de pesos a precios corrientes|Total cultura|Gestión pública en actividades culturales,41690.774,NA,NA,41690.774,689.047,13822.017,24535.422,2644.289,NA,NA,46571.634,NA,NA,46571.634,783.516,14971.12,27865.445,2951.553,NA,NA,47493.923,NA,NA,47493.923,808.382,15499.445,28272.275,2913.821,NA,NA,52436.254,NA,NA,52436.254,937.461,17452.618,31266.832,2779.343,NA,NA,60019.127,NA,NA,60019.127,1044.451,19015.554,37139.797,2819.325,NA,NA,55663.152,NA,NA,55663.152,1023.869,19891.848,33050.844,1696.59,NA,NA,57756.689,NA,NA,57756.689,1143.571,21258.965,33040.108,2314.046,NA,NA,63076.461,NA,NA,63076.461,1271.627,22856.925,37444.035,1503.874,NA,NA,66700.295,NA,NA,66700.295,1384.683,23948.146,39911.388,1456.078,NA,NA,67208.476,NA,NA,67208.476,1448.255,24991.653,39608.643,1159.924,NA,NA,73952.409,NA,NA,73952.409,1564.333,26940.114,43784.216,1663.745,NA,NA,70080.163,NA,NA,70080.163,1486.213,27503.87,40243.884,846.196,NA,NA
Millones de pesos a precios corrientes|Total cultura|Gestión pública en actividades culturales|Administración federal,27525.042999999998,NA,NA,27525.043,265.089,5317.583,20342.032683989226,1600.339,NA,NA,31565.170000000002,NA,NA,31565.17,306.423,5855.013,23463.5018815067,1940.232,NA,NA,31632.45,NA,NA,31632.45,315.223,6043.897,23590.402991095438,1682.927,NA,NA,35105.943,NA,NA,35105.943,369.619,6881.160000000001,26051.81812447485,1803.346,NA,NA,40656.399,NA,NA,40656.399,409.341,7452.574,30513.21184263797,2281.272,NA,NA,35908.024000000005,NA,NA,35908.024,399.549,7762.487,26672.46241600802,1073.525,NA,NA,35361.173,NA,NA,35361.173,446.668,8303.556,25313.253589394237,1297.696,NA,NA,38958.766,NA,NA,38958.766,503.075,9042.545999999998,28696.26789610426,716.877,NA,NA,41321.092,NA,NA,41321.092,539.426,9329.393,30792.587360408605,659.686,NA,NA,41428.707,NA,NA,41428.707,556.4,9601.461000000001,30680.623661411224,590.222,NA,NA,46738.252,NA,NA,46738.252,612.877,10554.646999999999,34549.74867175403,1020.979,NA,NA,42269.82,NA,NA,42269.82,569.636,10541.687,30953.634721117047,204.862,NA,NA
Millones de pesos a precios corrientes|Total cultura|Gestión pública en actividades culturales|Administración estatal,14165.731,NA,NA,14165.731,423.958,8504.434,4193.389542323878,1043.95,NA,NA,15006.464000000002,NA,NA,15006.464,477.093,9116.107,4401.942917399081,1011.321,NA,NA,15861.473,NA,NA,15861.473,493.159,9455.548,4681.872500424802,1230.894,NA,NA,17330.310999999998,NA,NA,17330.311,567.842,10571.457999999999,5215.014033021773,975.997,NA,NA,19362.728,NA,NA,19362.728,635.11,11562.98,6626.584735853161,538.053,NA,NA,19755.128,NA,NA,19755.128,624.32,12129.361,6378.381637622917,623.065,NA,NA,22395.516,NA,NA,22395.516,696.903,12955.409,7726.853957913356,1016.35,NA,NA,24117.695,NA,NA,24117.695,768.552,13814.379,8747.76715885612,786.997,NA,NA,25379.203,NA,NA,25379.203,845.257,14618.753,9118.800556365282,796.392,NA,NA,25779.769,NA,NA,25779.769,891.855,15390.192000000001,8928.019610465457,569.702,NA,NA,27214.157,NA,NA,27214.157,951.456,16385.467,9234.467620222338,642.766,NA,NA,27810.343,NA,NA,27810.343,916.577,16962.182999999997,9290.248880069159,641.334,NA,NA
Millones de pesos a precios corrientes|Total cultura|Asociaciones y organizaciones civiles,318.953,NA,NA,318.953,NA,318.953,NA,NA,NA,NA,337.771,NA,NA,337.771,NA,337.771,NA,NA,NA,NA,337.149,NA,NA,337.149,NA,337.149,NA,NA,NA,NA,345.768,NA,NA,345.768,NA,345.768,NA,NA,NA,NA,379.586,NA,NA,379.586,NA,379.586,NA,NA,NA,NA,370.351,NA,NA,370.351,NA,370.351,NA,NA,NA,NA,388.127,NA,NA,388.127,NA,388.127,NA,NA,NA,NA,387.023,NA,NA,387.023,NA,387.023,NA,NA,NA,NA,378.144,NA,NA,378.144,NA,378.144,NA,NA,NA,NA,392.246,NA,NA,392.246,NA,392.246,NA,NA,NA,NA,640.689,NA,NA,640.689,NA,640.689,NA,NA,NA,NA,658.111,NA,NA,658.111,NA,658.111,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Producción cultural de los hogares,75350.594,NA,NA,75350.594,NA,75350.594,NA,NA,NA,NA,73202.688,NA,NA,73202.688,NA,73202.688,NA,NA,NA,NA,81088.262,NA,NA,81088.262,NA,81088.262,NA,NA,NA,NA,90372.234,NA,NA,90372.234,NA,90372.234,NA,NA,NA,NA,96214.211,NA,NA,96214.211,NA,96214.211,NA,NA,NA,NA,100466.317,NA,NA,100466.317,NA,100466.317,NA,NA,NA,NA,104569.344,NA,NA,104569.344,NA,104569.344,NA,NA,NA,NA,113083.892,NA,NA,113083.892,NA,113083.892,NA,NA,NA,NA,126548.309,NA,NA,126548.309,NA,126548.309,NA,NA,NA,NA,138786.157,NA,NA,138786.157,NA,138786.157,NA,NA,NA,NA,151452.898,NA,NA,151452.898,NA,151452.898,NA,NA,NA,NA,157603.685,NA,NA,157603.685,NA,157603.685,NA,NA,NA,NA
