Descriptores,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<P>,2019<P>
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Propiedad intelectual en diseño,3833.32,3797.108,3823.739,4067.274,4328.101,4502.141,4869.671,5652.506,5789.605,6092.217,6451.142,7154.331
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gestión pública en servicios creativos,1444.232,1710.573,1876.104,1952.675,2191.068,1694.217,1079.797,1286.852,1454.383,1498.683,2209.634,2144.923
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Comercio en servicios creativos,13.403,20.842,26.055,19.929,47.611,27.528,23.096,38.596,37.107,25.705,26.355,29.725
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural,12890.107,13672.256,13371.749,14834.641,16872.59,15914.412,16738.77,17922.243,19220.996,19736.866,21820.43,20016.094
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Material,829.433,912.997,953.793,1041.236,1149.9,1021.421,1198.204,1270.648,1400.493,1549.043,1850.344,1747.792
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Natural,1385.482,1382.297,1362.036,1449.175,1642.609,1649.259,1619.929,1837.917,1844.412,1886.289,2116.047,2168.302
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Bibliotecas,166.154,175.291,183.433,197.725,208.522,216.496,228.837,235.548,247.239,261.311,273.002,287.507
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Museos,512.52,497.137,536.597,567.867,661.647,696.501,680.5,729.261,802.389,863.694,888.086,900.651
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Gestión pública en patrimonio,9962.429,10665.181,10299.536,11539.278,13167.907,12286.312,12964.635,13797.752,14878.545,15126.9,16634.818,14856.491
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Comercio en patrimonio,34.089,39.353,36.354,39.36,42.005,44.423,46.665,51.117,47.918,49.629,58.133,55.351
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas,21905.726,23496.425,24488.269,27065.708,29386.93,30854.767,33020.206,35180.628,37079.346,38926.749,42194.309,43577.668
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Formación Pública,10404.266,11230.675,11577.869,13078.841,14313.432,14970.074,16049.954,17112.681,18222.427,19228.2,20598.956,21210.284
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Formación Privada,6842.754,7169.92,7585.812,8069.2,8686.582,9266.815,9895.317,10293.281,10964.282,11667.462,12833.694,13707.299
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Difusión Pública,4106.799,4523.96,4729.958,5311.239,5746.573,5945.644,6352.582,7015.871,7110.403,7211.708,7905.491,7779.799
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Difusión Privada,551.907,571.87,594.63,606.428,640.343,672.234,722.353,758.795,782.234,819.379,856.168,880.286
Millones de pesos a precios corrientes|Total cultura|Producción cultural de los hogares,75350.594,73202.688,81088.262,90372.234,96214.211,100466.317,104569.344,113083.892,126548.309,138786.157,151452.898,157603.685
Estructura porcentual|Total cultura,100,100,100,100,100,100,100,100,100,100,100,100
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas,89.426,90.042,89.471,88.876,88.906,88.627,88.462,88.212,87.335,87.007,86.747,86.511
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas,1.602,1.505,1.503,1.525,1.46,1.323,1.242,1.308,1.439,1.325,1.588,1.516
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Dibujo,0.123,0.113,0.113,0.119,0.117,0.118,0.119,0.128,0.125,0.124,0.117,0.106
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Fotografía,0.681,0.632,0.633,0.625,0.603,0.581,0.595,0.593,0.607,0.592,0.629,0.627
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Pintura y escultura,0.162,0.156,0.166,0.169,0.159,0.155,0.16,0.169,0.176,0.171,0.164,0.159
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Comercio de artes plásticas y visuales,0.44,0.383,0.356,0.376,0.323,0.273,0.257,0.289,0.385,0.311,0.503,0.455
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Gestión pública en artes plásticas y visuales,0.196,0.221,0.234,0.236,0.257,0.196,0.111,0.128,0.144,0.126,0.175,0.169
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos,3.721,3.55,3.679,3.703,3.769,3.92,3.95,3.988,4.244,4.299,4.293,4.372
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Danza,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Espectáculos artísticos,2.386,2.244,2.324,2.391,2.431,2.553,2.605,2.609,2.749,2.832,2.817,2.822
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Espectáculos deportivos,0.885,0.869,0.891,0.844,0.841,0.874,0.892,0.931,1.029,1.018,1.054,1.122
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Teatros,0.022,0.021,0.022,0.022,0.021,0.022,0.023,0.023,0.023,0.023,0.022,0.022
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Promotores, agentes y representantes",0.067,0.066,0.07,0.07,0.073,0.076,0.074,0.073,0.077,0.079,0.075,0.081
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Alquiler de espacios para espectáculos,0.058,0.055,0.05,0.05,0.052,0.053,0.054,0.053,0.056,0.057,0.055,0.054
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Gestión pública en artes escénicas y espectáculos,0.3,0.289,0.317,0.32,0.345,0.336,0.298,0.293,0.307,0.285,0.265,0.267
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Comercio de bienes para artes escénicas y espectáculos,0.003,0.003,0.003,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos,1.403,1.406,1.403,1.431,1.248,1.146,1.101,1.122,1.144,1.113,1.108,1.169
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Instrumentos musicales,0.124,0.135,0.137,0.151,0.144,0.145,0.15,0.158,0.163,0.164,0.163,0.161
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Música,0.287,0.281,0.283,0.283,0.257,0.256,0.228,0.236,0.239,0.233,0.236,0.276
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Conciertos,0.269,0.277,0.281,0.275,0.273,0.281,0.285,0.279,0.281,0.276,0.27,0.281
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Propiedad intelectual en música,0.053,0.056,0.053,0.053,0.049,0.052,0.045,0.044,0.045,0.044,0.047,0.06
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Comercio de bienes para música,0.431,0.428,0.407,0.424,0.271,0.164,0.179,0.194,0.188,0.18,0.185,0.18
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Gestión pública en música y conciertos,0.239,0.229,0.243,0.244,0.254,0.247,0.215,0.211,0.227,0.216,0.206,0.212
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa",7.145,6.946,6.626,6.692,6.871,6.245,6.125,6.121,6.1,5.788,5.357,4.703
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Agencias noticiosas",0.021,0.022,0.021,0.02,0.019,0.019,0.019,0.02,0.018,0.017,0.015,0.013
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Libros",1.964,1.909,1.829,1.833,1.914,1.773,1.731,1.719,1.67,1.636,1.441,1.335
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Periódicos",1.637,1.531,1.493,1.499,1.457,1.409,1.389,1.377,1.316,1.214,1.092,0.913
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Revistas",0.71,0.652,0.608,0.589,0.587,0.545,0.518,0.491,0.5,0.477,0.418,0.365
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Otros productos editoriales e impresos",0.607,0.625,0.614,0.637,0.631,0.653,0.692,0.673,0.718,0.669,0.674,0.643
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Publicaciones digitales",0.215,0.206,0.182,0.163,0.174,0.161,0.181,0.188,0.186,0.146,0.085,0.069
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Propiedad intelectual en libros",0.054,0.052,0.05,0.049,0.047,0.047,0.047,0.049,0.045,0.044,0.038,0.036
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Comercio de libros, impresiones y prensa",1.042,0.853,0.826,0.864,0.93,0.779,0.75,0.727,0.725,0.713,0.672,0.621
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Gestión pública en libros, impresiones y prensa",0.894,1.095,1.001,1.038,1.112,0.858,0.798,0.878,0.922,0.873,0.922,0.707
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales,45.496,47.457,46.609,45.39,44.674,44.913,44.321,43.053,40.772,40.388,40.115,40.255
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Cine,2.488,2.54,2.684,2.753,2.825,2.897,2.952,3.153,3.484,3.483,3.349,3.583
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Internet,30.87,32.511,31.849,29.836,29.52,29.788,29.083,26.921,24.522,24.073,23.789,24.188
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Radio,2.643,2.655,2.363,2.62,2.297,2.34,2.519,2.725,2.787,2.719,2.603,2.722
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Televisión,6.209,6.432,6.62,6.901,6.688,6.912,6.862,6.987,6.72,7.009,7.303,6.735
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Videojuegos,0.058,0.055,0.053,0.05,0.049,0.051,0.054,0.057,0.056,0.051,0.041,0.04
