Descriptores,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<P>,2019<P>
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Instrumentos musicales,NA,16.968,4.422,6.496,3.946,-4.931,-27.467,5.001,5.663,4.852,-1.139,3.32
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Libros, periódicos y revistas",NA,5.868,0.871,4.355,-5.988,13.803,19.595,3.546,7.363,6.429,2.406,1.404
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Ropa artística, típica y otros",NA,2.844,5.648,4.994,4.535,4.456,2.116,5.474,5.867,13.821,7.623,4.312
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios,NA,4.532,5.088,4.484,4.818,4.621,3.833,4.313,4.46,4.335,3.775,5.145
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Bibliotecas,NA,4.484,4.898,4.875,4.379,5.118,2.842,3.809,3.492,4.151,3.636,4.904
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Cantantes, grupos musicales, artistas, escritores y técnicos independientes",NA,4.199,4.976,4.193,4.429,4.529,3.691,4.087,4.465,4.228,3.489,5.035
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Cine,NA,3.826,2.615,5.651,-0.277,5.356,3.047,5.31,3.209,3.138,1.311,1.323
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Compañías de teatro, danza y grupos de espectáculos artísticos",NA,4.592,4.822,4.246,4.145,1.041,4.078,4.394,4.282,4.329,3.337,5.106
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Edición de libros, periódicos, revistas y otros materiales",NA,7.654,5.39,4.201,5.818,5.356,4.6,5.774,12.68,2.306,4.02,6.252
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Educación artística y cultural,NA,5.856,4.998,4.303,4.781,6.816,2.636,8.268,3.235,2.851,3.775,7.906
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Espectáculos deportivos,NA,3.562,5.104,4.092,4.56,5.67,1.647,6.348,3.475,3.805,10.318,12.777
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Fotografía,NA,3.337,4.089,4.261,6.081,5.389,3.688,4.745,6.021,4.239,2.346,5.1
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Música, radio y otros servicios",NA,5.288,7.487,4.747,4.906,4.518,0.082,7.427,4.591,3.49,0.097,2.718
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Museos,NA,4.513,6.081,4.138,6.228,4.691,2.357,4.344,10.675,8.583,5.513,4.026
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Promotores de espectáculos artísticos, deportivos y similares",NA,4.746,3.41,5.1,5.286,0.737,4.214,-1.448,1.013,4.661,4.982,4.352
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios creativos (publicidad),NA,3.864,6.105,4.773,5.48,4.491,0.248,3.217,8.823,6.246,-0.191,5.497
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de diseño,NA,5.101,5.026,6.561,5.65,5.804,6.91,2.835,1.318,5.584,6.194,4.487
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de información (agencias noticiosas, internet, entre otros)",NA,6.56,1.523,5.6,7.42,6.025,3.906,6.473,5.692,8.422,-0.717,4.662
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Sitios históricos, parques naturales y otros sitios de patrimonio cultural",NA,5.583,5.301,6.181,5.952,-12.891,28.041,6.927,7.24,-0.506,6.166,2.892
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Televisión y otros servicios,NA,-3.483,8.026,5.723,0.525,5.02,5.627,0.613,3.738,4.437,5.263,-6.42
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos,NA,7.37,3.709,3.174,-5.244,2.336,3.865,1.688,0.243,3.861,-0.381,3.962
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes,NA,7.278,3.274,5.514,1.643,1.56,3.428,6.235,-2.53,7.859,1.254,-0.733
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos para impresión y fabricación de anuncios,NA,6.178,8.169,2.504,3.732,5.675,4.623,3.056,-5.093,7.488,-3.151,-2.789
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos y accesorios para artes plásticas, escultóricas y dibujo<C1>",NA,7.995,-2.263,9.047,-0.37,-3.958,2.468,10.032,-0.262,8.345,6.289,1.67
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios,NA,7.298,3.746,3.132,-5.387,2.302,3.91,1.621,0.364,3.809,-0.378,4.07
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de artículos (discos, instrumentos musicales, proyectores, producción audiovisual entre otros)<C2>",NA,5.26,2.242,2.233,1.848,4.034,2.835,1.188,-1.253,5.644,5.373,3.209
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de sitios (teatros, auditorios, estadios, entre otros)",NA,4.669,5.388,0.794,7.087,22.224,5.973,1.714,4.676,5.419,6.026,5.36
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Comercio de productos culturales,NA,2.428,3.886,3.223,4.131,3.78,4.785,2.997,5.065,5.514,6.419,7.161
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de apoyo a la edición, diseño y publicidad",NA,5.001,5.168,4.515,4.996,4.087,1.679,3.496,8.17,5.337,3.751,5.422
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de medios de comunicación (internet),NA,5.516,6.287,4.105,-7.613,2.062,1.599,0.35,-0.702,4.746,-1.325,4.225
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios para el registro derechos de autor (composiciones musicales, obras musicales, entre otros)",NA,3.511,19.984,-4.759,3.046,3.122,5.856,6.157,3.861,6.509,4.804,2.755
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Sitios de recreación,NA,3.57,4.362,6.771,8.075,5.084,5.483,6.101,2.313,4.017,1.148,4.325
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios auxiliares para la edificación,NA,4.307,5.507,4.006,3.561,4.659,3.554,2.656,8.852,1.149,3.828,4.361
Variación anual|Total cultura|Gestión pública en actividades culturales,NA,5.649,5.611,6.434,2.141,5.906,-0.73,7.059,2.841,2.475,7.343,3.879
Variación anual|Total cultura|Gestión pública en actividades culturales|Administración federal,NA,5.642,4.636,7.238,-2.619,7.647,-4.563,10.107,0.27,0.591,8.882,3.653
Variación anual|Total cultura|Gestión pública en actividades culturales|Administración estatal,NA,5.825,6.831,5.565,8.093,4.051,4.461,3.779,5.867,4.522,5.686,4.199
Variación anual|Total cultura|Asociaciones y organizaciones civiles,NA,4.604,3.536,4.634,4.88,3.464,4.655,3.926,4.751,5.021,4.48,6.723
Variación anual|Total cultura|Producción cultural de los hogares,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
