Descriptores,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<P>,2019<P>
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Sitios históricos, parques naturales y otros sitios de patrimonio cultural",NA,6.165,4.871,4.311,3.284,-0.163,7.683,2.836,3.563,1.512,3.776,3.74
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Televisión y otros servicios,NA,4.05,3.667,3.492,4.528,3.569,2.81,3.599,3.11,4.765,4.636,4.618
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos,NA,8.045,2.571,1.917,3.499,-0.531,2.132,6.233,6.657,4.219,3.201,3.338
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes,NA,8.028,4.344,2.114,3.117,8.797,4.147,0.492,8.678,4.403,3.608,3.386
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos para impresión y fabricación de anuncios,NA,11.148,0.74,2.14,1.775,11.949,3.055,-0.17,9.111,3.533,2.926,4.606
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos y accesorios para artes plásticas, escultóricas y dibujo<C1>",NA,3.218,10.511,2.066,5.797,3.398,6.369,1.557,7.976,5.643,4.911,1.235
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios,NA,8.043,2.531,1.917,3.491,-0.78,2.071,6.42,6.598,4.208,3.187,3.335
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de artículos (discos, instrumentos musicales, proyectores, producción audiovisual entre otros)<C2>",NA,5.796,3.034,4.63,3.901,12.44,-1.102,2.194,0.504,5.249,3.779,3
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de sitios (teatros, auditorios, estadios, entre otros)",NA,3.812,4.094,2.571,2.081,2.282,2.663,1.916,2.168,2.687,2.562,2.317
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Comercio de productos culturales,NA,8.049,5.872,3.352,3.463,2.022,2.439,5.392,7.44,6.628,3.322,2.339
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de apoyo a la edición, diseño y publicidad",NA,5.167,3.863,3.63,4.194,3.247,3.272,5.208,3.286,4.283,4.38,3.975
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de medios de comunicación (internet),NA,7.98,2.165,1.683,3.39,-1.355,2.02,6.744,6.709,3.787,3.13,3.525
"Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios para el registro derechos de autor (composiciones musicales, obras musicales, entre otros)",NA,5.929,3.907,2.739,7.027,1.978,3.42,2.321,1.899,3.867,3.601,3.265
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Sitios de recreación,NA,4.477,3.579,3.075,3.55,1.839,3.501,3.07,2.51,4.033,3.941,3.835
Variación anual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios auxiliares para la edificación,NA,5.543,4.103,1.668,2.201,2.69,2.115,2.528,3.033,3.558,5.31,4.559
Variación anual|Total cultura|Gestión pública en actividades culturales,NA,25.608,-9.012,0.201,25.579,-10.78,5.773,1.781,2.71,4.038,4.264,3.357
Variación anual|Total cultura|Gestión pública en actividades culturales|Administración federal,NA,31.252,-11.056,1.212,26.546,-14.639,5.751,1.747,2.623,3.674,4.349,3.178
Variación anual|Total cultura|Gestión pública en actividades culturales|Administración estatal,NA,5.602,-0.29,-3.699,21.554,6.097,5.83,1.868,2.978,5.155,4.197,3.625
Variación anual|Total cultura|Asociaciones y organizaciones civiles,NA,4.497,4.314,3.117,2.759,1.214,3.49,4.236,3.412,5.204,4.015,3.362
Variación anual|Total cultura|Producción cultural de los hogares,NA,6.499,1.047,7.664,4.668,4.217,2.093,5.21,6.273,7.138,3.535,2.966
