Descriptores,2008|Oferta|Producción bruta a precios productor,2008|Oferta|Importaciones C.I.F.,2008|Oferta|Márgenes de comercio y transporte,2008|Oferta y utilización,2008|Utilización|Demanda intermedia,2008|Utilización|Demanda final|Consumo privado,2008|Utilización|Demanda final|Consumo de gobierno,2008|Utilización|Demanda final|Formación bruta de capital fijo,2008|Utilización|Demanda final|Variación de existencias,2008|Utilización|Demanda final|Exportaciones de bienes FOB,2009|Oferta|Producción bruta a precios productor,2009|Oferta|Importaciones C.I.F.,2009|Oferta|Márgenes de comercio y transporte,2009|Oferta y utilización,2009|Utilización|Demanda intermedia,2009|Utilización|Demanda final|Consumo privado,2009|Utilización|Demanda final|Consumo de gobierno,2009|Utilización|Demanda final|Formación bruta de capital fijo,2009|Utilización|Demanda final|Variación de existencias,2009|Utilización|Demanda final|Exportaciones de bienes FOB,2010|Oferta|Producción bruta a precios productor,2010|Oferta|Importaciones C.I.F.,2010|Oferta|Márgenes de comercio y transporte,2010|Oferta y utilización,2010|Utilización|Demanda intermedia,2010|Utilización|Demanda final|Consumo privado,2010|Utilización|Demanda final|Consumo de gobierno,2010|Utilización|Demanda final|Formación bruta de capital fijo,2010|Utilización|Demanda final|Variación de existencias,2010|Utilización|Demanda final|Exportaciones de bienes FOB,2011|Oferta|Producción bruta a precios productor,2011|Oferta|Importaciones C.I.F.,2011|Oferta|Márgenes de comercio y transporte,2011|Oferta y utilización,2011|Utilización|Demanda intermedia,2011|Utilización|Demanda final|Consumo privado,2011|Utilización|Demanda final|Consumo de gobierno,2011|Utilización|Demanda final|Formación bruta de capital fijo,2011|Utilización|Demanda final|Variación de existencias,2011|Utilización|Demanda final|Exportaciones de bienes FOB,2012|Oferta|Producción bruta a precios productor,2012|Oferta|Importaciones C.I.F.,2012|Oferta|Márgenes de comercio y transporte,2012|Oferta y utilización,2012|Utilización|Demanda intermedia,2012|Utilización|Demanda final|Consumo privado,2012|Utilización|Demanda final|Consumo de gobierno,2012|Utilización|Demanda final|Formación bruta de capital fijo,2012|Utilización|Demanda final|Variación de existencias,2012|Utilización|Demanda final|Exportaciones de bienes FOB,2013|Oferta|Producción bruta a precios productor,2013|Oferta|Importaciones C.I.F.,2013|Oferta|Márgenes de comercio y transporte,2013|Oferta y utilización,2013|Utilización|Demanda intermedia,2013|Utilización|Demanda final|Consumo privado,2013|Utilización|Demanda final|Consumo de gobierno,2013|Utilización|Demanda final|Formación bruta de capital fijo,2013|Utilización|Demanda final|Variación de existencias,2013|Utilización|Demanda final|Exportaciones de bienes FOB,2014|Oferta|Producción bruta a precios productor,2014|Oferta|Importaciones C.I.F.,2014|Oferta|Márgenes de comercio y transporte,2014|Oferta y utilización,2014|Utilización|Demanda intermedia,2014|Utilización|Demanda final|Consumo privado,2014|Utilización|Demanda final|Consumo de gobierno,2014|Utilización|Demanda final|Formación bruta de capital fijo,2014|Utilización|Demanda final|Variación de existencias,2014|Utilización|Demanda final|Exportaciones de bienes FOB,2015|Oferta|Producción bruta a precios productor,2015|Oferta|Importaciones C.I.F.,2015|Oferta|Márgenes de comercio y transporte,2015|Oferta y utilización,2015|Utilización|Demanda intermedia,2015|Utilización|Demanda final|Consumo privado,2015|Utilización|Demanda final|Consumo de gobierno,2015|Utilización|Demanda final|Formación bruta de capital fijo,2015|Utilización|Demanda final|Variación de existencias,2015|Utilización|Demanda final|Exportaciones de bienes FOB,2016|Oferta|Producción bruta a precios productor,2016|Oferta|Importaciones C.I.F.,2016|Oferta|Márgenes de comercio y transporte,2016|Oferta y utilización,2016|Utilización|Demanda intermedia,2016|Utilización|Demanda final|Consumo privado,2016|Utilización|Demanda final|Consumo de gobierno,2016|Utilización|Demanda final|Formación bruta de capital fijo,2016|Utilización|Demanda final|Variación de existencias,2016|Utilización|Demanda final|Exportaciones de bienes FOB,2017|Oferta|Producción bruta a precios productor,2017|Oferta|Importaciones C.I.F.,2017|Oferta|Márgenes de comercio y transporte,2017|Oferta y utilización,2017|Utilización|Demanda intermedia,2017|Utilización|Demanda final|Consumo privado,2017|Utilización|Demanda final|Consumo de gobierno,2017|Utilización|Demanda final|Formación bruta de capital fijo,2017|Utilización|Demanda final|Variación de existencias,2017|Utilización|Demanda final|Exportaciones de bienes FOB,2018|Oferta|Producción bruta a precios productor<P>,2018|Oferta|Importaciones C.I.F.<P>,2018|Oferta|Márgenes de comercio y transporte<P>,2018|Oferta y utilización<P>,2018|Utilización|Demanda intermedia<P>,2018|Utilización|Demanda final|Consumo privado<P>,2018|Utilización|Demanda final|Consumo de gobierno<P>,2018|Utilización|Demanda final|Formación bruta de capital fijo<P>,2018|Utilización|Demanda final|Variación de existencias<P>,2018|Utilización|Demanda final|Exportaciones de bienes FOB<P>,2019|Oferta|Producción bruta a precios productor<P>,2019|Oferta|Importaciones C.I.F.<P>,2019|Oferta|Márgenes de comercio y transporte<P>,2019|Oferta y utilización<P>,2019|Utilización|Demanda intermedia<P>,2019|Utilización|Demanda final|Consumo privado<P>,2019|Utilización|Demanda final|Consumo de gobierno<P>,2019|Utilización|Demanda final|Formación bruta de capital fijo<P>,2019|Utilización|Demanda final|Variación de existencias<P>,2019|Utilización|Demanda final|Exportaciones de bienes FOB<P>
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Videojuegos,466.515,10045.948,4022.669,14535.132,1155.277,9655.766,NA,3030.592,19.611,673.887,442.595,8001.426,3203.987,11648.008,992.149,7411.07,NA,2325.65,-66.338,985.477,435.74,7194.318,2880.799,10510.857,959.025,7717.484,NA,1485.671,-29.676,378.353,433.442,7065.663,2829.283,10328.388,832.042,7797.48,NA,1636.692,-6.766,68.94,449.34,7290.33,2919.245,10658.915,884.948,9288.6,NA,390.604,43.539,51.222,453.891,7082.691,2836.101,10372.683,799.826,9536.667,NA,12.949,10.857,12.384,488.815,4510.445,1806.104,6805.364,649.306,6095.625,NA,7.983,6.016,46.435,517.924,4393.381,1759.228,6670.533,686.24,5944.332,NA,5.89,25.451,8.62,511.539,4334.396,1735.609,6581.544,685.301,5835.053,NA,4.504,40.648,16.037,476.267,5660.679,2266.689,8403.635,874.865,7454.84,NA,6.306,50.14,17.484,401.07,6562.648,2627.861,9591.579,880.076,8666.04,NA,6.195,27.156,12.113,394.507,6726.917,2693.639,9815.063,810.774,8955.796,NA,9.288,15.965,23.24
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Propiedad intelectual en medios audiovisuales,6199.918,NA,NA,6199.918,5272.201,32.945,14.7,880.072,NA,NA,5951.788,NA,NA,5951.788,5008.451,38.191,16.341,888.805,NA,NA,6172.106,NA,NA,6172.106,5267.653,31.942,15.626,856.885,NA,NA,6373.578,NA,NA,6373.578,5367.989,35.989,15.558,954.041,NA,NA,6696.857,NA,NA,6696.857,5597.246,34.12,14.022,1051.47,NA,NA,7117.675,NA,NA,7117.675,5931.14,31.946,12.89,1141.699,NA,NA,7363.881,NA,NA,7363.881,6097.773,29.919,15.276,1220.913,NA,NA,7509.433,NA,NA,7509.433,6129.704,32.67,16.05,1331.009,NA,NA,7829.19,NA,NA,7829.19,6350.495,32.028,16.627,1430.04,NA,NA,7625.891,NA,NA,7625.891,6305.088,25.555,15.873,1279.374,NA,NA,7902.527,NA,NA,7902.527,6640.398,20.27,14.822,1227.037,NA,NA,7699.732,NA,NA,7699.732,6389.845,18.48,12.245,1279.162,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Gestión pública en audiovisuales,5861.210392106412,NA,NA,5861.21,NA,NA,5361.8453978751995,499.3649942312125,NA,NA,5708.880963531133,NA,NA,5708.881,NA,NA,5210.5326465817,498.3483169494332,NA,NA,6022.4025226460435,NA,NA,6022.403,NA,NA,5509.297954517235,513.1045681288084,NA,NA,6430.136554441354,NA,NA,6430.137,NA,NA,5905.029536039308,525.107018402045,NA,NA,6430.604650250662,NA,NA,6430.605,NA,NA,5896.94335931097,533.6612909396927,NA,NA,5876.12886218553,NA,NA,5876.129,NA,NA,5369.886829994352,506.24203219117777,NA,NA,6392.74218909121,NA,NA,6392.742,NA,NA,5464.167587031251,928.5746020599588,NA,NA,7033.385852433562,NA,NA,7033.386,NA,NA,6591.194868171298,442.1909842622634,NA,NA,6877.567110538081,NA,NA,6877.567,NA,NA,6536.051053549641,341.516056988439,NA,NA,5890.480196749346,NA,NA,5890.48,NA,NA,5639.287267361073,251.19292938827357,NA,NA,6703.360715577524,NA,NA,6703.361,NA,NA,6286.7683840268655,416.59233155065857,NA,NA,6279.37463871008,NA,NA,6279.375,NA,NA,6114.729407202163,164.64523150791723,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías,121133.773,NA,38089.713,159223.486,29405.686,121539.082,400.454,6680.126,1198.138,NA,114884.835,NA,36209.361,151094.196,29278.648,114001.922,392.908,6671.785,748.933,NA,122414.592,NA,38525.7,160940.292,29652.321,123094.997,410.89,6914.401,867.685,NA,122716.587,NA,38651.625,161368.212,30853.477,122583.14,435.575,7054.412,441.61,NA,128147.497,NA,40377.2,168524.697,31513.071,129179.607,434.994,6861.545,535.481,NA,127829.704,NA,40058.365,167888.069,30162.75,130372.591,407.891,6058.137,886.699,NA,127509.348,NA,39879.684,167389.032,31629.042,128549.957,533.703,5969.215,707.116,NA,134911.728,NA,42195.994,177107.722,33770.136,134439.986,540.694,6577.942,1778.964,NA,137931.832,NA,43388.628,181320.46,32421.141,142165.889,399.169,6207.298,126.961,NA,141722.898,NA,44673.492,186396.39,35702.115,143535.446,390.994,5702.371,1065.465,NA,145822.889,NA,46269.626,192092.515,34318.59,150519.416,422.277,5993.721,838.509,NA,144766.686,NA,45947.348,190714.034,34144.435,151007.834,317.621,5441.788,-197.646,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alfarería y cerámica,2683.198,NA,838.025,3521.223,1285.611,2217.781,NA,2.421,15.409,NA,2433.214,NA,759.949,3193.163,1202.39,1989.154,NA,1.462,0.156,NA,2799.263,NA,874.274,3673.537,1203.841,2454.611,NA,2.074,13.012,NA,2912.957,NA,909.784,3822.741,1224.34,2592.571,NA,2.044,3.786,NA,2938.517,NA,917.767,3856.284,1260.566,2560.909,NA,2.745,32.064,NA,2839.271,NA,886.77,3726.041,1306.79,2410.782,NA,1.606,6.863,NA,2833.625,NA,885.007,3718.632,1299.602,2409.981,NA,2.053,6.996,NA,2864.872,NA,894.766,3759.638,1346.714,2399.518,NA,1.674,11.731,NA,2409.165,NA,752.438,3161.603,1223.007,1927.517,NA,1.738,9.34,NA,3196.634,NA,998.383,4195.017,1512.961,2680.262,NA,2.142,-0.348,NA,2589.95,NA,808.901,3398.851,1314.333,2067.107,NA,1.293,16.117,NA,4293.819,NA,1341.059,5634.878,1793.002,3843.335,NA,1.166,-2.625,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Fibras vegetales y textiles,32905.934,NA,10050.709,42956.643,5121.848,36951.563,NA,875.895,7.338,NA,31108.432,NA,9592.731,40701.163,5684.559,34025.935,NA,912.14,78.529,NA,33134.587,NA,10157.327,43291.914,5687.797,36752.776,NA,624.484,226.856,NA,33010.118,NA,10072.241,43082.359,5207.856,36972.991,NA,672.099,229.414,NA,34102.986,NA,10495.684,44598.67,5242.633,39027.205,NA,276.424,52.408,NA,34766.387,NA,10632.437,45398.824,4548.104,40641.457,NA,83.798,125.464,NA,34024.685,NA,10349.587,44374.272,4477.003,39531.853,NA,88.548,276.868,NA,36649.363,NA,11137.177,47786.54,5408.509,42009.296,NA,90.009,278.726,NA,39704.731,NA,12311.024,52015.755,5220.904,46503.931,NA,100.816,190.104,NA,38894.935,NA,12195.564,51090.499,5121.051,45630.089,NA,109.259,230.1,NA,41720.997,NA,13262.489,54983.486,5370.712,49373.588,NA,117.362,121.824,NA,40939.326,NA,13064.135,54003.461,5417.898,48469.948,NA,125.056,-9.44,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Madera, maque y laca, instrumentos musicales y juguetería",28059.34,NA,9257.696,37317.036,5346.472,26157.228,NA,5752.688,60.648,NA,26900.168,NA,8910.383,35810.551,5198.148,24873.91,NA,5687.833,50.66,NA,28748.004,NA,9544.141,38292.145,5164.72,26791.254,NA,6201.753,134.418,NA,28841.714,NA,9623.162,38464.876,5285.419,26813.759,NA,6308.509,57.19,NA,30465.47,NA,10083.758,40549.228,5821.222,28282.644,NA,6506.838,-61.476,NA,27882.881,NA,9112.736,36995.617,5048.076,25875.855,NA,5895.166,176.52,NA,28336.632,NA,9226.525,37563.157,5436.628,26323.279,NA,5783.614,19.637,NA,30388.125,NA,9910.058,40298.183,5746.13,28113.874,NA,6372.323,65.856,NA,29247.014,NA,9500.581,38747.595,5839.653,26800.563,NA,5986.88,120.5,NA,27947.574,NA,9008.328,36955.902,5944.17,25471.037,NA,5462.048,78.647,NA,29533.743,NA,9593.564,39127.307,6150.311,27185.357,NA,5726.533,65.105,NA,27627.058,NA,8877.357,36504.415,5833.372,25469.781,NA,5202.974,-1.712,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Cartón y papel, plástica popular, cerería y pirotecnia",5146.164,NA,1551.292,6697.456,2805.739,3764.715,NA,NA,127.003,NA,5024.307,NA,1508.831,6533.138,2631.599,3942.044,NA,NA,-40.505,NA,5094.075,NA,1531.913,6625.988,2643.191,3874.679,NA,NA,108.119,NA,5345.703,NA,1619.813,6965.516,3757.981,3256.071,NA,NA,-48.535,NA,5667.188,NA,1717.752,7384.94,3935.946,3479.93,NA,NA,-30.936,NA,5752.4,NA,1747.606,7500.006,3866.554,3383.486,NA,NA,249.966,NA,6100.607,NA,1849.209,7949.816,4322.901,3519.855,NA,NA,107.06,NA,6283.406,NA,1902.828,8186.234,4558.4,3563.325,NA,NA,64.51,NA,5773.654,NA,1755.133,7528.787,3551.471,3710.137,NA,NA,267.179,NA,5961.419,NA,1816.159,7777.578,3720.898,3838.353,NA,NA,218.328,NA,6810.912,NA,2092.972,8903.884,4335.818,4466.485,NA,NA,101.582,NA,6175.473,NA,1879.345,8054.818,4241.146,3853.234,NA,NA,-39.563,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Metalistería, joyería y orfebrería",4142.813,NA,1314.844,5457.657,2948.884,2450.407,NA,45.797,12.569,NA,4099.695,NA,1289.16,5388.855,3025.635,2272.746,NA,67.032,23.442,NA,4413.504,NA,1391.532,5805.036,3325.108,2368,NA,82.673,29.255,NA,4473.617,NA,1420.628,5894.245,3413.849,2405.522,NA,68.263,6.611,NA,4630.641,NA,1469.879,6100.52,3484.525,2448.327,NA,71.984,95.684,NA,4530.823,NA,1451.571,5982.394,3385.603,2511.775,NA,74.196,10.82,NA,4911.922,NA,1575.831,6487.753,3785.047,2533.212,NA,89.764,79.73,NA,5022.033,NA,1632.371,6654.404,3836.441,2617.381,NA,109.639,90.943,NA,7290.677,NA,2369.647,9660.324,4433.515,5090.896,NA,101.494,34.419,NA,8025.2,NA,2600.804,10626.004,4888.446,5558.417,NA,116.693,62.447,NA,9246.821,NA,3037.825,12284.646,4783.483,7341.867,NA,127.759,31.537,NA,8912.094,NA,2938.722,11850.816,4285.063,7462.529,NA,101.671,1.552,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Lapidaria, cantería y vidrio",10582.515,NA,3386.602,13969.117,8076.491,5594.451,NA,NA,298.174,NA,9830.119,NA,3135.269,12965.388,7979.362,4996.758,NA,NA,-10.732,NA,10162.066,NA,3254.254,13416.32,7820.71,5429.949,NA,NA,165.661,NA,10116.777,NA,3233.036,13349.813,8088.054,5296.472,NA,NA,-34.714,NA,10077.518,NA,3217.755,13295.273,8054.663,5192.692,NA,NA,47.918,NA,10725.524,NA,3431.378,14156.902,8039.245,5988.945,NA,NA,128.713,NA,11534.561,NA,3684.961,15219.522,8610.643,6458.096,NA,NA,150.783,NA,12256.176,NA,3922.579,16178.755,8959.144,6937.589,NA,NA,282.022,NA,10752.677,NA,3444.954,14197.631,7995.656,6522.653,NA,NA,-320.678,NA,13704.817,NA,4391.153,18095.97,10271.614,7743.245,NA,NA,81.112,NA,10808.009,NA,3463.235,14271.244,8262.284,6009.648,NA,NA,-0.689,NA,11014.512,NA,3533.719,14548.231,8414.296,6134.588,NA,NA,-0.653,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Talabartería y marroquinería,8290.61,NA,2210.939,10501.549,962.473,9530.271,NA,NA,8.805,NA,7580.476,NA,1969.366,9549.842,824.087,8661.042,NA,NA,64.714,NA,8214.157,NA,2131.596,10345.753,986.351,9393.824,NA,NA,-34.422,NA,8208.159,NA,2135.241,10343.4,1194.481,9378.349,NA,NA,-229.43,NA,8492.955,NA,2202.17,10695.125,877.8,9725.71,NA,NA,91.615,NA,8328.836,NA,2112.179,10441.015,1164.674,9355.457,NA,NA,-79.117,NA,8283.65,NA,2120.737,10404.387,803.45,9476.587,NA,NA,124.35,NA,8344.874,NA,2105.246,10450.12,768.974,9509.906,NA,NA,171.24,NA,8391.625,NA,2124.114,10515.739,810.858,9526.926,NA,NA,177.954,NA,8228.974,NA,2061.71,10290.684,806.293,9299.771,NA,NA,184.62,NA,7629.421,NA,1887.556,9516.977,684.28,8703.577,NA,NA,129.12,NA,7381.433,NA,1831.242,9212.675,644.002,8507.93,NA,NA,60.743,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alimentos y dulces típicos,28919.42,NA,9479.606,38399.026,2858.168,34872.666,NA,NA,668.192,NA,27512.198,NA,9043.672,36555.87,2732.868,33240.333,NA,NA,582.669,NA,29434.63,NA,9640.663,39075.293,2820.603,36029.904,NA,NA,224.786,NA,29368.47,NA,9637.72,39006.19,2681.497,35867.405,NA,NA,457.288,NA,31333.675,NA,10272.435,41606.11,2835.716,38462.19,NA,NA,308.204,NA,32592.32,NA,10683.688,43276.008,2803.704,40204.834,NA,NA,267.47,NA,30944.727,NA,10187.827,41132.554,2893.768,38297.094,NA,NA,-58.308,NA,32557.887,NA,10690.969,43248.856,3145.824,39289.097,NA,NA,813.936,NA,33946.75,NA,11130.737,45077.487,3346.077,42083.266,NA,NA,-351.857,NA,35360.122,NA,11601.391,46961.513,3436.682,43314.272,NA,NA,210.559,NA,37039.985,NA,12123.084,49163.069,3417.369,45371.787,NA,NA,373.913,NA,38094.429,NA,12481.769,50576.198,3515.656,47266.489,NA,NA,-205.948,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Gestión pública en artesanías,403.77939955771825,NA,NA,403.779,NA,NA,400.45425233274864,3.3251472249695877,NA,NA,396.2261929222459,NA,NA,396.226,NA,NA,392.9078154982861,3.3183774239598023,NA,NA,414.3061424325316,NA,NA,414.306,NA,NA,410.8895068041985,3.4166356283331236,NA,NA,439.0717547766164,NA,NA,439.072,NA,NA,435.57519781883497,3.496556957781398,NA,NA,438.5470360504204,NA,NA,438.547,NA,NA,434.993518320621,3.5535177297994367,NA,NA,411.262086365329,NA,NA,411.262,NA,NA,407.8911466559988,3.3709397093302385,NA,NA,538.9390627695914,NA,NA,538.939,NA,NA,533.7028794736476,5.236183295943795,NA,NA,544.9915103331731,NA,NA,544.992,NA,NA,540.6941952916934,4.297315041479665,NA,NA,415.5390609185981,NA,NA,415.539,NA,NA,399.1694738937327,16.369587024865414,NA,NA,403.2227036768638,NA,NA,403.223,NA,NA,390.99400987370757,12.22869380315619,NA,NA,443.05077466426565,NA,NA,443.051,NA,NA,422.2768600340628,20.773914630202846,NA,NA,328.5421104714964,NA,NA,328.542,NA,NA,317.6212079704492,10.920902501047248,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos,71113.941,47.665,11.544,71173.15,57267.321,7780.562,1640.338,4475.037,0.973,8.92,67571.579,90.994,20.852,67683.425,54712.205,6993.384,1597.532,4374.183,-1.781,7.902,67354.058,121.367,27.629,67503.054,54387.378,6936.63,1684.893,4480.922,-2.289,15.52,68110.522,99.946,19.234,68229.702,54483.362,7261.954,1796.091,4668.722,1.721,17.85,69661.819,165.243,40.676,69867.738,55651.743,7548.934,1802.434,4841.463,4.937,18.231,69974.855,117.075,27.529,70119.459,54978.756,7965.937,1645.052,5513.307,3.033,13.371,71928.182,110.019,24.493,72062.694,56525.329,8279.242,1166.359,6033.583,2.907,55.275,73954.67,142.502,36.125,74133.297,56605.6,9760.304,1368.775,6375.984,1.661,20.972,76155.928,117.307,29.339,76302.574,59751.003,8040.627,1429.675,7049.696,1.685,29.891,77948.923,93.143,20.61,78062.676,61121.516,8991.016,1419.672,6501.432,1.156,27.881,80092.269,94.753,21.035,80208.057,63187.582,8981.078,1794.163,6236.869,0.455,7.91,78734.548,106.28,24.771,78865.599,62066.401,8249.036,1708.425,6831.364,0.941,9.434
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Arquitectónico,11849.127,20.99,6.548,11876.665,6112.188,5639.545,NA,122.418,0.037,2.476,10634.473,50.346,15.827,10700.646,5731.61,4816.401,NA,151.21,0.406,1.019,10738.548,71.956,22.663,10833.167,5798.791,4870.063,NA,163.989,-2.231,2.555,11214.597,45.18,14.125,11273.902,6046.456,5085.946,NA,135.145,0.401,5.953,12252.666,113.937,35.646,12402.249,6767.293,5447.284,NA,178.599,2.57,6.504,12317.969,72.913,22.597,12413.479,6457.013,5799.572,NA,149.63,1.144,6.12,12577.885,62.963,19.626,12660.474,6459.246,6006.534,NA,146.175,0.548,47.971,13547.285,99.068,30.858,13677.211,6336.514,7140.131,NA,186.732,1.636,12.198,10994.613,75.831,23.796,11094.24,5486.872,5390.498,NA,191.969,0.424,24.476,11922.536,47.068,14.781,11984.385,5517.412,6270.105,NA,169.229,0.147,27.492,11653.139,48.163,15.122,11716.424,5389.619,6141.72,NA,180.72,-0.128,4.493,10564.497,59.593,18.582,10642.672,5220.654,5243.296,NA,172.861,-0.342,6.204
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gráfico,3021.073,NA,NA,3021.073,3020.784,0.289,NA,NA,NA,NA,2649.357,NA,NA,2649.357,2649.097,0.261,NA,NA,NA,NA,2533.39,NA,NA,2533.39,2533.139,0.251,NA,NA,NA,NA,2365.604,NA,NA,2365.604,2365.348,0.256,NA,NA,NA,NA,2541.493,NA,NA,2541.493,2541.229,0.264,NA,NA,NA,NA,2461.096,NA,NA,2461.096,2460.838,0.258,NA,NA,NA,NA,2556.836,NA,NA,2556.836,2556.611,0.225,NA,NA,NA,NA,2416.311,NA,NA,2416.311,2416.075,0.235,NA,NA,NA,NA,2570.151,NA,NA,2570.151,2569.916,0.236,NA,NA,NA,NA,2505.896,NA,NA,2505.896,2505.726,0.169,NA,NA,NA,NA,2666.609,NA,NA,2666.609,2666.439,0.171,NA,NA,NA,NA,2555.643,NA,NA,2555.643,2555.487,0.156,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Informático,28871.386,3.861,NA,28875.247,24233.497,338.81,NA,4302.941,NA,NA,28896.076,3.941,NA,28900.017,24344.399,382.087,NA,4173.531,NA,NA,28837.997,3.619,NA,28841.616,24238.721,336.827,NA,4266.068,NA,NA,28756.129,3.191,NA,28759.32,23936.374,341.442,NA,4481.503,NA,NA,29301.854,3.182,NA,29305.036,24369.01,326.073,NA,4609.954,NA,NA,29431.873,3.068,NA,29434.941,23781.523,339.934,NA,5313.484,NA,NA,30514.534,3.344,NA,30517.878,24293.243,361.188,NA,5863.448,NA,NA,31939.939,3.456,NA,31943.395,25324.268,445.409,NA,6173.718,NA,NA,34088.042,3.29,NA,34091.332,26779.967,483.143,NA,6828.222,NA,NA,34037.085,3.217,NA,34040.302,27206.615,536.627,NA,6297.059,NA,NA,33818.424,3.202,NA,33821.626,27224.799,563.479,NA,6033.347,NA,NA,34944.786,3.437,NA,34948.223,27752.304,541.754,NA,6654.166,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Interiores,507.837,0.624,NA,508.461,124.063,383.236,NA,1.162,NA,NA,466.557,0.639,NA,467.196,118.849,347.329,NA,1.019,NA,NA,448.282,0.624,NA,448.906,122.326,325.568,NA,1.012,NA,NA,454.334,0.624,NA,454.958,127.386,326.517,NA,1.055,NA,NA,490.827,0.635,NA,491.462,130.272,360.128,NA,1.063,NA,NA,496.432,0.617,NA,497.049,133.285,362.754,NA,1.011,NA,NA,509.361,0.676,NA,510.037,133.938,375.056,NA,1.042,NA,NA,481.145,0.699,NA,481.844,127.55,353.207,NA,1.087,NA,NA,494.49,0.674,NA,495.164,125.37,368.661,NA,1.134,NA,NA,470.678,0.685,NA,471.363,124.783,345.42,NA,1.16,NA,NA,492.885,0.727,NA,493.612,127.764,364.673,NA,1.176,NA,NA,484.897,0.756,NA,485.653,132.282,352.187,NA,1.183,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Modas,336.67,NA,NA,336.67,336.665,0.005,NA,NA,NA,NA,316.268,NA,NA,316.268,316.262,0.006,NA,NA,NA,NA,316.517,NA,NA,316.517,316.51,0.006,NA,NA,NA,NA,315.525,NA,NA,315.525,315.518,0.007,NA,NA,NA,NA,341.487,NA,NA,341.487,341.48,0.007,NA,NA,NA,NA,347.202,NA,NA,347.202,347.194,0.007,NA,NA,NA,NA,355.251,NA,NA,355.251,355.244,0.007,NA,NA,NA,NA,342.583,NA,NA,342.583,342.576,0.007,NA,NA,NA,NA,356.037,NA,NA,356.037,356.029,0.007,NA,NA,NA,NA,352.78,NA,NA,352.78,352.772,0.008,NA,NA,NA,NA,371.41,NA,NA,371.41,371.401,0.009,NA,NA,NA,NA,369.377,NA,NA,369.377,369.367,0.01,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Industrial,2455.404,NA,4.996,2460.4,2423.827,35.62,NA,0.018,0.936,NA,2363.924,NA,5.025,2368.949,2338.173,32.939,NA,0.024,-2.187,NA,2350.988,NA,4.966,2355.954,2325.516,30.476,NA,0.021,-0.058,NA,2415.176,NA,5.109,2420.285,2388.957,29.987,NA,0.021,1.32,NA,2497.028,NA,5.03,2502.058,2468.932,30.74,NA,0.019,2.367,NA,2310.288,NA,4.932,2315.22,2281.533,31.78,NA,0.017,1.889,NA,2378.937,NA,4.867,2383.804,2349.602,31.818,NA,0.026,2.359,NA,2386.383,NA,5.267,2391.65,2358.339,33.258,NA,0.028,0.025,NA,2480.753,NA,5.543,2486.296,2447.372,37.63,NA,0.035,1.261,NA,2248.766,NA,5.829,2254.595,2220.596,32.959,NA,0.031,1.009,NA,2128.146,NA,5.913,2134.059,2101.07,32.37,NA,0.036,0.583,NA,2176.015,NA,6.189,2182.204,2149.612,31.274,NA,0.036,1.283,NA
