Descriptores,2008|Total,2008|Financiamiento|Total de residentes,2008|Financiamiento|Hogares,2008|Financiamiento|ISFL,2008|Financiamiento|Total de gobierno,2008|Financiamiento|Niveles de gobierno|Gobierno federal,2008|Financiamiento|Niveles de gobierno|Gobierno estatal,2008|Financiamiento|Niveles de gobierno|Gobierno municipal,2008|Financiamiento|Sociedades no financieras,2008|Financiamiento|Total no residentes,2009|Total,2009|Financiamiento|Total de residentes,2009|Financiamiento|Hogares,2009|Financiamiento|ISFL,2009|Financiamiento|Total de gobierno,2009|Financiamiento|Niveles de gobierno|Gobierno federal,2009|Financiamiento|Niveles de gobierno|Gobierno estatal,2009|Financiamiento|Niveles de gobierno|Gobierno municipal,2009|Financiamiento|Sociedades no financieras,2009|Financiamiento|Total no residentes,2010|Total,2010|Financiamiento|Total de residentes,2010|Financiamiento|Hogares,2010|Financiamiento|ISFL,2010|Financiamiento|Total de gobierno,2010|Financiamiento|Niveles de gobierno|Gobierno federal,2010|Financiamiento|Niveles de gobierno|Gobierno estatal,2010|Financiamiento|Niveles de gobierno|Gobierno municipal,2010|Financiamiento|Sociedades no financieras,2010|Financiamiento|Total no residentes,2011|Total,2011|Financiamiento|Total de residentes,2011|Financiamiento|Hogares,2011|Financiamiento|ISFL,2011|Financiamiento|Total de gobierno,2011|Financiamiento|Niveles de gobierno|Gobierno federal,2011|Financiamiento|Niveles de gobierno|Gobierno estatal,2011|Financiamiento|Niveles de gobierno|Gobierno municipal,2011|Financiamiento|Sociedades no financieras,2011|Financiamiento|Total no residentes,2012|Total,2012|Financiamiento|Total de residentes,2012|Financiamiento|Hogares,2012|Financiamiento|ISFL,2012|Financiamiento|Total de gobierno,2012|Financiamiento|Niveles de gobierno|Gobierno federal,2012|Financiamiento|Niveles de gobierno|Gobierno estatal,2012|Financiamiento|Niveles de gobierno|Gobierno municipal,2012|Financiamiento|Sociedades no financieras,2012|Financiamiento|Total no residentes,2013|Total,2013|Financiamiento|Total de residentes,2013|Financiamiento|Hogares,2013|Financiamiento|ISFL,2013|Financiamiento|Total de gobierno,2013|Financiamiento|Niveles de gobierno|Gobierno federal,2013|Financiamiento|Niveles de gobierno|Gobierno estatal,2013|Financiamiento|Niveles de gobierno|Gobierno municipal,2013|Financiamiento|Sociedades no financieras,2013|Financiamiento|Total no residentes,2014|Total,2014|Financiamiento|Total de residentes,2014|Financiamiento|Hogares,2014|Financiamiento|ISFL,2014|Financiamiento|Total de gobierno,2014|Financiamiento|Niveles de gobierno|Gobierno federal,2014|Financiamiento|Niveles de gobierno|Gobierno estatal,2014|Financiamiento|Niveles de gobierno|Gobierno municipal,2014|Financiamiento|Sociedades no financieras,2014|Financiamiento|Total no residentes,2015|Total,2015|Financiamiento|Total de residentes,2015|Financiamiento|Hogares,2015|Financiamiento|ISFL,2015|Financiamiento|Total de gobierno,2015|Financiamiento|Niveles de gobierno|Gobierno federal,2015|Financiamiento|Niveles de gobierno|Gobierno estatal,2015|Financiamiento|Niveles de gobierno|Gobierno municipal,2015|Financiamiento|Sociedades no financieras,2015|Financiamiento|Total no residentes,2016|Total,2016|Financiamiento|Total de residentes,2016|Financiamiento|Hogares,2016|Financiamiento|ISFL,2016|Financiamiento|Total de gobierno,2016|Financiamiento|Niveles de gobierno|Gobierno federal,2016|Financiamiento|Niveles de gobierno|Gobierno estatal,2016|Financiamiento|Niveles de gobierno|Gobierno municipal,2016|Financiamiento|Sociedades no financieras,2016|Financiamiento|Total no residentes,2017|Total,2017|Financiamiento|Total de residentes,2017|Financiamiento|Hogares,2017|Financiamiento|ISFL,2017|Financiamiento|Total de gobierno,2017|Financiamiento|Niveles de gobierno|Gobierno federal,2017|Financiamiento|Niveles de gobierno|Gobierno estatal,2017|Financiamiento|Niveles de gobierno|Gobierno municipal,2017|Financiamiento|Sociedades no financieras,2017|Financiamiento|Total no residentes,2018|Total<P>,2018|Financiamiento|Total de residentes<P>,2018|Financiamiento|Hogares<P>,2018|Financiamiento|ISFL<P>,2018|Financiamiento|Total de gobierno<P>,2018|Financiamiento|Niveles de gobierno|Gobierno federal<P>,2018|Financiamiento|Niveles de gobierno|Gobierno estatal<P>,2018|Financiamiento|Niveles de gobierno|Gobierno municipal<P>,2018|Financiamiento|Sociedades no financieras<P>,2018|Financiamiento|Total no residentes<P>,2019|Total<P>,2019|Financiamiento|Total de residentes<P>,2019|Financiamiento|Hogares<P>,2019|Financiamiento|ISFL<P>,2019|Financiamiento|Total de gobierno<P>,2019|Financiamiento|Niveles de gobierno|Gobierno federal<P>,2019|Financiamiento|Niveles de gobierno|Gobierno estatal<P>,2019|Financiamiento|Niveles de gobierno|Gobierno municipal<P>,2019|Financiamiento|Sociedades no financieras<P>,2019|Financiamiento|Total no residentes<P>
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Espectáculos deportivos,8614.465,8506.068,8506.026,NA,0.042,0.042,NA,NA,NA,108.397,8304.223,8196.238,8196.2,NA,0.038,0.038,NA,NA,NA,107.985,8501.344,8399.549,8399.521,NA,0.028,0.028,NA,NA,NA,101.795,8163.948,8067.737,8067.676,NA,0.061,0.061,NA,NA,NA,96.211,8377.545,8272.795,8272.766,NA,0.029,0.029,NA,NA,NA,104.75,8601.986,8494.238,8494.208,NA,0.03,0.03,NA,NA,NA,107.748,8708.922,8587.162,8587.162,NA,0.035,0.035,NA,NA,NA,121.76,9418.208,9269.245,9269.245,NA,0.019,0.019,NA,NA,NA,148.963,10329.191,10145.902,10145.902,NA,NA,NA,NA,NA,NA,183.289,10574.827,10384.925,10384.925,NA,NA,NA,NA,NA,NA,189.902,11085.575,10894.535,10894.535,NA,NA,NA,NA,NA,NA,191.04,11520.757,11324.036,11324.036,NA,NA,NA,NA,NA,NA,196.721
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Teatros,132.149,119.814,99.768,NA,20.046,20.046,NA,NA,NA,12.335,132.714,120.333,103.592,NA,16.741,16.741,NA,NA,NA,12.381,134.42,122.869,111.663,NA,11.206,11.206,NA,NA,NA,11.551,137.216,126.336,112.041,NA,14.295,14.295,NA,NA,NA,10.88,137.927,126.12,85.803,NA,40.317,40.317,NA,NA,NA,11.807,138.927,126.833,104.745,NA,22.088,22.088,NA,NA,NA,12.094,141.321,127.49,119.578,NA,7.912,7.912,NA,NA,NA,13.831,142.969,125.987,122.71,NA,3.277,3.277,NA,NA,NA,16.982,143.661,122.856,122.855,NA,0.001,0.001,NA,NA,NA,20.805,143.509,122.081,121.797,NA,0.284,0.284,NA,NA,NA,21.428,144.514,122.773,122.2,NA,0.573,0.573,NA,NA,NA,21.741,144.566,121.911,121.336,NA,0.575,0.575,NA,NA,NA,22.655
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Promotores, agentes y representantes",648.472,598.587,598.587,NA,NA,NA,NA,NA,NA,49.885,628.788,579.092,579.092,NA,NA,NA,NA,NA,NA,49.696,661.021,614.174,614.174,NA,NA,NA,NA,NA,NA,46.847,676.078,631.801,631.801,NA,NA,NA,NA,NA,NA,44.277,732.062,683.855,683.855,NA,NA,NA,NA,NA,NA,48.207,748.38,698.793,698.793,NA,NA,NA,NA,NA,NA,49.587,729.793,673.758,673.758,NA,NA,NA,NA,NA,NA,56.035,738.475,669.921,669.921,NA,NA,NA,NA,NA,NA,68.554,784.651,700.299,700.299,NA,NA,NA,NA,NA,NA,84.352,821.422,734.027,734.027,NA,NA,NA,NA,NA,NA,87.395,793.312,705.393,705.393,NA,NA,NA,NA,NA,NA,87.919,828.472,737.939,737.939,NA,NA,NA,NA,NA,NA,90.533
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Alquiler de espacios para espectáculos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Gestión pública en artes escénicas y espectáculos,2915.207,2915.207,NA,NA,2915.2070283347143,2915.2070283347143,NA,NA,NA,NA,2865.672,2865.672,NA,NA,2865.672317370268,2865.672317370268,NA,NA,NA,NA,3009.071,3009.071,NA,NA,3009.071002943656,3009.071002943656,NA,NA,NA,NA,3169.826,3169.826,NA,NA,3169.8258034965547,3169.8258034965547,NA,NA,NA,NA,3195.662,3195.662,NA,NA,3195.662249011497,3195.662249011497,NA,NA,NA,NA,2966.367,2966.367,NA,NA,2966.367415927595,2966.367415927595,NA,NA,NA,NA,2641.819,2641.819,NA,NA,2641.818899236191,2641.818899236191,NA,NA,NA,NA,2719.337,2719.337,NA,NA,2719.3371233302337,2719.3371233302337,NA,NA,NA,NA,2846.487,2846.487,NA,NA,2846.4865670541935,2846.4865670541935,NA,NA,NA,NA,2618.922,2618.922,NA,NA,2618.921591455492,2618.921591455492,NA,NA,NA,NA,2495.018,2495.018,NA,NA,2495.0176480599853,2495.0176480599853,NA,NA,NA,NA,2523.933,2523.933,NA,NA,2523.9325515941787,2523.9325515941787,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos,12855.091,12147.302,8403.609,NA,2993.171,2993.171,NA,NA,750.522,707.789,11720.908,11000.577,7531.547,NA,2735.968,2735.968,NA,NA,733.062,720.331,11346.936,10665.516,7398.884,NA,2636.501,2636.501,NA,NA,630.131,681.42,12366.874,11720.109,8174.827,NA,2831.42,2831.42,NA,NA,713.862,646.765,12255.726,11576.169,7735.403,NA,2955.557,2955.557,NA,NA,885.209,679.557,11100.24,10431.181,7128.838,NA,2425.112,2425.112,NA,NA,877.231,669.059,10621.965,9869.705,7158.209,NA,2002.406,2002.406,NA,NA,709.09,752.26,11192.182,10294.702,7500.399,NA,2010.665,2010.665,NA,NA,783.638,897.48,10848.937,9784.216,7045.357,NA,2084.358,2084.358,NA,NA,654.501,1064.721,10718.725,9625.72,7024.11,NA,1990.01,1990.01,NA,NA,611.6,1093.005,11357.433,10248.361,7632.3,NA,1957.247,1957.247,NA,NA,658.814,1109.072,11922.616,10773.714,7989.793,NA,2021.05,2021.05,NA,NA,762.871,1148.902
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Instrumentos musicales,3263.431,3263.431,2265.862,NA,533.705,533.705,NA,NA,463.864,NA,3109.428,3109.428,2301.182,NA,340.388,340.388,NA,NA,467.858,NA,2601.118,2601.118,2102.34,NA,125.889,125.889,NA,NA,372.889,NA,2796.23,2796.23,2196.438,NA,179.639,179.639,NA,NA,420.153,NA,3513.527,3513.527,2508.999,NA,390.386,390.386,NA,NA,614.142,NA,3275.552,3275.552,2531.472,NA,167.438,167.438,NA,NA,576.642,NA,3042.167,3042.167,2619.891,NA,8.533,8.533,NA,NA,413.743,NA,3484.011,3484.011,2965.959,NA,4.269,4.269,NA,NA,513.783,NA,3184.45,3184.45,2788.152,NA,0.087,0.087,NA,NA,396.211,NA,3174.876,3174.876,2804.078,NA,0.044,0.044,NA,NA,370.754,NA,3588.185,3588.185,3202.99,NA,NA,NA,NA,NA,385.195,NA,3608.647,3608.647,3166.86,NA,NA,NA,NA,NA,441.787,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Música,4187.76,4144.033,3728.293,NA,318.926,318.926,NA,NA,96.814,43.727,3195.203,3141.89,2798.332,NA,288.142,288.142,NA,NA,55.416,53.313,3201.343,3148.427,2795.124,NA,297.65,297.65,NA,NA,55.653,52.916,3874.602,3824.656,3415.744,NA,337.715,337.715,NA,NA,71.197,49.946,2993.93,2956.647,2673.995,NA,227.878,227.878,NA,NA,54.774,37.283,2172.388,2160.201,2022.107,NA,78.022,78.022,NA,NA,60.072,12.187,2229.444,2216.435,2017.03,NA,110.745,110.745,NA,NA,88.66,13.009,2267.413,2251.556,2120.585,NA,65.951,65.951,NA,NA,65.02,15.857,2040.781,2020.167,1969.76,NA,2.212,2.212,NA,NA,48.195,20.614,1984.4,1962.866,1925.849,NA,0.924,0.924,NA,NA,36.093,21.534,2183.918,2160.947,2113.904,NA,0.054,0.054,NA,NA,46.989,22.971,2572.962,2548.776,2504.831,NA,0.061,0.061,NA,NA,43.884,24.186
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Conciertos,3032.597,2368.535,2368.535,NA,NA,NA,NA,NA,NA,664.062,3059.889,2392.871,2392.871,NA,NA,NA,NA,NA,NA,667.018,3087.188,2458.684,2458.684,NA,NA,NA,NA,NA,NA,628.504,3114.48,2517.661,2517.661,NA,NA,NA,NA,NA,NA,596.819,3150.876,2508.602,2508.602,NA,NA,NA,NA,NA,NA,642.274,3187.271,2530.399,2530.399,NA,NA,NA,NA,NA,NA,656.872,3222.334,2483.083,2483.083,NA,NA,NA,NA,NA,NA,739.251,3257.397,2375.774,2375.774,NA,NA,NA,NA,NA,NA,881.623,3292.461,2248.354,2248.354,NA,NA,NA,NA,NA,NA,1044.107,3327.524,2256.053,2256.053,NA,NA,NA,NA,NA,NA,1071.471,3359.397,2273.296,2273.296,NA,NA,NA,NA,NA,NA,1086.101,3391.272,2266.556,2266.556,NA,NA,NA,NA,NA,NA,1124.716
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Propiedad intelectual en música,230.763,230.763,40.919,NA,NA,NA,NA,NA,189.844,NA,248.95,248.95,39.162,NA,NA,NA,NA,NA,209.788,NA,244.325,244.325,42.736,NA,NA,NA,NA,NA,201.589,NA,267.496,267.496,44.984,NA,NA,NA,NA,NA,222.512,NA,260.1,260.1,43.807,NA,NA,NA,NA,NA,216.293,NA,285.377,285.377,44.86,NA,NA,NA,NA,NA,240.517,NA,244.892,244.892,38.205,NA,NA,NA,NA,NA,206.687,NA,242.916,242.916,38.081,NA,NA,NA,NA,NA,204.835,NA,249.186,249.186,39.091,NA,NA,NA,NA,NA,210.095,NA,242.883,242.883,38.13,NA,NA,NA,NA,NA,204.753,NA,268.74,268.74,42.11,NA,NA,NA,NA,NA,226.63,NA,328.746,328.746,51.546,NA,NA,NA,NA,NA,277.2,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Gestión pública en música y conciertos,2140.54,2140.54,NA,NA,2140.539668812934,2140.539668812934,NA,NA,NA,NA,2107.438,2107.438,NA,NA,2107.4383325334934,2107.4383325334934,NA,NA,NA,NA,2212.962,2212.962,NA,NA,2212.9617793998254,2212.9617793998254,NA,NA,NA,NA,2314.066,2314.066,NA,NA,2314.0656774380104,2314.0656774380104,NA,NA,NA,NA,2337.293,2337.293,NA,NA,2337.2930040433143,2337.2930040433143,NA,NA,NA,NA,2179.652,2179.652,NA,NA,2179.6524071187555,2179.6524071187555,NA,NA,NA,NA,1883.128,1883.128,NA,NA,1883.1276243510713,1883.1276243510713,NA,NA,NA,NA,1940.445,1940.445,NA,NA,1940.4450240566018,1940.4450240566018,NA,NA,NA,NA,2082.059,2082.059,NA,NA,2082.059095253258,2082.059095253258,NA,NA,NA,NA,1989.042,1989.042,NA,NA,1989.0415896544034,1989.0415896544034,NA,NA,NA,NA,1957.193,1957.193,NA,NA,1957.1929346524441,1957.1929346524441,NA,NA,NA,NA,2020.989,2020.989,NA,NA,2020.9887886321835,2020.9887886321835,NA,NA,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa",44088.282,43285.159,32016.24,NA,10533.276,10533.276,NA,NA,735.643,803.123,39559.265,38757.813,27286.544,NA,10814.277,10814.277,NA,NA,656.992,801.452,35045.371,34309.816,23287.911,NA,10317.545,10317.545,NA,NA,704.36,735.555,37681.008,36988.104,24651.174,NA,11663.77,11663.77,NA,NA,673.16,692.904,38519.97,37764.588,26120.453,NA,10922.679,10922.679,NA,NA,721.456,755.382,36962.189,36188.979,25359.166,NA,10200.346,10200.346,NA,NA,629.467,773.21,35771.749,34883.741,24646.161,NA,9671.093,9671.093,NA,NA,566.487,888.008,36457.296,35359.859,24561.855,NA,10262.589,10262.589,NA,NA,535.415,1097.437,35347.001,33993.966,22919.663,NA,10529.129,10529.129,NA,NA,545.174,1353.035,35449.573,34048.817,23163.22,NA,10367.724,10367.724,NA,NA,517.873,1400.756,32516.747,31120.714,20429.926,NA,10191.296,10191.296,NA,NA,499.492,1396.033,28480.295,27034.445,18081.853,NA,8425.196,8425.196,NA,NA,527.396,1445.85
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Agencias noticiosas",133.473,133.473,117.729,NA,15.744,15.744,NA,NA,NA,NA,147.945,147.945,130.443,NA,17.502,17.502,NA,NA,NA,NA,147.255,147.255,130.561,NA,16.694,16.694,NA,NA,NA,NA,145.881,145.881,129.384,NA,16.497,16.497,NA,NA,NA,NA,138.782,138.782,124.204,NA,14.578,14.578,NA,NA,NA,NA,142.452,142.452,129.03,NA,13.422,13.422,NA,NA,NA,NA,146.5,146.5,130.837,NA,15.663,15.663,NA,NA,NA,NA,152.667,152.667,136.256,NA,16.411,16.411,NA,NA,NA,NA,143.85,143.85,126.836,NA,17.014,17.014,NA,NA,NA,NA,134.205,134.205,118.062,NA,16.143,16.143,NA,NA,NA,NA,120.776,120.776,105.675,NA,15.101,15.101,NA,NA,NA,NA,111.113,111.113,98.321,NA,12.792,12.792,NA,NA,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Libros",22722.321,22126.509,19247.172,NA,2152.853,2152.853,NA,NA,726.484,595.812,20182.73,19597.166,16413.493,NA,2535.081,2535.081,NA,NA,648.592,585.564,16480.809,15959.606,13521.294,NA,1749.258,1749.258,NA,NA,689.054,521.203,17988.365,17490.806,14570.87,NA,2261.366,2261.366,NA,NA,658.57,497.559,18824.418,18286.976,15845.043,NA,1729.951,1729.951,NA,NA,711.982,537.442,18505.187,17954.035,15482.23,NA,1851.353,1851.353,NA,NA,620.452,551.152,18212.454,17571.552,15171.966,NA,1841.891,1841.891,NA,NA,557.695,640.902,18003.866,17212.198,15204.34,NA,1481.547,1481.547,NA,NA,526.311,791.668,17095.507,16111.03,14238.405,NA,1336.252,1336.252,NA,NA,536.373,984.477,17732.257,16712.59,14833.45,NA,1370.036,1370.036,NA,NA,509.104,1019.667,15177.581,14189.227,12652.409,NA,1045.471,1045.471,NA,NA,491.347,988.354,14552.991,13504.57,11674.156,NA,1310.809,1310.809,NA,NA,519.605,1048.421
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Periódicos",7727.108,7618.617,7231.215,NA,387.402,387.402,NA,NA,NA,108.491,6711.388,6601.772,6131.904,NA,469.868,469.868,NA,NA,NA,109.616,5811.368,5709.219,5369.814,NA,339.405,339.405,NA,NA,NA,102.149,6143.348,6049.822,5629.544,NA,420.278,420.278,NA,NA,NA,93.526,6074.972,5975.511,5658.955,NA,316.556,316.556,NA,NA,NA,99.461,5856.285,5754.505,5416.44,NA,338.065,338.065,NA,NA,NA,101.78,5631.514,5519.923,5202.463,NA,317.46,317.46,NA,NA,NA,111.591,5692.679,5552.559,5292.555,NA,260.004,260.004,NA,NA,NA,140.12,5206.326,5034.641,4803.279,NA,231.362,231.362,NA,NA,NA,171.685,4997.098,4825.314,4596.16,NA,229.154,229.154,NA,NA,NA,171.784,4491.766,4326.885,4153.797,NA,173.088,173.088,NA,NA,NA,164.881,3748.948,3597.262,3409.227,NA,188.035,188.035,NA,NA,NA,151.686
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Revistas",4703.192,4610.056,4273.528,NA,336.528,336.528,NA,NA,NA,93.136,3941.741,3846.656,3435.006,NA,411.65,411.65,NA,NA,NA,95.085,3365.806,3273.209,2962.434,NA,310.775,310.775,NA,NA,NA,92.597,3476.391,3390.308,2999.068,NA,391.24,391.24,NA,NA,NA,86.083,3428.257,3334.385,3032.225,NA,302.16,302.16,NA,NA,NA,93.872,3397.892,3301.164,2976.248,NA,324.916,324.916,NA,NA,NA,96.728,3088.797,2982.967,2678.823,NA,304.144,304.144,NA,NA,NA,105.83,2904.138,2770.273,2519.755,NA,250.518,250.518,NA,NA,NA,133.865,2826.997,2662.365,2438.907,NA,223.458,223.458,NA,NA,NA,164.632,2837.951,2666.525,2436.195,NA,230.33,230.33,NA,NA,NA,171.426,2516.155,2352.488,2179.363,NA,173.125,173.125,NA,NA,NA,163.667,1999.817,1848.085,1658.378,NA,189.707,189.707,NA,NA,NA,151.732
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Otros productos editoriales e impresos",431.416,425.736,450.347,NA,-24.634,-24.634,NA,NA,0.023,5.68,503.905,492.722,498.182,NA,-5.473,-5.473,NA,NA,0.013,11.183,755.781,736.179,705.747,NA,23.653,23.653,NA,NA,6.779,19.602,772.854,757.121,730.639,NA,20.692,20.692,NA,NA,5.79,15.733,864.846,840.242,800.177,NA,40.046,40.046,NA,NA,0.019,24.604,792.861,769.314,731.581,NA,37.698,37.698,NA,NA,0.035,23.547,848.581,818.9,775.181,NA,43.692,43.692,NA,NA,0.027,29.681,727.651,695.872,669.311,NA,26.542,26.542,NA,NA,0.019,31.779,662.516,630.282,616.767,NA,13.499,13.499,NA,NA,0.016,32.234,664.042,626.17,605.202,NA,20.963,20.963,NA,NA,0.005,37.872,1048.288,969.164,910.275,NA,58.811,58.811,NA,NA,0.078,79.124,1048.482,954.479,867.199,NA,87.28,87.28,NA,NA,NS,94.003
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Publicaciones digitales",516.074,516.07,514.246,NA,NA,NA,NA,NA,1.824,0.004,509.706,509.702,508.002,NA,NA,NA,NA,NA,1.7,0.004,431.469,431.465,429.778,NA,NA,NA,NA,NA,1.687,0.004,412.738,412.735,410.921,NA,NA,NA,NA,NA,1.814,0.003,468.254,468.251,466.308,NA,NA,NA,NA,NA,1.943,0.003,434.177,434.174,432.251,NA,NA,NA,NA,NA,1.923,0.003,495.536,495.532,493.589,NA,NA,NA,NA,NA,1.943,0.004,534.403,534.398,532.312,NA,NA,NA,NA,NA,2.086,0.005,500.726,500.719,498.74,NA,NA,NA,NA,NA,1.979,0.007,376.433,376.426,374.416,NA,NA,NA,NA,NA,2.01,0.007,249.432,249.425,247.606,NA,NA,NA,NA,NA,1.819,0.007,207.842,207.834,206.14,NA,NA,NA,NA,NA,1.694,0.008
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Propiedad intelectual en libros",253.802,253.802,182.003,NA,64.487,64.487,NA,NA,7.312,NA,247.888,247.888,169.514,NA,71.687,71.687,NA,NA,6.687,NA,243.503,243.503,168.283,NA,68.38,68.38,NA,NA,6.84,NA,255.303,255.303,180.748,NA,67.569,67.569,NA,NA,6.986,NA,260.764,260.764,193.541,NA,59.711,59.711,NA,NA,7.512,NA,253.42,253.42,191.386,NA,54.977,54.977,NA,NA,7.057,NA,264.278,264.278,193.302,NA,64.154,64.154,NA,NA,6.822,NA,281.543,281.543,207.326,NA,67.218,67.218,NA,NA,6.999,NA,273.223,273.223,196.729,NA,69.688,69.688,NA,NA,6.806,NA,272.611,272.611,199.735,NA,66.122,66.122,NA,NA,6.754,NA,248.901,248.901,180.801,NA,61.852,61.852,NA,NA,6.248,NA,226.926,226.926,168.432,NA,52.397,52.397,NA,NA,6.097,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Gestión pública en libros, impresiones y prensa",7600.896,7600.896,NA,NA,7600.896078896297,7600.896078896297,NA,NA,NA,NA,7313.962,7313.962,NA,NA,7313.9615955426625,7313.9615955426625,NA,NA,NA,NA,7809.38,7809.38,NA,NA,7809.379608174668,7809.379608174668,NA,NA,NA,NA,8486.128,8486.128,NA,NA,8486.127861195791,8486.127861195791,NA,NA,NA,NA,8459.677,8459.677,NA,NA,8459.677111992294,8459.677111992294,NA,NA,NA,NA,7579.915,7579.915,NA,NA,7579.915341660788,7579.915341660788,NA,NA,NA,NA,7084.089,7084.089,NA,NA,7084.089442436421,7084.089442436421,NA,NA,NA,NA,8160.349,8160.349,NA,NA,8160.349353559617,8160.349353559617,NA,NA,NA,NA,8637.856,8637.856,NA,NA,8637.855585038365,8637.855585038365,NA,NA,NA,NA,8434.976,8434.976,NA,NA,8434.975982917118,8434.975982917118,NA,NA,NA,NA,8663.848,8663.848,NA,NA,8663.847678373337,8663.847678373337,NA,NA,NA,NA,6584.176,6584.176,NA,NA,6584.176201465201,6584.176201465201,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales,224520.482,224433.203,205906.851,NA,9861.452,9861.452,NA,NA,8664.9,87.279,231833.262,231755.959,217162.551,NA,8385.773,8385.773,NA,NA,6207.635,77.303,237301.25,237232.889,222263.753,NA,8800.149,8800.149,NA,NA,6168.987,68.361,242963.907,242894.035,226257.607,NA,9562.384,9562.384,NA,NA,7074.044,69.872,278085.578,277996.283,263183.532,NA,8778.707,8778.707,NA,NA,6034.044,89.295,292258.129,292145.009,279677.818,NA,7846.657,7846.657,NA,NA,4620.534,113.12,295891.322,295766.938,283230.027,NA,8073.988,8073.988,NA,NA,4462.923,124.384,342115.553,341968.656,327630.281,NA,8536.062,8536.062,NA,NA,5802.313,146.897,377915.527,377739.477,364788.023,NA,7528.566,7528.566,NA,NA,5422.888,176.05,411549.275,411369.107,399683.466,NA,6552.807,6552.807,NA,NA,5132.834,180.168,425432.758,425255.177,412397.135,NA,7295.207,7295.207,NA,NA,5562.835,177.581,442306.665,442115.689,429837.766,NA,6572.776,6572.776,NA,NA,5705.147,190.976
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Cine,18504.874,18449.788,17805.752,NA,361.026,361.026,NA,NA,283.01,55.086,16674.829,16629.469,16027.704,NA,234.886,234.886,NA,NA,366.879,45.36,17731.211,17695.245,16783.896,NA,227.23,227.23,NA,NA,684.119,35.966,19375.163,19339.329,18416.365,NA,319.085,319.085,NA,NA,603.879,35.834,22572.267,22516.041,20703.755,NA,543.288,543.288,NA,NA,1268.998,56.226,23631.983,23553.256,22121.408,NA,394.788,394.788,NA,NA,1037.06,78.727,24016.772,23926.231,22831.031,NA,478.434,478.434,NA,NA,616.766,90.541,26880.337,26766.901,25726.505,NA,477.508,477.508,NA,NA,562.888,113.436,30838.126,30695.985,29641.422,NA,425.733,425.733,NA,NA,628.83,142.141,32875.992,32729.839,31661.169,NA,459.519,459.519,NA,NA,609.151,146.153,33027.119,32882.659,31790.361,NA,415.048,415.048,NA,NA,677.25,144.46,35710.376,35550.902,34623.451,NA,173.01,173.01,NA,NA,754.441,159.474
