Descriptores,2008|Total,2008|Financiamiento|Total de residentes,2008|Financiamiento|Hogares,2008|Financiamiento|ISFL,2008|Financiamiento|Total de gobierno,2008|Financiamiento|Niveles de gobierno|Gobierno federal,2008|Financiamiento|Niveles de gobierno|Gobierno estatal,2008|Financiamiento|Niveles de gobierno|Gobierno municipal,2008|Financiamiento|Sociedades no financieras,2008|Financiamiento|Total no residentes,2009|Total,2009|Financiamiento|Total de residentes,2009|Financiamiento|Hogares,2009|Financiamiento|ISFL,2009|Financiamiento|Total de gobierno,2009|Financiamiento|Niveles de gobierno|Gobierno federal,2009|Financiamiento|Niveles de gobierno|Gobierno estatal,2009|Financiamiento|Niveles de gobierno|Gobierno municipal,2009|Financiamiento|Sociedades no financieras,2009|Financiamiento|Total no residentes,2010|Total,2010|Financiamiento|Total de residentes,2010|Financiamiento|Hogares,2010|Financiamiento|ISFL,2010|Financiamiento|Total de gobierno,2010|Financiamiento|Niveles de gobierno|Gobierno federal,2010|Financiamiento|Niveles de gobierno|Gobierno estatal,2010|Financiamiento|Niveles de gobierno|Gobierno municipal,2010|Financiamiento|Sociedades no financieras,2010|Financiamiento|Total no residentes,2011|Total,2011|Financiamiento|Total de residentes,2011|Financiamiento|Hogares,2011|Financiamiento|ISFL,2011|Financiamiento|Total de gobierno,2011|Financiamiento|Niveles de gobierno|Gobierno federal,2011|Financiamiento|Niveles de gobierno|Gobierno estatal,2011|Financiamiento|Niveles de gobierno|Gobierno municipal,2011|Financiamiento|Sociedades no financieras,2011|Financiamiento|Total no residentes,2012|Total,2012|Financiamiento|Total de residentes,2012|Financiamiento|Hogares,2012|Financiamiento|ISFL,2012|Financiamiento|Total de gobierno,2012|Financiamiento|Niveles de gobierno|Gobierno federal,2012|Financiamiento|Niveles de gobierno|Gobierno estatal,2012|Financiamiento|Niveles de gobierno|Gobierno municipal,2012|Financiamiento|Sociedades no financieras,2012|Financiamiento|Total no residentes,2013|Total,2013|Financiamiento|Total de residentes,2013|Financiamiento|Hogares,2013|Financiamiento|ISFL,2013|Financiamiento|Total de gobierno,2013|Financiamiento|Niveles de gobierno|Gobierno federal,2013|Financiamiento|Niveles de gobierno|Gobierno estatal,2013|Financiamiento|Niveles de gobierno|Gobierno municipal,2013|Financiamiento|Sociedades no financieras,2013|Financiamiento|Total no residentes,2014|Total,2014|Financiamiento|Total de residentes,2014|Financiamiento|Hogares,2014|Financiamiento|ISFL,2014|Financiamiento|Total de gobierno,2014|Financiamiento|Niveles de gobierno|Gobierno federal,2014|Financiamiento|Niveles de gobierno|Gobierno estatal,2014|Financiamiento|Niveles de gobierno|Gobierno municipal,2014|Financiamiento|Sociedades no financieras,2014|Financiamiento|Total no residentes,2015|Total,2015|Financiamiento|Total de residentes,2015|Financiamiento|Hogares,2015|Financiamiento|ISFL,2015|Financiamiento|Total de gobierno,2015|Financiamiento|Niveles de gobierno|Gobierno federal,2015|Financiamiento|Niveles de gobierno|Gobierno estatal,2015|Financiamiento|Niveles de gobierno|Gobierno municipal,2015|Financiamiento|Sociedades no financieras,2015|Financiamiento|Total no residentes,2016|Total,2016|Financiamiento|Total de residentes,2016|Financiamiento|Hogares,2016|Financiamiento|ISFL,2016|Financiamiento|Total de gobierno,2016|Financiamiento|Niveles de gobierno|Gobierno federal,2016|Financiamiento|Niveles de gobierno|Gobierno estatal,2016|Financiamiento|Niveles de gobierno|Gobierno municipal,2016|Financiamiento|Sociedades no financieras,2016|Financiamiento|Total no residentes,2017|Total,2017|Financiamiento|Total de residentes,2017|Financiamiento|Hogares,2017|Financiamiento|ISFL,2017|Financiamiento|Total de gobierno,2017|Financiamiento|Niveles de gobierno|Gobierno federal,2017|Financiamiento|Niveles de gobierno|Gobierno estatal,2017|Financiamiento|Niveles de gobierno|Gobierno municipal,2017|Financiamiento|Sociedades no financieras,2017|Financiamiento|Total no residentes,2018|Total<P>,2018|Financiamiento|Total de residentes<P>,2018|Financiamiento|Hogares<P>,2018|Financiamiento|ISFL<P>,2018|Financiamiento|Total de gobierno<P>,2018|Financiamiento|Niveles de gobierno|Gobierno federal<P>,2018|Financiamiento|Niveles de gobierno|Gobierno estatal<P>,2018|Financiamiento|Niveles de gobierno|Gobierno municipal<P>,2018|Financiamiento|Sociedades no financieras<P>,2018|Financiamiento|Total no residentes<P>,2019|Total<P>,2019|Financiamiento|Total de residentes<P>,2019|Financiamiento|Hogares<P>,2019|Financiamiento|ISFL<P>,2019|Financiamiento|Total de gobierno<P>,2019|Financiamiento|Niveles de gobierno|Gobierno federal<P>,2019|Financiamiento|Niveles de gobierno|Gobierno estatal<P>,2019|Financiamiento|Niveles de gobierno|Gobierno municipal<P>,2019|Financiamiento|Sociedades no financieras<P>,2019|Financiamiento|Total no residentes<P>
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Internet,137125.361,137125.361,137125.361,NA,NA,NA,NA,NA,NA,NA,150938.829,150938.829,150938.829,NA,NA,NA,NA,NA,NA,NA,148789.355,148789.355,148789.355,NA,NA,NA,NA,NA,NA,NA,146010.942,146010.942,146010.942,NA,NA,NA,NA,NA,NA,NA,179430.045,179430.045,179429.362,NA,0.683,0.683,NA,NA,NA,NA,192935.752,192935.752,192935.086,NA,0.666,0.666,NA,NA,NA,NA,200088.39,200088.39,200087.711,NA,0.679,0.679,NA,NA,NA,NA,235722.871,235722.871,235722.582,NA,0.289,0.289,NA,NA,NA,NA,275313.288,275313.288,275313.286,NA,0.002,0.002,NA,NA,NA,NA,303860.222,303860.222,303860.221,NA,0.001,0.001,NA,NA,NA,NA,314092.351,314092.351,314092.35,NA,0.001,0.001,NA,NA,NA,NA,335346.663,335346.663,335346.662,NA,0.001,0.001,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Radio,14149.543,14149.543,10113.985,NA,470.618,470.618,NA,NA,3564.94,NA,10649.806,10649.806,8383.259,NA,223.462,223.462,NA,NA,2043.085,NA,12909.658,12909.658,10141.811,NA,439.804,439.804,NA,NA,2328.043,NA,15252.768,15252.768,11909.929,NA,656.675,656.675,NA,NA,2686.164,NA,14482.627,14482.627,11455.012,NA,683.995,683.995,NA,NA,2343.62,NA,14465.036,14465.036,12273.999,NA,599.532,599.532,NA,NA,1591.505,NA,15187.864,15187.864,13000.259,NA,553.112,553.112,NA,NA,1634.493,NA,18781.575,18781.575,15648.13,NA,520.575,520.575,NA,NA,2612.87,NA,17784.178,17784.178,15148.793,NA,93.92,93.92,NA,NA,2541.465,NA,16849.511,16849.511,14468.745,NA,74.085,74.085,NA,NA,2306.681,NA,16121.154,16121.154,13629.328,NA,65.837,65.837,NA,NA,2425.989,NA,14551.95,14551.95,12337.07,NA,67.827,67.827,NA,NA,2147.053,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Televisión,35265.418,35265.418,34136.301,NA,222.831,222.831,NA,NA,906.286,NA,37180.859,37180.859,36493.677,NA,103.966,103.966,NA,NA,583.216,NA,41741.017,41741.017,40720.618,NA,206.13,206.13,NA,NA,814.269,NA,45455.136,45455.136,43853.326,NA,408.542,408.542,NA,NA,1193.268,NA,44391.218,44391.218,42941.627,NA,470.239,470.239,NA,NA,979.352,NA,44613.078,44613.078,43253.733,NA,522.024,522.024,NA,NA,837.321,NA,42835.838,42835.838,41275.166,NA,577.904,577.904,NA,NA,982.768,NA,46367.433,46367.433,44618.395,NA,459.382,459.382,NA,NA,1289.656,NA,39784.116,39784.116,38851.734,NA,114.333,114.333,NA,NA,818.049,NA,43291.122,43291.122,42247.248,NA,112.552,112.552,NA,NA,931.322,NA,45554.408,45554.408,44232.019,NA,96.025,96.025,NA,NA,1226.364,NA,40143.33,40143.33,38587.926,NA,40.201,40.201,NA,NA,1515.203,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Videojuegos,12686.358,12654.165,6692.821,NA,2930.752,2930.752,NA,NA,3030.592,32.193,9736.721,9704.778,5281.319,NA,2097.809,2097.809,NA,NA,2325.65,31.943,9203.154,9170.759,5796.485,NA,1888.603,1888.603,NA,NA,1485.671,32.395,9434.172,9400.134,6031.613,NA,1731.829,1731.829,NA,NA,1636.692,34.038,9679.204,9646.135,8620.122,NA,635.409,635.409,NA,NA,390.604,33.069,9549.616,9515.223,9062.034,NA,440.24,440.24,NA,NA,12.949,34.393,6103.608,6069.765,6006.15,NA,55.632,55.632,NA,NA,7.983,33.843,5950.222,5916.761,5882.116,NA,28.755,28.755,NA,NA,5.89,33.461,5839.557,5805.648,5800.761,NA,0.383,0.383,NA,NA,4.504,33.909,7461.146,7427.131,7420.529,NA,0.296,0.296,NA,NA,6.306,34.015,8672.235,8639.114,8632.807,NA,0.112,0.112,NA,NA,6.195,33.121,8965.084,8933.582,8924.178,NA,0.116,0.116,NA,NA,9.288,31.502
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Propiedad intelectual en medios audiovisuales,927.718,927.718,32.631,NA,15.015,15.015,NA,NA,880.072,NA,943.337,943.337,37.763,NA,16.769,16.769,NA,NA,888.805,NA,904.452,904.452,31.588,NA,15.979,15.979,NA,NA,856.885,NA,1005.589,1005.589,35.432,NA,16.116,16.116,NA,NA,954.041,NA,1099.612,1099.612,33.654,NA,14.488,14.488,NA,NA,1051.47,NA,1186.535,1186.535,31.558,NA,13.278,13.278,NA,NA,1141.699,NA,1266.108,1266.108,29.71,NA,15.485,15.485,NA,NA,1220.913,NA,1379.729,1379.729,32.553,NA,16.167,16.167,NA,NA,1331.009,NA,1478.695,1478.695,32.027,NA,16.628,16.628,NA,NA,1430.04,NA,1320.802,1320.802,25.554,NA,15.874,15.874,NA,NA,1279.374,NA,1262.13,1262.13,20.27,NA,14.823,14.823,NA,NA,1227.037,NA,1309.887,1309.887,18.479,NA,12.246,12.246,NA,NA,1279.162,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Gestión pública en audiovisuales,5861.21,5861.21,NA,NA,5861.210392106412,5861.210392106412,NA,NA,NA,NA,5708.881,5708.881,NA,NA,5708.880963531133,5708.880963531133,NA,NA,NA,NA,6022.403,6022.403,NA,NA,6022.4025226460435,6022.4025226460435,NA,NA,NA,NA,6430.137,6430.137,NA,NA,6430.136554441354,6430.136554441354,NA,NA,NA,NA,6430.605,6430.605,NA,NA,6430.604650250662,6430.604650250662,NA,NA,NA,NA,5876.129,5876.129,NA,NA,5876.12886218553,5876.12886218553,NA,NA,NA,NA,6392.742,6392.742,NA,NA,6392.74218909121,6392.74218909121,NA,NA,NA,NA,7033.386,7033.386,NA,NA,7033.385852433562,7033.385852433562,NA,NA,NA,NA,6877.567,6877.567,NA,NA,6877.567110538081,6877.567110538081,NA,NA,NA,NA,5890.48,5890.48,NA,NA,5890.480196749346,5890.480196749346,NA,NA,NA,NA,6703.361,6703.361,NA,NA,6703.360715577524,6703.360715577524,NA,NA,NA,NA,6279.375,6279.375,NA,NA,6279.37463871008,6279.37463871008,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías,128619.663,118401.692,86136.062,3963.639,7673.515,7673.515,NA,NA,20628.476,10217.971,121066.618,110812.553,80269.559,3693.988,7194.271,7194.271,NA,NA,19654.735,10254.065,130420.285,120515.887,87541.729,4030.202,7873.742,7873.742,NA,NA,21070.214,9904.398,130073.127,120628.321,87484.339,4028.341,7920.886,7920.886,NA,NA,21194.755,9444.806,136476.145,126023.954,91476.208,4227.343,8655.851,8655.851,NA,NA,21664.552,10452.191,136838.617,126160.694,92412.097,4261.782,8575.524,8575.524,NA,NA,20911.291,10677.923,135052.873,123059.672,90069.634,4150.055,8339.183,8339.183,NA,NA,20500.8,11993.201,141558.625,127224.846,92868.551,4276.433,8505.304,8505.304,NA,NA,21574.558,14333.779,148772.354,130712.463,95330.655,4418.849,9337.315,9337.315,NA,NA,21625.644,18059.891,149628.807,130960.774,95859.317,4445.958,9448.159,9448.159,NA,NA,21207.34,18668.033,156935.416,137582.694,100242.968,4670.248,10436.98,10436.98,NA,NA,22232.498,19352.722,156767.241,136785.408,100204.329,4665.239,10309.113,10309.113,NA,NA,21606.727,19981.833
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alfarería y cerámica,2220.203,2091.612,1618.104,74.387,102.186,102.186,NA,NA,296.935,128.591,1990.618,1861.235,1440.417,66.218,90.965,90.965,NA,NA,263.635,129.383,2456.685,2333.127,1805.43,82.998,114.016,114.016,NA,NA,330.683,123.558,2594.615,2476.993,1916.879,88.122,121.054,121.054,NA,NA,350.938,117.622,2563.654,2435.519,1884.214,86.62,118.991,118.991,NA,NA,345.694,128.135,2412.388,2280.858,1765.309,81.154,111.482,111.482,NA,NA,322.913,131.53,2412.033,2260.846,1749.464,80.425,110.481,110.481,NA,NA,320.476,151.187,2401.194,2213.816,1713.331,78.764,108.2,108.2,NA,NA,313.521,187.378,1929.255,1702.422,1317.201,60.554,83.183,83.183,NA,NA,241.484,226.833,2682.404,2440.647,1888.653,86.824,119.271,119.271,NA,NA,345.899,241.757,2068.4,1829.693,1416.119,65.101,89.43,89.43,NA,NA,259.043,238.707,3844.501,3580.948,2772.586,127.46,175.093,175.093,NA,NA,505.809,263.553
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Fibras vegetales y textiles,37827.458,33532.086,25136.739,1162.738,2156.021,2156.021,NA,NA,5076.588,4295.372,34938.076,30604.585,22822.224,1057.213,1993.554,1993.554,NA,NA,4731.594,4333.491,37377.261,33177.814,25002.82,1159.076,2203.973,2203.973,NA,NA,4811.945,4199.447,37645.09,33640.929,25308.9,1173.87,2245.152,2245.152,NA,NA,4913.007,4004.161,39303.629,34736.005,26134.409,1226.949,2665.554,2665.554,NA,NA,4709.093,4567.624,40725.256,36097.927,27520.136,1282.299,2579.057,2579.057,NA,NA,4716.435,4627.329,39620.4,34501.49,26364.46,1225.288,2396.524,2396.524,NA,NA,4515.218,5118.91,42099.305,35989.886,27578.202,1278.231,2425.504,2425.504,NA,NA,4707.949,6109.419,46604.745,38565.549,28961.178,1369.554,3186.134,3186.134,NA,NA,5048.683,8039.196,45739.347,37425.866,28009.636,1328.674,3178.118,3178.118,NA,NA,4909.438,8313.481,49490.95,40757.995,30130.937,1447.028,3834.907,3834.907,NA,NA,5345.123,8732.955,48595.004,39532.451,29198.25,1403.118,3736.902,3736.902,NA,NA,5194.181,9062.553
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Madera, maque y laca, instrumentos musicales y juguetería",31909.916,30674.318,19283.279,887.346,1278.514,1278.514,NA,NA,9225.179,1235.598,30561.743,29343.767,18307.57,842.28,1209.951,1209.951,NA,NA,8983.966,1217.976,32993.006,31804.431,19817.38,911.595,1306.318,1306.318,NA,NA,9769.138,1188.575,33122.268,32005.279,19890.549,914.945,1310.78,1310.78,NA,NA,9889.005,1116.989,34789.482,33573.988,20947.807,963.738,1384.165,1384.165,NA,NA,10278.278,1215.494,31771.02,30512.931,19050.592,876.526,1260.496,1260.496,NA,NA,9325.317,1258.089,32106.893,30650.869,19239.121,885.41,1277.81,1277.81,NA,NA,9248.528,1456.024,34486.197,32711.023,20379.821,937.801,1351.138,1351.138,NA,NA,10042.263,1775.174,32787.442,30600.825,19019.088,876.39,1288.848,1288.848,NA,NA,9416.499,2186.617,30933.086,28685.14,17939.825,826.868,1220.576,1220.576,NA,NA,8697.871,2247.946,32911.89,30547.525,19157.273,883.762,1321.489,1321.489,NA,NA,9185.001,2364.365,30672.755,28358.136,17911.137,824.45,1193.218,1193.218,NA,NA,8429.331,2314.619
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Cartón y papel, plástica popular, cerería y pirotecnia",3764.714,3485.681,2699.704,124.109,145.389,145.389,NA,NA,516.479,279.033,3942.043,3657.76,2832.981,130.236,152.566,152.566,NA,NA,541.977,284.283,3874.679,3603.363,2790.85,128.299,150.297,150.297,NA,NA,533.917,271.316,3256.071,2989.468,2315.38,106.441,124.692,124.692,NA,NA,442.955,266.603,3479.929,3190.13,2470.796,113.586,133.061,133.061,NA,NA,472.687,289.799,3383.486,3088.202,2391.851,109.957,128.81,128.81,NA,NA,457.584,295.284,3519.855,3187.321,2468.62,113.486,132.944,132.944,NA,NA,472.271,332.534,3563.325,3175.249,2459.27,113.056,132.441,132.441,NA,NA,470.482,388.076,3710.137,3194.948,2474.527,113.758,133.262,133.262,NA,NA,473.401,515.189,3838.352,3297.987,2554.332,117.426,137.56,137.56,NA,NA,488.669,540.365,4466.485,3889.758,3012.666,138.497,162.243,162.243,NA,NA,576.352,576.727,3853.234,3263.006,2527.239,116.181,136.101,136.101,NA,NA,483.485,590.228
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Metalistería, joyería y orfebrería",2496.205,2151.139,1630.613,74.962,104.564,104.564,NA,NA,341,345.066,2339.777,1996.348,1494.28,68.694,95.821,95.821,NA,NA,337.553,343.429,2450.673,2108.589,1569.097,72.134,100.619,100.619,NA,NA,366.739,342.084,2473.785,2130.728,1597.405,73.435,102.434,102.434,NA,NA,357.454,343.057,2520.311,2148.549,1608.326,73.937,103.135,103.135,NA,NA,363.151,371.762,2585.97,2195.105,1642.671,75.516,105.337,105.337,NA,NA,371.581,390.865,2622.975,2175.621,1615.523,74.268,103.596,103.596,NA,NA,382.234,447.354,2727.019,2210.002,1626.758,74.784,104.316,104.316,NA,NA,404.144,517.017,5192.39,4487.774,3397.229,156.175,217.849,217.849,NA,NA,716.521,704.616,5675.109,4919.59,3719.905,171.009,238.54,238.54,NA,NA,790.136,755.519,7469.628,6658.025,5057.772,232.513,324.332,324.332,NA,NA,1043.408,811.603,7564.2,6732.841,5135.924,236.106,329.343,329.343,NA,NA,1031.468,831.359
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Lapidaria, cantería y vidrio",5594.45,5467.971,4326.206,194.69,132.298,132.298,NA,NA,814.777,126.479,4996.759,4869.232,3876.017,173.371,94.284,94.284,NA,NA,725.56,127.527,5429.949,5306.762,4206.703,188.95,120.353,120.353,NA,NA,790.756,123.187,5296.473,5186.79,4112.308,184.678,116.925,116.925,NA,NA,772.879,109.683,5192.693,5077.568,4023.984,180.789,116.191,116.191,NA,NA,756.604,115.125,5988.944,5871.219,4643.845,209.047,143.462,143.462,NA,NA,874.865,117.725,6458.096,6328.674,5006.278,225.335,154.031,154.031,NA,NA,943.03,129.422,6937.59,6805.814,5362.51,242.324,186.852,186.852,NA,NA,1014.128,131.776,6522.652,6381.875,5026.809,227.229,176.88,176.88,NA,NA,950.957,140.777,7743.245,7578.249,5956.686,269.827,222.508,222.508,NA,NA,1129.228,164.996,6009.649,5854.368,4599.639,208.447,173.928,173.928,NA,NA,872.354,155.281,6134.587,5915.951,4651.126,210.64,172.655,172.655,NA,NA,881.53,218.636
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Talabartería y marroquinería,9530.272,8268.705,6404.215,294.411,333.799,333.799,NA,NA,1236.28,1261.567,8661.042,7427.436,5752.642,264.457,299.838,299.838,NA,NA,1110.499,1233.606,9393.823,8199.224,6350.402,291.937,330.994,330.994,NA,NA,1225.891,1194.599,9378.348,8242.563,6383.969,293.48,332.743,332.743,NA,NA,1232.371,1135.785,9725.71,8492.796,6577.777,302.39,342.845,342.845,NA,NA,1269.784,1232.914,9355.457,8115.265,6285.374,288.948,327.605,327.605,NA,NA,1213.338,1240.192,9476.587,8064.13,6245.77,287.127,325.54,325.54,NA,NA,1205.693,1412.457,9509.906,7832.968,6066.732,278.896,316.209,316.209,NA,NA,1171.131,1676.938,9526.926,7516.654,5821.743,267.634,303.439,303.439,NA,NA,1123.838,2010.272,9299.77,7257.269,5620.846,258.398,292.968,292.968,NA,NA,1085.057,2042.501,8703.576,6703.923,5192.273,238.696,270.63,270.63,NA,NA,1002.324,1999.653,8507.93,6470.737,5011.667,230.393,261.217,261.217,NA,NA,967.46,2037.193
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alimentos y dulces típicos,34872.666,32326.401,25037.202,1150.996,3016.965,3016.965,NA,NA,3121.238,2546.265,33240.334,30655.964,23743.428,1091.519,2861.066,2861.066,NA,NA,2959.951,2584.37,36029.903,33568.271,25999.047,1195.213,3132.866,3132.866,NA,NA,3241.145,2461.632,35867.405,33516.499,25958.949,1193.37,3128.034,3128.034,NA,NA,3236.146,2350.906,38462.19,35930.852,27828.895,1279.334,3353.362,3353.362,NA,NA,3469.261,2531.338,40204.834,37587.925,29112.319,1338.335,3508.013,3508.013,NA,NA,3629.258,2616.909,38297.095,35351.782,27380.398,1258.716,3299.318,3299.318,NA,NA,3413.35,2945.313,39289.097,35741.096,27681.927,1272.577,3335.652,3335.652,NA,NA,3450.94,3548.001,42083.268,37846.877,29312.88,1347.555,3532.181,3532.181,NA,NA,3654.261,4236.391,43314.271,38952.803,30169.434,1386.932,3635.395,3635.395,NA,NA,3761.042,4361.468,45371.787,40898.356,31676.289,1456.204,3816.97,3816.97,NA,NA,3948.893,4473.431,47266.488,42602.796,32996.4,1516.891,3976.042,3976.042,NA,NA,4113.463,4663.692
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Gestión pública en artesanías,403.779,403.779,NA,NA,403.77939955771825,403.77939955771825,NA,NA,NA,NA,396.226,396.226,NA,NA,396.2261929222459,396.2261929222459,NA,NA,NA,NA,414.306,414.306,NA,NA,414.3061424325316,414.3061424325316,NA,NA,NA,NA,439.072,439.072,NA,NA,439.0717547766164,439.0717547766164,NA,NA,NA,NA,438.547,438.547,NA,NA,438.5470360504204,438.5470360504204,NA,NA,NA,NA,411.262,411.262,NA,NA,411.262086365329,411.262086365329,NA,NA,NA,NA,538.939,538.939,NA,NA,538.9390627695914,538.9390627695914,NA,NA,NA,NA,544.992,544.992,NA,NA,544.9915103331731,544.9915103331731,NA,NA,NA,NA,415.539,415.539,NA,NA,415.5390609185981,415.5390609185981,NA,NA,NA,NA,403.223,403.223,NA,NA,403.2227036768638,403.2227036768638,NA,NA,NA,NA,443.051,443.051,NA,NA,443.05077466426565,443.05077466426565,NA,NA,NA,NA,328.542,328.542,NA,NA,328.5421104714964,328.5421104714964,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos,13895.937,13895.905,7780.53,NA,1688.836,1688.836,NA,NA,4426.539,0.032,12965.099,12965.068,6993.353,NA,1645.931,1645.931,NA,NA,4325.784,0.031,13102.445,13102.424,6936.609,NA,1734.725,1734.725,NA,NA,4431.09,0.021,13726.766,13726.724,7261.912,NA,1847.088,1847.088,NA,NA,4617.724,0.042,14192.831,14192.728,7548.831,NA,1854.262,1854.262,NA,NA,4789.635,0.103,15124.297,15124.177,7965.817,NA,1694.218,1694.218,NA,NA,5464.142,0.12,15479.184,15479.181,8279.239,NA,1189.251,1189.251,NA,NA,6010.691,0.003,17505.063,17504.849,9760.09,NA,1383.194,1383.194,NA,NA,6361.565,0.214,16519.998,16519.906,8040.535,NA,1458.011,1458.011,NA,NA,7021.36,0.092,16912.12,16912.065,8990.96,NA,1453.626,1453.626,NA,NA,6467.479,0.055,17012.111,17012.059,8981.026,NA,1815.754,1815.754,NA,NA,6215.279,0.052,16788.824,16788.658,8248.869,NA,1711.543,1711.543,NA,NA,6828.246,0.166
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Arquitectónico,5761.963,5761.931,5639.513,NA,NA,NA,NA,NA,122.418,0.032,4967.611,4967.58,4816.37,NA,NA,NA,NA,NA,151.21,0.031,5034.052,5034.031,4870.042,NA,NA,NA,NA,NA,163.989,0.021,5221.091,5221.049,5085.904,NA,NA,NA,NA,NA,135.145,0.042,5625.883,5625.78,5447.181,NA,NA,NA,NA,NA,178.599,0.103,5949.202,5949.082,5799.452,NA,NA,NA,NA,NA,149.63,0.12,6152.709,6152.706,6006.531,NA,NA,NA,NA,NA,146.175,0.003,7326.863,7326.649,7139.917,NA,NA,NA,NA,NA,186.732,0.214,5582.467,5582.375,5390.406,NA,NA,NA,NA,NA,191.969,0.092,6439.333,6439.278,6270.049,NA,NA,NA,NA,NA,169.229,0.055,6322.44,6322.388,6141.668,NA,NA,NA,NA,NA,180.72,0.052,5416.156,5415.99,5243.129,NA,NA,NA,NA,NA,172.861,0.166
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gráfico,0.289,0.289,0.289,NA,NA,NA,NA,NA,NA,NA,0.261,0.261,0.261,NA,NA,NA,NA,NA,NA,NA,0.251,0.251,0.251,NA,NA,NA,NA,NA,NA,NA,0.256,0.256,0.256,NA,NA,NA,NA,NA,NA,NA,0.264,0.264,0.264,NA,NA,NA,NA,NA,NA,NA,0.258,0.258,0.258,NA,NA,NA,NA,NA,NA,NA,0.225,0.225,0.225,NA,NA,NA,NA,NA,NA,NA,0.235,0.235,0.235,NA,NA,NA,NA,NA,NA,NA,0.236,0.236,0.236,NA,NA,NA,NA,NA,NA,NA,0.169,0.169,0.169,NA,NA,NA,NA,NA,NA,NA,0.171,0.171,0.171,NA,NA,NA,NA,NA,NA,NA,0.156,0.156,0.156,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Informático,4641.751,4641.751,338.81,NA,NA,NA,NA,NA,4302.941,NA,4555.618,4555.618,382.087,NA,NA,NA,NA,NA,4173.531,NA,4602.895,4602.895,336.827,NA,NA,NA,NA,NA,4266.068,NA,4822.945,4822.945,341.442,NA,NA,NA,NA,NA,4481.503,NA,4936.027,4936.027,326.073,NA,NA,NA,NA,NA,4609.954,NA,5653.418,5653.418,339.934,NA,NA,NA,NA,NA,5313.484,NA,6224.636,6224.636,361.188,NA,NA,NA,NA,NA,5863.448,NA,6619.127,6619.127,445.409,NA,NA,NA,NA,NA,6173.718,NA,7311.365,7311.365,483.143,NA,NA,NA,NA,NA,6828.222,NA,6833.686,6833.686,536.627,NA,NA,NA,NA,NA,6297.059,NA,6596.826,6596.826,563.479,NA,NA,NA,NA,NA,6033.347,NA,7195.92,7195.92,541.754,NA,NA,NA,NA,NA,6654.166,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Interiores,384.398,384.398,383.236,NA,NA,NA,NA,NA,1.162,NA,348.348,348.348,347.329,NA,NA,NA,NA,NA,1.019,NA,326.58,326.58,325.568,NA,NA,NA,NA,NA,1.012,NA,327.572,327.572,326.517,NA,NA,NA,NA,NA,1.055,NA,361.191,361.191,360.128,NA,NA,NA,NA,NA,1.063,NA,363.765,363.765,362.754,NA,NA,NA,NA,NA,1.011,NA,376.098,376.098,375.056,NA,NA,NA,NA,NA,1.042,NA,354.294,354.294,353.207,NA,NA,NA,NA,NA,1.087,NA,369.795,369.795,368.661,NA,NA,NA,NA,NA,1.134,NA,346.58,346.58,345.42,NA,NA,NA,NA,NA,1.16,NA,365.849,365.849,364.673,NA,NA,NA,NA,NA,1.176,NA,353.37,353.37,352.187,NA,NA,NA,NA,NA,1.183,NA
