Descriptores,2008|Oferta|Producción bruta a precios productor,2008|Oferta|Importaciones C.I.F.,2008|Oferta|Márgenes de comercio y transporte,2008|Oferta y utilización,2008|Utilización|Demanda intermedia,2008|Utilización|Demanda final|Consumo privado,2008|Utilización|Demanda final|Consumo de gobierno,2008|Utilización|Demanda final|Formación bruta de capital fijo,2008|Utilización|Demanda final|Variación de existencias,2008|Utilización|Demanda final|Exportaciones de bienes FOB,2009|Oferta|Producción bruta a precios productor,2009|Oferta|Importaciones C.I.F.,2009|Oferta|Márgenes de comercio y transporte,2009|Oferta y utilización,2009|Utilización|Demanda intermedia,2009|Utilización|Demanda final|Consumo privado,2009|Utilización|Demanda final|Consumo de gobierno,2009|Utilización|Demanda final|Formación bruta de capital fijo,2009|Utilización|Demanda final|Variación de existencias,2009|Utilización|Demanda final|Exportaciones de bienes FOB,2010|Oferta|Producción bruta a precios productor,2010|Oferta|Importaciones C.I.F.,2010|Oferta|Márgenes de comercio y transporte,2010|Oferta y utilización,2010|Utilización|Demanda intermedia,2010|Utilización|Demanda final|Consumo privado,2010|Utilización|Demanda final|Consumo de gobierno,2010|Utilización|Demanda final|Formación bruta de capital fijo,2010|Utilización|Demanda final|Variación de existencias,2010|Utilización|Demanda final|Exportaciones de bienes FOB,2011|Oferta|Producción bruta a precios productor,2011|Oferta|Importaciones C.I.F.,2011|Oferta|Márgenes de comercio y transporte,2011|Oferta y utilización,2011|Utilización|Demanda intermedia,2011|Utilización|Demanda final|Consumo privado,2011|Utilización|Demanda final|Consumo de gobierno,2011|Utilización|Demanda final|Formación bruta de capital fijo,2011|Utilización|Demanda final|Variación de existencias,2011|Utilización|Demanda final|Exportaciones de bienes FOB,2012|Oferta|Producción bruta a precios productor,2012|Oferta|Importaciones C.I.F.,2012|Oferta|Márgenes de comercio y transporte,2012|Oferta y utilización,2012|Utilización|Demanda intermedia,2012|Utilización|Demanda final|Consumo privado,2012|Utilización|Demanda final|Consumo de gobierno,2012|Utilización|Demanda final|Formación bruta de capital fijo,2012|Utilización|Demanda final|Variación de existencias,2012|Utilización|Demanda final|Exportaciones de bienes FOB,2013|Oferta|Producción bruta a precios productor,2013|Oferta|Importaciones C.I.F.,2013|Oferta|Márgenes de comercio y transporte,2013|Oferta y utilización,2013|Utilización|Demanda intermedia,2013|Utilización|Demanda final|Consumo privado,2013|Utilización|Demanda final|Consumo de gobierno,2013|Utilización|Demanda final|Formación bruta de capital fijo,2013|Utilización|Demanda final|Variación de existencias,2013|Utilización|Demanda final|Exportaciones de bienes FOB,2014|Oferta|Producción bruta a precios productor,2014|Oferta|Importaciones C.I.F.,2014|Oferta|Márgenes de comercio y transporte,2014|Oferta y utilización,2014|Utilización|Demanda intermedia,2014|Utilización|Demanda final|Consumo privado,2014|Utilización|Demanda final|Consumo de gobierno,2014|Utilización|Demanda final|Formación bruta de capital fijo,2014|Utilización|Demanda final|Variación de existencias,2014|Utilización|Demanda final|Exportaciones de bienes FOB,2015|Oferta|Producción bruta a precios productor,2015|Oferta|Importaciones C.I.F.,2015|Oferta|Márgenes de comercio y transporte,2015|Oferta y utilización,2015|Utilización|Demanda intermedia,2015|Utilización|Demanda final|Consumo privado,2015|Utilización|Demanda final|Consumo de gobierno,2015|Utilización|Demanda final|Formación bruta de capital fijo,2015|Utilización|Demanda final|Variación de existencias,2015|Utilización|Demanda final|Exportaciones de bienes FOB,2016|Oferta|Producción bruta a precios productor,2016|Oferta|Importaciones C.I.F.,2016|Oferta|Márgenes de comercio y transporte,2016|Oferta y utilización,2016|Utilización|Demanda intermedia,2016|Utilización|Demanda final|Consumo privado,2016|Utilización|Demanda final|Consumo de gobierno,2016|Utilización|Demanda final|Formación bruta de capital fijo,2016|Utilización|Demanda final|Variación de existencias,2016|Utilización|Demanda final|Exportaciones de bienes FOB,2017|Oferta|Producción bruta a precios productor,2017|Oferta|Importaciones C.I.F.,2017|Oferta|Márgenes de comercio y transporte,2017|Oferta y utilización,2017|Utilización|Demanda intermedia,2017|Utilización|Demanda final|Consumo privado,2017|Utilización|Demanda final|Consumo de gobierno,2017|Utilización|Demanda final|Formación bruta de capital fijo,2017|Utilización|Demanda final|Variación de existencias,2017|Utilización|Demanda final|Exportaciones de bienes FOB,2018|Oferta|Producción bruta a precios productor<P>,2018|Oferta|Importaciones C.I.F.<P>,2018|Oferta|Márgenes de comercio y transporte<P>,2018|Oferta y utilización<P>,2018|Utilización|Demanda intermedia<P>,2018|Utilización|Demanda final|Consumo privado<P>,2018|Utilización|Demanda final|Consumo de gobierno<P>,2018|Utilización|Demanda final|Formación bruta de capital fijo<P>,2018|Utilización|Demanda final|Variación de existencias<P>,2018|Utilización|Demanda final|Exportaciones de bienes FOB<P>,2019|Oferta|Producción bruta a precios productor<P>,2019|Oferta|Importaciones C.I.F.<P>,2019|Oferta|Márgenes de comercio y transporte<P>,2019|Oferta y utilización<P>,2019|Utilización|Demanda intermedia<P>,2019|Utilización|Demanda final|Consumo privado<P>,2019|Utilización|Demanda final|Consumo de gobierno<P>,2019|Utilización|Demanda final|Formación bruta de capital fijo<P>,2019|Utilización|Demanda final|Variación de existencias<P>,2019|Utilización|Demanda final|Exportaciones de bienes FOB<P>
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Ropa artística, típica y otros",141.578,NA,46.269,187.847,5.866,181.974,NA,NA,0.007,NA,137.436,NA,44.916,182.352,6.289,175.928,NA,NA,0.135,NA,145.106,NA,47.422,192.528,6.826,185.829,NA,NA,-0.126,NA,152.469,NA,49.828,202.297,8.925,193.214,NA,NA,0.158,NA,165.507,NA,54.089,219.596,9.118,210.53,NA,NA,-0.051,NA,153.389,NA,50.129,203.518,9.17,194.332,NA,NA,0.016,NA,150.015,NA,49.026,199.041,9.754,189.26,NA,NA,0.027,NA,157.991,NA,51.633,209.624,9.784,199.782,NA,NA,0.058,NA,157.991,NA,51.633,209.624,9.973,199.52,NA,NA,0.131,NA,161.826,NA,52.886,214.712,9.955,204.704,NA,NA,0.053,NA,165.047,NA,53.939,218.986,10.587,208.3,NA,NA,0.099,NA,157.531,NA,51.483,209.014,9.987,198.912,NA,NA,0.114,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios,231266.426,1279.351,NA,232545.777,106832.541,119958.315,287.056,5428.33,NA,39.534,223605.289,2841.353,NA,226446.642,102705.593,118180.059,292.4,5230.141,NA,38.454,229654.496,3947.977,NA,233602.473,104032.665,123819.914,316.639,5363.05,NA,70.206,235665.845,4642.909,NA,240308.754,105773.005,128498.013,393.138,5580.878,NA,63.72,242720.429,4240.775,NA,246961.204,108594.408,131863.676,596.274,5843.461,NA,63.383,246408.807,3200.207,NA,249609.014,107465.847,135040.717,527.088,6537.455,NA,37.902,249355.938,3521.412,NA,252877.35,109606.422,135476.31,745.248,7011.836,NA,37.534,260705.162,3059.63,NA,263764.792,111208.108,144353.537,802.807,7355.773,NA,44.567,266140.509,2904.615,NA,269045.124,115173.303,144893.279,816.954,8135.069,NA,26.518,274606.087,3425.171,NA,278031.258,117163.401,152362.308,860.235,7627.579,NA,17.739,281063.67,3365.725,NA,284429.395,121250.308,154829.927,809.215,7384.37,NA,155.572,269293.877,3315.009,NA,272608.886,115045.788,148615.091,492.875,8306.736,NA,148.394
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Bibliotecas,201.767,NA,NA,201.767,187.993,13.774,NA,NA,NA,NA,202.171,NA,NA,202.171,188.56,13.611,NA,NA,NA,NA,202.37,NA,NA,202.37,188.58,13.79,NA,NA,NA,NA,209.029,NA,NA,209.029,195.014,14.015,NA,NA,NA,NA,211.45,NA,NA,211.45,197.17,14.279,NA,NA,NA,NA,216.496,NA,NA,216.496,201.807,14.689,NA,NA,NA,NA,224.29,NA,NA,224.29,209.128,15.162,NA,NA,NA,NA,224.506,NA,NA,224.506,209.813,14.693,NA,NA,NA,NA,229.269,NA,NA,229.269,214.461,14.808,NA,NA,NA,NA,231.867,NA,NA,231.867,217.074,14.793,NA,NA,NA,NA,231.001,NA,NA,231.001,216.26,14.742,NA,NA,NA,NA,231.867,NA,NA,231.867,217.057,14.81,NA,NA,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Cantantes, grupos musicales, artistas, escritores y técnicos independientes",25187.517,NA,NA,25187.517,5346.264,19841.254,NA,NA,NA,NA,23702.739,NA,NA,23702.739,5207.388,18495.351,NA,NA,NA,NA,24461.713,NA,NA,24461.713,5231.786,19229.927,NA,NA,NA,NA,25612.993000000002,NA,NA,25612.993,5432.108,20180.884000000002,NA,NA,NA,NA,26754.416,NA,NA,26754.416,5869.725,20884.691,NA,NA,NA,NA,27508.402000000002,NA,NA,27508.402,5689.392,21819.010000000002,NA,NA,NA,NA,27786.350000000002,NA,NA,27786.35,5736.174,22050.176000000003,NA,NA,NA,NA,28726.698,NA,NA,28726.698,6184.856,22541.841999999997,NA,NA,NA,NA,30381.817000000003,NA,NA,30381.817,6174.004,24207.813000000002,NA,NA,NA,NA,31560.298,NA,NA,31560.298,6314.823,25245.475,NA,NA,NA,NA,32131.985999999997,NA,NA,32131.986,6718.763,25413.222999999998,NA,NA,NA,NA,31906.077,NA,NA,31906.077,6389.698,25516.379,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Cine,18366.283,NA,NA,18366.283,3455.464,14720.376,NA,190.444,NA,NA,17832.766,NA,NA,17832.766,3256.668,14396.51,NA,179.588,NA,NA,18889.852,NA,NA,18889.852,3333.6330000000003,15368.633,NA,187.587,NA,NA,20210.439000000002,NA,NA,20210.439,3436.3300000000004,16575.667,NA,198.442,NA,NA,22460.163,NA,NA,22460.163,3714.9210000000003,18460.222,NA,285.021,NA,NA,24444.326999999997,NA,NA,24444.327,4022.256,20079.652,NA,342.417,NA,NA,25616.505,NA,NA,25616.505,4067.005,21184.173,NA,365.327,NA,NA,28284.977000000003,NA,NA,28284.977,3837.5539999999996,24015.459,NA,431.963,NA,NA,32255.477,NA,NA,32255.477,4043.4629999999997,27670.534,NA,541.481,NA,NA,34508.666,NA,NA,34508.666,4211.872,29698.768,NA,598.025,NA,NA,35255.784,NA,NA,35255.784,4640.484,30001.238,NA,614.063,NA,NA,37188.004,NA,NA,37188.004,4363.761,31989.622,NA,834.62,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Compañías de teatro, danza y grupos de espectáculos artísticos",202.76500000000001,NA,NA,202.765,14.114,188.651,NA,NA,NA,NA,204.59300000000002,NA,NA,204.593,13.571,191.022,NA,NA,NA,NA,206.42,NA,NA,206.42,14.454,191.966,NA,NA,NA,NA,208.246,NA,NA,208.246,15.689,192.55700000000002,NA,NA,NA,NA,210.673,NA,NA,210.673,14.493,196.18,NA,NA,NA,NA,213.111,NA,NA,213.111,14.149,198.96200000000002,NA,NA,NA,NA,215.039,NA,NA,215.039,14.716,200.323,NA,NA,NA,NA,217.38299999999998,NA,NA,217.383,16.607,200.77599999999998,NA,NA,NA,NA,219.728,NA,NA,219.728,16.918,202.81,NA,NA,NA,NA,222.053,NA,NA,222.053,17.398,204.655,NA,NA,NA,NA,224.184,NA,NA,224.184,17.481,206.703,NA,NA,NA,NA,226.31599999999997,NA,NA,226.316,16.812,209.503,NA,NA,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Edición de libros, periódicos, revistas y otros materiales",26909.082,12.431,NA,26921.513,12588.959999999997,13596.932,NA,735.6210000000001,NA,NA,23956.725,12.729,NA,23969.454,11429.817000000001,11882.659,NA,656.979,NA,NA,23586.906,12.398,NA,23599.304,11479.872,11421.851,NA,697.582,NA,NA,24556.914999999997,12.426,NA,24569.341,11902.582,11999.392,NA,667.369,NA,NA,25028.19,12.63,NA,25040.82,12096.753999999999,12222.628999999999,NA,721.4350000000001,NA,NA,24195.168,12.323,NA,24207.491,11665.584,11912.474,NA,629.431,NA,NA,24029.000000000004,13.427,NA,24042.427,11728.930999999999,11747.038999999999,NA,566.46,NA,NA,24766.419,13.9,NA,24780.319,12018.755999999998,12226.168999999998,NA,535.395,NA,NA,23989.319,13.413,NA,24002.732,11911.936,11545.639,NA,545.158,NA,NA,23100.491,13.643,NA,23114.134,11305.930999999999,11290.336000000001,NA,517.8679999999999,NA,NA,21643.121000000006,14.486,NA,21657.607,10667.631999999998,10490.561,NA,499.414,NA,NA,19175.357,15.059,NA,19190.416,9403.023,9259.996,NA,527.395,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Educación artística y cultural<C1>,9152.353000000001,NA,NA,9152.353,424.05600000000004,8728.296,NA,NA,NA,NA,9192.338999999998,NA,NA,9192.339,442.67300000000006,8749.667000000001,NA,NA,NA,NA,9308.214,NA,NA,9308.214,445.894,8862.32,NA,NA,NA,NA,9463.526999999998,NA,NA,9463.527,461.64899999999994,9001.876,NA,NA,NA,NA,9741.209,NA,NA,9741.209,487.759,9253.449999999999,NA,NA,NA,NA,9939.049,NA,NA,9939.049,486.53800000000007,9452.510999999999,NA,NA,NA,NA,10214.793999999998,NA,NA,10214.794,521.6049999999999,9693.187,NA,NA,NA,NA,10218.421999999999,NA,NA,10218.422,544.1940000000001,9674.229000000001,NA,NA,NA,NA,10444.648,NA,NA,10444.648,581.619,9863.027,NA,NA,NA,NA,10646.770999999997,NA,NA,10646.771,587.8599999999999,10058.912,NA,NA,NA,NA,11152.129,NA,NA,11152.129,617.045,10535.081999999999,NA,NA,NA,NA,11360.871000000001,NA,NA,11360.871,592.428,10768.445000000002,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Espectáculos deportivos,7817.486,NA,NA,7817.486,NA,7817.486,NA,NA,NA,NA,7543.897,NA,NA,7543.897,NA,7543.897,NA,NA,NA,NA,7692.399,NA,NA,7692.399,NA,7692.399,NA,NA,NA,NA,7340.648,NA,NA,7340.648,NA,7340.648,NA,NA,NA,NA,7504.825,NA,NA,7504.825,NA,7504.825,NA,NA,NA,NA,7684.628000000001,NA,NA,7684.628,NA,7684.628000000001,NA,NA,NA,NA,7838.364,NA,NA,7838.364,NA,7838.364,NA,NA,NA,NA,8514.592999999999,NA,NA,8514.593,NA,8514.592999999999,NA,NA,NA,NA,9352.157000000001,NA,NA,9352.157,NA,9352.157000000001,NA,NA,NA,NA,9551.913999999999,NA,NA,9551.914,NA,9551.913999999999,NA,NA,NA,NA,10097.519,NA,NA,10097.519,NA,10097.519,NA,NA,NA,NA,10573.962,NA,NA,10573.962,NA,10573.962,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Fotografía,5678.737999999999,NA,NA,5678.738,835.323,4843.414,NA,NA,NA,NA,5277.888999999999,NA,NA,5277.889,845.504,4432.385,NA,NA,NA,NA,5440.812,NA,NA,5440.812,888.3679999999999,4552.444,NA,NA,NA,NA,5498.199,NA,NA,5498.199,949.004,4549.1939999999995,NA,NA,NA,NA,5495.826,NA,NA,5495.826,989.2629999999999,4506.563,NA,NA,NA,NA,5283.312,NA,NA,5283.312,1014.481,4268.831,NA,NA,NA,NA,5417.862999999999,NA,NA,5417.863,1068.022,4349.841,NA,NA,NA,NA,5543.673,NA,NA,5543.673,1095.918,4447.755,NA,NA,NA,NA,5794.187,NA,NA,5794.187,1152.274,4641.911,NA,NA,NA,NA,5778.214,NA,NA,5778.214,1196.634,4581.581,NA,NA,NA,NA,6402.521,NA,NA,6402.521,1258.2079999999999,5144.313,NA,NA,NA,NA,6347.820000000001,NA,NA,6347.82,1255.4440000000002,5092.376,NA,NA,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Música, radio y otros servicios",12144.819,NA,NA,12144.819,4282.309,7574.5560000000005,88.631,199.32399999999998,NA,NA,12115.388,NA,NA,12115.388,4165.03,7648.925,81.392,220.043,NA,NA,12778.104,NA,NA,12778.104,4355.2080000000005,8127.866,83.217,211.81300000000002,NA,NA,13091.564999999999,NA,NA,13091.565,4547.952,8233.786,76.263,233.564,NA,NA,13372.323,NA,NA,13372.323,4701.752,8345.417000000001,98.103,227.051,NA,NA,14058.909,NA,NA,14058.909,4785.464,8936.552,84.769,252.123,NA,NA,15113.381000000001,NA,NA,15113.381,5001.285000000001,9811.023000000001,84.472,216.601,NA,NA,15896.68,NA,NA,15896.68,5229.938,10375.595,76.45,214.697,NA,NA,16661.901,NA,NA,16661.901,5497.568,10874.734,69.391,220.20800000000003,NA,NA,16698.061999999998,NA,NA,16698.062,5626.287,10793.744,63.403,214.62699999999998,NA,NA,16730.177,NA,NA,16730.177,5796.843999999999,10630.258,65.528,237.546,NA,NA,16344.51,NA,NA,16344.51,5759.075,10227.287,67.593,290.555,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Museos,625.593,NA,NA,625.593,NA,625.593,NA,NA,NA,NA,574.925,NA,NA,574.925,NA,574.925,NA,NA,NA,NA,588.69,NA,NA,588.69,NA,588.69,NA,NA,NA,NA,608.713,NA,NA,608.713,NA,608.713,NA,NA,NA,NA,687.539,NA,NA,687.539,NA,687.539,NA,NA,NA,NA,696.302,NA,NA,696.302,NA,696.302,NA,NA,NA,NA,662.191,NA,NA,662.191,NA,662.191,NA,NA,NA,NA,683.783,NA,NA,683.783,NA,683.783,NA,NA,NA,NA,726.265,NA,NA,726.265,NA,726.265,NA,NA,NA,NA,746.463,NA,NA,746.463,NA,746.463,NA,NA,NA,NA,740.197,NA,NA,740.197,NA,740.197,NA,NA,NA,NA,715.834,NA,NA,715.834,NA,715.834,NA,NA,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Promotores de espectáculos artísticos, deportivos y similares",2178.809,NA,NA,2178.809,757.652,1421.157,NA,NA,NA,NA,2078.599,NA,NA,2078.599,722.801,1355.798,NA,NA,NA,NA,2211.509,NA,NA,2211.509,769.017,1442.492,NA,NA,NA,NA,2250.748,NA,NA,2250.748,782.655,1468.093,NA,NA,NA,NA,2385.847,NA,NA,2385.847,829.629,1556.218,NA,NA,NA,NA,2507.874,NA,NA,2507.874,872.057,1635.817,NA,NA,NA,NA,2380.006,NA,NA,2380.006,827.582,1552.424,NA,NA,NA,NA,2470.317,NA,NA,2470.317,858.976,1611.341,NA,NA,NA,NA,2670.968,NA,NA,2670.968,928.74,1742.228,NA,NA,NA,NA,2796.3810000000003,NA,NA,2796.381,972.344,1824.037,NA,NA,NA,NA,2701.088,NA,NA,2701.088,939.205,1761.883,NA,NA,NA,NA,2588.272,NA,NA,2588.272,899.963,1688.309,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios creativos (publicidad),16252.718,11.05,NA,16263.768,16257.325,NA,NA,NA,NA,6.444,14761.704000000002,24.666,NA,14786.37,14779.486,NA,NA,NA,NA,6.883,14674.287999999999,34.058,NA,14708.346,14695.381,NA,NA,NA,NA,12.965,14768.779000000002,39.825,NA,14808.604,14796.707000000002,NA,NA,NA,NA,11.897,14494.192,36.176,NA,14530.368,14518.641,NA,NA,NA,NA,11.727,14913.264,28.408,NA,14941.672,14934.419999999998,NA,NA,NA,NA,7.251,15614.187,29.898,NA,15644.085,15636.781,NA,NA,NA,NA,7.304,14629.911999999998,25.67,NA,14655.582,14646.807999999999,NA,NA,NA,NA,8.774,16717.77,24.382,NA,16742.152,16736.737,NA,NA,NA,NA,5.415,17821.351000000002,28.813,NA,17850.164,17849.775,NA,NA,NA,NA,0.389,19625.856,28.475,NA,19654.331,19650.913999999997,NA,NA,NA,NA,3.417,18074.876,27.743,NA,18102.619,18099.388,NA,NA,NA,NA,3.23
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de diseño,44151.585,3.861,NA,44155.446,33869.876,5982.628000000001,NA,4302.941,NA,NA,42528.638,3.941,NA,42532.579,33233.354999999996,5125.695000000001,NA,4173.531,NA,NA,42321.574,3.619,NA,42325.193,32902.694,5156.431,NA,4266.068,NA,NA,42570.871999999996,3.191,NA,42574.063,32720.593000000004,5371.967000000001,NA,4481.503,NA,NA,44510.71600000001,3.182,NA,44513.898,34137.221000000005,5766.723,NA,4609.954,NA,NA,44502.87100000001,3.068,NA,44505.939,33073.398,6119.057,NA,5313.484,NA,NA,45958.241,3.344,NA,45961.585,33756.365,6341.772000000001,NA,5863.448,NA,NA,48198.096999999994,3.456,NA,48201.553,34577.284999999996,7450.55,NA,6173.718,NA,NA,48178.223,3.29,NA,48181.513,35634.21,5719.081,NA,6828.222,NA,NA,48481.835999999996,3.217,NA,48485.053,35608.819,6579.176,NA,6297.059,NA,NA,47882.533,3.202,NA,47885.735,35382.863000000005,6469.523999999999,NA,6033.347,NA,NA,47674.864,3.437,NA,47678.301,35465.94500000001,5558.19,NA,6654.166,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Servicios de información (agencias noticiosas, internet, entre otros)",2033.229,NA,NA,2033.229,1372.802,565.495,94.931,NA,NA,NA,2027.142,NA,NA,2027.142,1327.9170000000001,593.695,105.53,NA,NA,NA,1870.331,NA,NA,1870.331,1262.155,507.514,100.662,NA,NA,NA,1812.895,NA,NA,1812.895,1236.837,476.591,99.468,NA,NA,NA,1969.0510000000002,NA,NA,1969.051,1345.2250000000001,535.925,87.9,NA,NA,NA,1897.3239999999998,NA,NA,1897.324,1314.9470000000001,501.446,80.931,NA,NA,NA,2097.639,NA,NA,2097.639,1423.1070000000002,580.0899999999999,94.441,NA,NA,NA,2224.714,NA,NA,2224.714,1498.937,626.825,98.952,NA,NA,NA,2139.3419999999996,NA,NA,2139.342,1452.0520000000001,584.702,102.588,NA,NA,NA,1708.777,NA,NA,1708.777,1183.134,428.305,97.338,NA,NA,NA,1070.002,NA,NA,1070.002,705.067,273.883,91.052,NA,NA,NA,897.2400000000001,NA,NA,897.24,589.371,230.73499999999999,77.134,NA,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Sitios históricos, parques naturales y otros sitios de patrimonio cultural",1633.489,NA,NA,1633.489,NA,1529.994,103.494,NA,NA,NA,1540.582,NA,NA,1540.582,NA,1435.104,105.478,NA,NA,NA,1457.9360000000001,NA,NA,1457.936,NA,1352.313,105.623,NA,NA,NA,1520.402,NA,NA,1520.402,NA,1413.307,107.095,NA,NA,NA,1677.5400000000002,NA,NA,1677.54,NA,1557.7120000000002,119.829,NA,NA,NA,1597.491,NA,NA,1597.491,NA,1489.6470000000002,107.844,NA,NA,NA,1502.685,NA,NA,1502.685,NA,1397.434,105.252,NA,NA,NA,1653.785,NA,NA,1653.785,NA,1541.012,112.773,NA,NA,NA,1634.054,NA,NA,1634.054,NA,1513.7050000000002,120.35,NA,NA,NA,1607.184,NA,NA,1607.184,NA,1473.972,133.212,NA,NA,NA,1631.707,NA,NA,1631.707,NA,1490.565,141.142,NA,NA,NA,1589.73,NA,NA,1589.73,NA,1454.7069999999999,135.023,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Televisión y otros servicios,58730.19300000001,1252.009,NA,59982.202,27440.403,32508.709,NA,NA,NA,33.09,60065.192,2800.017,NA,62865.209,27092.823,35740.814999999995,NA,NA,NA,31.571,63963.378000000004,3897.902,NA,67861.28,28465.623,39311.278,27.137,NA,NA,57.241,65941.875,4587.467,NA,70529.342,29295.885,41071.323000000004,110.312,NA,NA,51.823,66216.469,4188.787,NA,70405.256,29691.855,40371.303,290.442,NA,NA,51.656,66750.279,3156.408,NA,69906.687,29391.354000000003,40231.139,253.544,NA,NA,30.651,64685.403,3474.743,NA,68160.146,29615.720999999998,38053.111,461.083,NA,NA,30.23,68451.20300000001,3016.604,NA,71467.807,30488.466,40428.915,514.632,NA,NA,35.793,64745.384,2863.53,NA,67608.914,30829.321,36233.865000000005,524.625,NA,NA,21.103,69145.75899999999,3379.498,NA,72525.257,32071.449999999997,39870.177,566.282,NA,NA,17.35,73543.865,3319.562,NA,76863.427,34639.541999999994,41560.236000000004,511.493,NA,NA,152.155,64398.276999999995,3268.77,NA,67667.047,31993.823,35314.936,213.125,NA,NA,145.164
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos,242538.717,3531.308,772.243,246842.268,100960.219,141807.295,NA,1493.586,-49.155,2630.324,257799.164,3226.725,720.188,261746.077,102605.142,155520.218,NA,1547.769,-98.668,2171.613,257996.112,2052.792,766.029,260814.933,104172.443,153373.34,NA,1546.425,142.863,1579.864,268318.269,2267.841,823.554,271409.664,116866.939,150840.523,NA,1657.005,249.935,1795.261,308976.132,3251.481,822.87,313050.483,125189.328,184024.76,NA,1840.61,-36.139,2031.923,323314.991,2651.783,770.009,326736.783,125525.563,197551.659,NA,1832.316,160.72,1666.52,331848.75,2736.605,828.817,335414.172,126692.487,204975.128,NA,2003.343,182.804,1560.412,373345.929,2952.973,963.726,377262.628,131227.963,241306.687,NA,2180.143,91.334,2456.499,425792.596,4435.533,1378.681,431606.81,145317.885,281427.904,NA,2759.388,160.72,1940.917,460987.375,2996.202,968.37,464951.947,151400.17,309768.037,NA,2159.404,78.082,1546.247,486636.957,4753.993,1309.502,492700.452,168330.694,320656.292,NA,2358.198,29.301,1325.973,506754.433,7811.875,1372.477,515938.785,170133.271,342310.547,NA,2167.325,-39.357,1366.998
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes,4669.635,1131.075,767.247,6567.957,4348.334,1310.548,NA,534.935,-50.091,424.231,4625.824,1168.534,715.163,6509.521,4475.678,1242.11,NA,562.934,-96.482,325.282,4784.485,1287.906,761.063,6833.454,4477.386,1264.809,NA,602.894,142.921,345.446,5096.205,1259.104,818.445,7173.754,4549.985,1371.205,NA,623.873,248.615,380.075,5147.364,1724.326,817.84,7689.53,5289.951,1293.833,NA,716.966,-38.505,427.286,4921.155,1347.665,765.077,7033.897,4586.134,1180.759,NA,634.33,158.831,473.843,5298.379,1528.37,823.95,7650.699,5031.854,1295.052,NA,729.19,180.445,414.161,5424.684,1680.63,958.459,8063.773,5194.231,1551.563,NA,785.54,91.309,441.131,5648.531,3049.659,1373.138,10071.328,6202.077,2072.869,NA,1280.993,159.459,355.934,5433.62,1627.419,962.541,8023.58,5060.917,1697.603,NA,851.741,77.073,336.246,5470.311,2721.076,1303.589,9494.976,5817.369,2261.346,NA,1106.853,28.718,280.694,5180.295,3008.369,1366.288,9554.952,5945.114,2435.002,NA,920.574,-40.64,294.905
